"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"241","Miami OH",-7.07,96.9,104,65.4,-0.066
"242","Northern Colorado",-7.1,100.9,108,67.3,-0.051
"243","IPFW",-7.16,96.3,103.4,65.8,0.021
"244","Northern Kentucky",-7.26,95.5,102.8,60.1,-0.033
"245","Western Carolina",-7.35,99.7,107.1,66.3,-0.032
"246","Wofford",-7.39,87.3,94.7,63.6,-0.059
"247","Central Michigan",-7.45,103.2,110.6,65.7,0
"248","North Florida",-7.49,99,106.5,66.2,-0.01
"249","Penn",-7.72,93,100.8,68,-0.008
"250","South Dakota",-7.76,103.3,111,67.1,-0.083
"251","North Dakota",-7.76,95.4,103.2,67.6,0.038
"252","Fordham",-7.78,98.2,106,68.8,0.027
"253","UTSA",-7.8,99.1,106.9,64.6,-0.046
"254","Ball St.",-7.84,97.6,105.4,66.4,0.08
"255","Mississippi St.",-7.97,90,98,68.3,-0.011
"256","Texas St.",-7.97,99.2,107.2,71.4,0.008
"257","Central Connecticut",-8.17,99.8,108,70.1,0.056
"258","Portland",-8.17,93.2,101.4,65.1,0.036
"259","North Texas",-8.32,95.3,103.6,66.8,-0.024
"260","Cleveland St.",-8.49,97.7,106.2,65,0.033
"261","Cornell",-8.7,98,106.7,67.1,0.028
"262","Maine",-8.78,95.3,104.1,69,0.019
"263","NJIT",-8.81,92.7,101.5,68,-0.047
"264","Appalachian St.",-8.86,97.6,106.4,67.8,0.01
"265","New Hampshire",-9.39,90.9,100.3,64.2,-0.054
"266","TCU",-9.39,91.4,100.8,61.2,0.09
"267","Liberty",-9.4,99.5,108.9,65.9,-0.035
"268","Colgate",-9.66,95.6,105.3,66.8,0.001
"269","Bethune Cookman",-9.67,96.2,105.9,67.1,-0.029
"270","Sacred Heart",-9.67,99.5,109.1,68.4,0.007
"271","Tennessee Tech",-10.14,95.1,105.3,65.7,0.037
"272","Eastern Illinois",-10.15,98,108.2,60.4,-0.033
"273","Hampton",-10.18,87.3,97.5,69.3,0.031
"274","Troy",-10.31,97.1,107.4,61.2,0.005
"275","Dartmouth",-10.36,94.5,104.9,64.6,-0.008
"276","Old Dominion",-10.51,96.6,107.1,66.4,-0.113
"277","American",-10.51,96,106.5,60,0.004
"278","Winthrop",-10.63,93.5,104.1,61.6,0.037
"279","Sacramento St.",-10.82,95.2,106,62.9,0.05
"280","Saint Peter's",-11.05,90.9,101.9,64.5,0.061
"281","Georgia Southern",-11.15,93.9,105.1,62.7,0.011
"282","Arkansas Pine Bluff",-11.18,90.5,101.7,68.1,0.116
"283","VMI",-11.3,100.4,111.7,71.5,-0.023
"284","Delaware St.",-11.43,95,106.4,61.6,0.053
"285","Southeastern Louisiana",-11.51,92.1,103.6,66.1,0.046
"286","UNC Greensboro",-11.61,95.3,106.9,71.9,-0.152
"287","UNC Wilmington",-11.86,95.2,107.1,66.9,0.022
"288","Jacksonville",-12.08,93.9,106,68.8,0.068
"289","Nicholls St.",-12.14,96.8,108.9,67.3,-0.024
"290","Lipscomb",-12.16,96.1,108.3,70.7,0.053
"291","McNeese St.",-12.19,94.2,106.4,65.2,0.088
"292","Samford",-12.35,96,108.3,60.8,-0.008
"293","Northern Arizona",-12.37,95,107.3,69.4,0.04
"294","Central Arkansas",-12.5,98.5,111,72,0.045
"295","Utah Valley",-12.55,96.8,109.3,64.1,-0.005
"296","Chicago St.",-12.62,89.2,101.8,67.3,-0.083
"297","Radford",-12.64,89.4,102.1,67.7,0.007
"298","Siena",-12.71,93.4,106.1,64.3,0.021
"299","Eastern Washington",-12.97,95.2,108.2,68.4,0
"300","Campbell",-13.08,95.9,109,66.6,0.014
"301","Milwaukee",-13.37,93.2,106.6,66,-0.004
"302","Montana St.",-13.37,98.6,111.9,66.2,0.032
"303","San Jose St.",-13.42,88.8,102.2,67.7,0.021
"304","Hofstra",-13.44,87.7,101.1,64.7,-0.025
"305","Portland St.",-13.47,101.7,115.2,65.3,-0.103
"306","Southern Utah",-13.64,90.3,103.9,69.1,-0.001
"307","SIU Edwardsville",-13.65,91,104.7,65.9,-0.008
"308","UMBC",-13.85,93.8,107.7,67.4,-0.01
"309","Monmouth",-13.91,89.7,103.6,70,0.018
"310","Chattanooga",-14.08,95.8,109.8,67.7,0.017
"311","Austin Peay",-14.38,96.8,111.2,68.9,-0.071
"312","Texas Pan American",-14.41,92.2,106.6,64.9,0.087
"313","Coppin St.",-14.5,91.3,105.8,68.5,-0.038
"314","UC Riverside",-14.58,87.3,101.9,63.5,-0.071
"315","Texas A&M Corpus Chris",-14.89,94.3,109.2,62.6,-0.04
"316","Jackson St.",-14.94,92.1,107,69.1,-0.015
"317","Navy",-15.18,88,103.2,60.7,-0.049
"318","UMKC",-15.36,91.7,107.1,64.9,-0.022
"319","East Tennessee St.",-15.68,93.1,108.8,65.3,0.063
"320","Idaho St.",-16.19,90.1,106.3,60.7,-0.117
"321","Nebraska Omaha",-16.27,99.8,116.1,72,0.094
"322","Northern Illinois",-16.68,83.9,100.5,62.7,-0.053
"323","Alcorn St.",-16.88,83.4,100.3,68.3,-0.045
"324","Prairie View A&M",-17.29,86.2,103.5,67.7,0.026
"325","Rice",-17.45,94.1,111.6,63.3,-0.032
"326","Houston Baptist",-17.54,86,103.5,68.3,0.072
"327","Louisiana Monroe",-18,90.5,108.5,66.6,-0.027
"328","Florida A&M",-18.28,87.6,105.9,68.9,0
"329","Howard",-18.38,82.2,100.6,62.2,-0.044
"330","St. Francis PA",-19.31,91.5,110.8,64.2,0.034
"331","Alabama St.",-19.68,90.4,110.1,66.3,0.006
"332","Tennessee Martin",-20.1,91.8,111.9,68.4,0.071
"333","IUPUI",-20.21,95.7,115.9,66.1,-0.054
"334","Fairleigh Dickinson",-20.47,92.1,112.5,67.6,0.028
"335","Kennesaw St.",-20.68,89.7,110.4,64.5,0.004
"336","Alabama A&M",-20.72,89,109.7,66.3,-0.004
"337","The Citadel",-20.89,96.5,117.4,65,-0.005
"338","Longwood",-21.61,92.8,114.4,71.1,-0.004
"339","South Carolina St.",-22,90,112,65.5,-0.015
"340","Mississippi Valley St.",-22.02,88.2,110.2,70.5,-0.071
"341","Presbyterian",-22.87,93,115.9,62.3,0.01
"342","Furman",-23.24,90,113.2,64.7,-0.008
"343","Binghamton",-24.03,84.3,108.4,66.7,-0.018
"344","Maryland Eastern Shore",-24.68,84.8,109.5,64.1,-0.029
"345","New Orleans",-25.19,85.8,111,71.1,0.042
"346","Lamar",-25.4,83.9,109.3,70.4,0.023
"347","Grambling St.",-46.11,74.3,120.4,64.5,-0.014
