"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"47","Valparaiso",13.66,109.2,95.6,70.4,-0.031
"48","Temple",13.59,112.1,98.5,64.3,-0.037
"49","Southern Illinois",13.46,107.1,93.6,71.5,0.035
"50","Wisconsin",13.25,108.6,95.3,64.8,0.049
"51","Hawaii",13.12,108.1,95,67.6,0.007
"52","Villanova",13.08,104.6,91.5,68.6,-0.055
"53","Virginia",12.94,110.1,97.1,71.7,-0.016
"54","Tennessee",12.67,108.7,96.1,68.4,-0.044
"55","Ball St.",12.66,111.3,98.6,70.4,0.012
"56","Arkansas",12.59,106.6,94,73.1,-0.062
"57","Syracuse",12.58,104,91.4,70.5,-0.004
"58","Penn",12.18,108.1,95.9,66.8,-0.018
"59","Creighton",11.82,109.3,97.5,68.5,0.029
"60","Bowling Green",11.78,109.2,97.4,67.4,0.022
"61","Louisville",11.74,106.1,94.4,73.6,0.009
"62","Pepperdine",11.7,108.9,97.2,74,0.062
"63","BYU",11.57,107.2,95.6,66.6,-0.044
"64","Louisiana Tech",11.4,108,96.6,68,0.002
"65","UNC Wilmington",11.37,105.4,94,65.3,-0.002
"66","LSU",11.12,103.4,92.3,66.7,-0.047
"67","Wyoming",11.02,105.7,94.6,69.5,0.032
"68","Saint Joseph's",10.78,112.3,101.5,69.1,-0.008
"69","Arizona St.",10.56,106.4,95.9,73.1,-0.09
"70","Georgia Tech",10.46,108.8,98.3,72.2,-0.022
"71","Boston College",9.95,107.2,97.3,70.3,0.04
"72","Tennessee Tech",9.44,107.9,98.4,69,0.003
"73","South Florida",9.42,105.8,96.3,73.8,0.019
"74","San Diego St.",9.32,104.8,95.5,71.4,0.055
"75","Utah St.",9.21,104.2,95,64,-0.024
"76","St. John's",9.03,100.6,91.6,70.9,0.089
"77","UC Santa Barbara",8.9,106.1,97.2,64.8,-0.058
"78","St. Bonaventure",8.63,113.9,105.3,72.4,-0.029
"79","College of Charleston",8.39,102.9,94.5,64.2,-0.041
"80","Richmond",8.28,102.1,93.8,62.9,0.069
"81","UNLV",8.27,107.7,99.5,73.4,0.069
"82","Fresno St.",7.85,102.2,94.3,73.1,-0.025
"83","Purdue",7.57,107.5,100,69.3,-0.06
"84","Seton Hall",7.15,102.8,95.7,70.8,-0.1
"85","Vanderbilt",7.15,105.5,98.3,70.2,0.06
"86","Saint Louis",6.89,95.9,89.1,66.8,-0.022
"87","Colorado",6.69,109.2,102.5,73.6,-0.027
"88","Auburn",6.64,96.5,89.8,71.1,-0.049
"89","East Tennessee St.",6.59,104,97.4,75.3,-0.022
"90","Northwestern",6.58,97.8,91.3,63.5,0.036
"91","UC Irvine",6.46,105.8,99.4,66.3,0.015
"92","New Mexico",6.38,108.1,101.7,67.8,-0.022
"93","Milwaukee",6.33,102.6,96.3,72.5,-0.087
"94","Providence",6.16,100.6,94.4,72.8,-0.05
"95","UAB",6.16,100.3,94.2,69.5,-0.142
"96","New Mexico St.",5.88,107.1,101.2,70.4,-0.029
"97","Pacific",5.77,107.5,101.7,66.4,0.003
"98","Arkansas Little Rock",5.76,104.7,98.9,70.2,-0.062
"99","Washington",5.41,103,97.6,72.8,0.01
"100","McNeese St.",5.38,101.1,95.7,68.3,0.023
"101","San Diego",5.19,105.6,100.4,70.5,-0.07
"102","Detroit",5.03,101.9,96.9,65.1,0.052
"103","Houston",4.97,106.7,101.7,67.9,0.064
"104","Nebraska",4.94,103.6,98.7,68.5,-0.019
"105","Rutgers",4.86,95.7,90.9,71.5,0.039
"106","Baylor",4.67,106.1,101.4,70,-0.09
"107","Louisiana Lafayette",4.64,97.6,92.9,71.3,0.054
"108","SMU",4.44,105.5,101,69.8,-0.025
"109","Oral Roberts",4.37,103.2,98.8,71.1,-0.076
"110","UNC Greensboro",4.25,101,96.8,70.6,0.054
"111","TCU",4.2,107.8,103.6,78.3,-0.029
"112","Manhattan",4.18,102.5,98.4,70.9,-0.017
"113","Ohio",4.15,106.2,102.1,69.4,0.034
"114","Southwest Missouri St.",4.13,105,100.9,66.5,-0.063
"115","Iowa St.",4.09,105.8,101.8,67.1,-0.115
"116","Hampton",3.99,107.8,103.8,70.4,0.014
"117","Marist",3.98,104.5,100.6,70.1,-0.058
"118","Illinois Chicago",3.88,106.9,103,69.2,0.04
"119","Davidson",3.66,99.4,95.7,67.5,0.143
"120","Kansas St.",3.59,101.8,98.2,67.6,-0.005
"121","Florida St.",3.54,103.6,100.1,70.2,-0.054
"122","VCU",3.53,100.7,97.1,72.3,0.01
"123","Nevada",3.42,101.8,98.4,73,0.034
"124","Oregon St.",3.35,101.2,97.8,63.9,-0.051
"125","Colorado St.",3.33,101.7,98.3,67.7,-0.11
"126","Loyola Chicago",3.2,101.4,98.2,70.7,0.01
"127","Massachusetts",3.17,99.8,96.7,65.9,0.002
"128","Michigan",3.16,103.3,100.2,67.3,-0.038
"129","Tulane",3.08,102.7,99.6,70.8,0.041
"130","Western Michigan",2.99,105.4,102.4,68.8,0.03
"131","Montana St.",2.97,105.3,102.4,65.6,0.054
"132","Clemson",2.95,105.1,102.1,71.5,-0.038
"133","George Mason",2.66,102.6,100,69.1,0.079
"134","Wright St.",2.65,108.8,106.2,66.8,0.034
"135","Georgia St.",2.62,105.7,103.1,70.9,0.01
"136","Georgia Southern",2.57,104.9,102.3,75.5,-0.051
"137","North Carolina",2.53,103.6,101.1,71.6,-0.066
"138","Chattanooga",2.37,101.5,99.1,71,-0.011
"139","Miami OH",2.18,103.3,101.1,62.5,-0.004
"140","Illinois St.",2.17,100.9,98.7,67.4,0.072
"141","Arkansas St.",2.11,103.1,100.9,65.7,-0.134
"142","Virginia Tech",2.09,102,100,69.5,-0.099
"143","Oakland",1.91,105.4,103.5,71.2,0.034
"144","Weber St.",1.78,103.9,102.1,69.6,-0.011
"145","Princeton",1.47,101.5,100,59.9,0.023
"146","La Salle",1.37,101.8,100.4,67.1,0.034
"147","Murray St.",1.37,104.7,103.4,71,0.018
"148","Yale",1.11,100.8,99.7,73.6,0.04
"149","UCF",1.02,102.3,101.3,71.1,-0.08
"150","Central Connecticut",0.9,98.5,97.6,66.2,0.138
"151","The Citadel",0.68,103.2,102.5,68.7,-0.027
"152","Wichita St.",0.58,105.6,105,68.3,-0.006
"153","Toledo",0.4,97.1,96.7,68.1,0.068
"154","Rider",0.34,98,97.7,70.1,-0.033
"155","Delaware",0.34,100.6,100.2,67.8,-0.027
"156","San Francisco",0.22,100.8,100.5,70,-0.027
"157","Troy St.",0.15,102.1,102,70.4,0.044
"158","Cal Poly",0,100.4,100.4,69.2,0.006
"159","Eastern Washington",-0.01,98.1,98.1,70.4,0.053
"160","UTSA",-0.2,100.9,101.1,73.8,0.001
"161","North Texas",-0.22,105.9,106.1,73.2,0.012
"162","Holy Cross",-0.3,96,96.3,64.3,-0.048
"163","UMKC",-0.33,99.1,99.4,62.4,0.04
"164","Old Dominion",-0.42,100.3,100.7,66.8,-0.072
"165","Southern Miss",-0.45,95.5,96,66.2,-0.052
"166","Marshall",-0.53,107.8,108.4,71.1,0.036
"167","Texas Pan American",-0.58,98.9,99.5,73.4,0.051
"168","Morehead St.",-0.93,103.4,104.4,70,0.072
"169","IUPUI",-0.96,100.3,101.3,71,-0.014
"170","DePaul",-0.96,98.2,99.1,73.5,-0.043
"171","Furman",-1,98.1,99.1,67.3,0.021
"172","New Orleans",-1.18,96.2,97.3,69.5,0.042
"173","Siena",-1.2,98.6,99.8,68.9,-0.07
"174","James Madison",-1.2,104.4,105.6,67.8,-0.035
"175","Drake",-1.41,104.9,106.3,66.2,0.03
"176","Long Beach St.",-1.43,100.8,102.3,71.4,-0.022
"177","Drexel",-1.45,102.2,103.7,72.1,0.015
"178","Samford",-1.47,100.3,101.8,59,0.011
"179","Northern Iowa",-1.53,106,107.6,68,0.055
"180","Air Force",-1.58,101.6,103.2,56.5,-0.015
"181","Cal St. Northridge",-1.63,96.7,98.3,71.4,-0.011
"182","Niagara",-1.66,104.4,106.1,71.1,0.024
"183","East Carolina",-1.75,100.1,101.9,66.2,0.037
"184","Buffalo",-1.81,97.4,99.2,68.9,-0.035
"185","Northern Illinois",-1.97,103.5,105.5,73.8,-0.007
"186","Jacksonville",-1.98,96.6,98.6,68.4,-0.021
"187","Louisiana Monroe",-2.02,97.9,99.9,71.2,0.137
"188","Boise St.",-2.22,96,98.2,66.5,0.016
"189","UTEP",-2.37,99.2,101.5,69.6,-0.087
"190","Vermont",-2.47,103.6,106.1,69.4,0.026
"191","Florida Atlantic",-2.48,97.5,100,71.6,0.061
"192","Cleveland St.",-2.63,95.4,98,69.9,-0.035
"193","West Virginia",-2.64,101.3,103.9,73.4,-0.03
"194","Boston University",-2.79,99.1,101.9,65.9,0.102
"195","Gardner Webb",-2.85,99.2,102.1,75.8,0.078
"196","Radford",-2.86,95.7,98.6,71.1,-0.103
"197","Austin Peay",-2.98,97.3,100.2,69.2,-0.038
"198","George Washington",-3.16,100.4,103.6,71.8,0.089
"199","Penn St.",-3.17,97,100.2,69.1,-0.032
"200","Sam Houston St.",-3.21,98,101.2,74.1,-0.041
"201","Wagner",-3.21,100.9,104.1,75.4,0.017
"202","Middle Tennessee",-3.36,94.7,98,67.8,0.04
"203","Rice",-3.47,95.9,99.3,69,-0.052
"204","Central Michigan",-3.48,99.5,103,69.5,-0.062
"205","Brown",-3.73,103.7,107.4,73.5,0.059
"206","American",-4,98.9,102.9,65,0.057
"207","Green Bay",-4.2,103.3,107.5,63.6,-0.118
"208","Fairfield",-4.31,97.1,101.4,73.2,-0.055
"209","Centenary",-4.38,99.3,103.7,67.9,-0.031
"210","Montana",-4.49,100.3,104.8,70.4,0.053
"211","Santa Clara",-4.56,99,103.5,67.9,0.068
"212","Bradley",-4.6,93.1,97.7,65.3,-0.047
"213","Fordham",-4.77,97.2,102,75.5,0.021
"214","Texas A&M",-4.77,95.2,100,69.7,0.011
"215","Southern Utah",-4.8,98.3,103.1,65,-0.038
"216","Washington St.",-4.93,102.1,107.1,71.4,-0.088
"217","Belmont",-4.98,106.7,111.7,67.1,-0.025
"218","Iona",-5.08,96.3,101.4,72.5,-0.019
"219","Northern Arizona",-5.31,94.2,99.5,69,0.025
"220","Winthrop",-5.33,95.2,100.5,68,0.039
"221","Hofstra",-5.43,92.7,98.1,72.3,0.026
"222","William & Mary",-5.61,94.5,100.1,66.9,-0.03
"223","Colgate",-5.62,99.7,105.3,68.9,0.043
"224","Howard",-5.66,99.7,105.3,71.7,0.03
"225","Duquesne",-5.82,97.1,102.9,68.2,0
"226","Saint Mary's",-5.89,89.1,95,67.1,-0.044
"227","Akron",-5.93,103.1,109,67.5,-0.027
"228","Indiana St.",-6.13,96.2,102.4,65.5,-0.042
"229","Southwest Texas St.",-6.25,98.1,104.3,72.7,-0.038
"230","Appalachian St.",-6.27,100,106.2,74.4,-0.007
"231","Western Carolina",-6.34,98,104.3,73.6,-0.005
"232","Eastern Illinois",-6.36,100,106.4,72.4,0.056
"233","Monmouth",-6.38,94.5,100.8,67.8,0.097
"234","FIU",-6.57,94.2,100.8,66.7,-0.012
"235","Rhode Island",-6.74,95.5,102.2,67.1,0.061
"236","Tennessee St.",-6.75,101.1,107.8,74.3,-0.034
"237","Harvard",-6.77,92.1,98.8,68.8,0.056
"238","Lafayette",-6.87,100.6,107.5,71.1,0.008
"239","Columbia",-6.96,89.1,96,61.3,-0.035
"240","Northwestern St.",-7.1,98.4,105.5,72,-0.006
"241","VMI",-7.23,97.2,104.4,78.6,0.015
"242","Delaware St.",-7.32,97.5,104.8,64.8,0.01
"243","UMBC",-7.37,94,101.3,72.1,0.063
"244","Wofford",-7.7,91.9,99.6,69,0.014
"245","Jacksonville St.",-7.91,99.4,107.4,67.6,-0.028
"246","Tennessee Martin",-7.92,97.3,105.2,72.8,0.077
"247","Lamar",-8,96.2,104.3,70.9,0.062
"248","Portland St.",-8.08,102.5,110.6,71.2,0.083
"249","Texas A&M Corpus Chris",-8.09,99.2,107.3,75,-0.009
"250","UT Arlington",-8.39,100.1,108.5,73.5,0.007
"251","San Jose St.",-8.44,96.5,104.9,64.8,0.049
"252","Alcorn St.",-8.69,98.1,106.8,74.2,0.097
"253","UC Riverside",-8.8,96.9,105.7,68.8,-0.02
"254","St. Francis NY",-9.01,98.3,107.3,75.3,0.031
"255","South Alabama",-9.02,93.9,102.9,68.5,-0.117
"256","Denver",-9.07,96.9,106,67.1,-0.085
"257","Canisius",-9.09,94.4,103.5,68.2,-0.058
"258","Portland",-9.2,95.1,104.3,74.3,-0.028
"259","Quinnipiac",-9.28,98.8,108,75.6,-0.044
"260","Western Illinois",-9.29,100.3,109.6,70.1,0.015
"261","Stephen F. Austin",-9.39,91.8,101.1,65.2,0.015
"262","Alabama A&M",-9.53,90.2,99.7,79.9,0.002
"263","UNC Asheville",-9.71,96.6,106.3,70.8,0.051
"264","Loyola Marymount",-9.85,96.9,106.7,70.6,0.014
"265","Evansville",-9.89,95.9,105.8,70.1,0.003
"266","South Carolina St.",-10.48,94.1,104.6,69.8,0.109
"267","Idaho St.",-10.72,94.5,105.2,70.8,0.014
"268","Stetson",-11.01,95.9,106.9,73.3,0.054
"269","Bucknell",-11.27,92.3,103.6,66.8,0.059
"270","Navy",-11.49,91.9,103.4,71.6,-0.089
"271","North Carolina A&T",-11.82,90.8,102.6,71.8,0.024
"272","Alabama St.",-12.61,88,100.6,65.8,0.082
"273","Southeast Missouri St.",-12.64,99.2,111.9,69.1,-0.117
"274","Towson",-12.88,88.3,101.2,68.2,0.112
"275","Hartford",-12.88,89.8,102.6,66.3,0.049
"276","Sacramento St.",-13,94.4,107.4,74.5,-0.076
"277","Idaho",-13.36,90.2,103.5,61.2,0.062
"278","Charleston Southern",-13.41,88.6,102.1,69.2,0.016
"279","Florida A&M",-13.51,91.7,105.2,70.5,-0.019
"280","Northeastern",-13.55,95.8,109.4,73.4,-0.129
"281","Elon",-13.56,89,102.5,73.4,0.048
"282","Mississippi Valley St.",-13.65,99,112.7,71.3,-0.041
"283","Maine",-13.93,92,106,65.4,0.007
"284","Cal St. Fullerton",-14.27,92.7,107,67.3,-0.056
"285","Bethune Cookman",-14.59,92.8,107.3,70.5,0.038
"286","Youngstown St.",-14.66,93.6,108.2,68.7,-0.003
"287","New Hampshire",-14.91,94.8,109.7,71.6,0.017
"288","Norfolk St.",-14.96,91.6,106.6,71.8,0.062
"289","Army",-15.07,93.3,108.4,69.6,0.047
"290","Robert Morris",-15.17,97.2,112.4,67.7,0.026
"291","IPFW",-15.27,94.7,110,75.2,-0.033
"292","Binghamton",-15.39,90.5,105.9,69.1,-0.06
"293","Jackson St.",-15.43,94.8,110.2,71.2,-0.051
"294","Mercer",-15.58,94,109.6,70.1,-0.028
"295","Eastern Kentucky",-15.69,91.3,107,72.3,0.011
"296","Maryland Eastern Shore",-16.04,96.7,112.7,66,0.043
"297","Birmingham Southern",-16.19,92.2,108.4,64,0.029
"298","Lehigh",-16.21,90.9,107.1,71.5,-0.113
"299","Sacred Heart",-16.59,94.2,110.8,73.7,-0.074
"300","Southeastern Louisiana",-16.66,87.1,103.8,62.5,-0.005
"301","Campbell",-16.69,98.8,115.5,69.8,0.052
"302","High Point",-17.02,94.6,111.7,68.8,0.017
"303","Cornell",-17.47,87.1,104.5,66.2,-0.031
"304","Dartmouth",-17.68,97.9,115.6,63.6,0.037
"305","St. Francis PA",-17.98,87.3,105.2,67.1,-0.073
"306","Coastal Carolina",-18.19,93.8,112,73.8,0.028
"307","Eastern Michigan",-18.21,94.8,113,68.9,0.016
"308","Saint Peter's",-18.6,90.8,109.4,72.5,0.007
"309","Grambling St.",-18.9,95.2,114.1,76.2,0.005
"310","Lipscomb",-19.31,91.5,110.8,71.8,0.01
"311","Texas Southern",-19.54,92.6,112.1,70,0.078
"312","Stony Brook",-20.06,89.3,109.4,67.8,0.001
"313","Loyola MD",-20.28,84.5,104.8,67.5,0.015
"314","Albany",-20.31,84.9,105.3,64.2,0.039
"315","Coppin St.",-21.02,85.9,106.9,66.1,-0.063
"316","Morgan St.",-21.25,87.9,109.2,71.4,-0.019
"317","Southern",-21.55,91.9,113.4,74.5,-0.003
"318","Fairleigh Dickinson",-22.73,91.3,114,71.9,-0.103
"319","Prairie View A&M",-23.34,87.6,110.9,76.1,0.076
"320","Chicago St.",-24.51,87.4,111.9,71.6,-0.027
"321","LIU Brooklyn",-24.91,95.4,120.3,76,0.004
"322","Liberty",-25.11,83.6,108.7,73.5,0.01
"323","Nicholls St.",-26.25,85,111.2,70.4,-0.07
"324","Arkansas Pine Bluff",-28.81,80.2,109,77.2,-0.014
"325","Mount St. Mary's",-29.37,83.1,112.4,68.7,0.019
"326","Morris Brown",-29.94,82.8,112.7,69.1,0.044
"327","Savannah St.",-31.19,76.1,107.3,68.5,-0.021
