"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"208","Mount St. Mary's",-3.96,107.2,111.2,69.8,0.03
"209","Northern Illinois",-3.97,93.8,97.7,63.7,0.019
"210","VMI",-3.97,107.8,111.7,74.5,0.062
"211","Evansville",-4.19,102.5,106.7,66.9,0.007
"212","TCU",-4.37,98.8,103.1,65.7,0.007
"213","Bradley",-4.37,99.6,104,64.2,-0.05
"214","UT Arlington",-4.39,105.3,109.7,69.7,0.058
"215","Montana",-4.4,106.9,111.3,61.9,0.002
"216","Hampton",-4.44,95.8,100.3,71.4,0
"217","Rider",-4.52,106.3,110.8,67.4,0.041
"218","Miami OH",-4.64,98.3,102.9,67.3,0.076
"219","Arkansas Little Rock",-4.68,100.5,105.2,67.9,0.06
"220","Charleston Southern",-4.92,105.5,110.5,67.9,-0.181
"221","Dartmouth",-4.96,103.1,108,64.5,-0.079
"222","Coastal Carolina",-5,97.6,102.6,67.8,0.04
"223","Cal St. Bakersfield",-5.07,100.2,105.3,65.7,-0.089
"224","Cal St. Northridge",-5.08,105.7,110.8,69,0.029
"225","Morgan St.",-5.12,99.8,104.9,69.3,0.004
"226","Southeast Missouri St.",-5.22,107.8,113,70.7,-0.012
"227","Northern Colorado",-5.23,108.3,113.5,64.1,-0.016
"228","Army",-5.31,104.5,109.8,68.9,0.016
"229","Winthrop",-5.43,102.6,108,66.3,0.061
"230","Texas A&M Corpus Chris",-5.46,104.5,110,62.8,0.017
"231","FIU",-5.47,100.8,106.3,66.5,0.053
"232","North Texas",-5.52,98.8,104.4,68.5,0.047
"233","Eastern Washington",-5.52,105.1,110.6,70.4,-0.028
"234","Hartford",-5.58,101.6,107.2,63.7,0.028
"235","UNC Asheville",-5.77,106.1,111.9,70.5,0.026
"236","Marshall",-5.84,99.3,105.2,68.4,-0.11
"237","Western Carolina",-5.85,103.1,109,67.4,0.027
"238","East Carolina",-5.87,105.4,111.3,65.7,0.008
"239","Saint Peter's",-5.88,97.4,103.3,62.7,0.058
"240","Seattle",-5.89,99.8,105.7,67.7,-0.066
"241","Grand Canyon",-6.01,104.6,110.6,67.3,0.045
"242","Lehigh",-6.05,97.4,103.4,66.1,0.042
"243","East Tennessee St.",-6.15,102.9,109,70.6,0.019
"244","Florida Atlantic",-6.41,100.6,107,65,-0.086
"245","Lafayette",-6.42,108.7,115.1,66.3,-0.061
"246","Loyola Chicago",-6.44,101.7,108.1,63.6,-0.073
"247","Cal St. Fullerton",-6.58,100.4,106.9,67.1,-0.022
"248","Gardner Webb",-6.62,98.5,105.1,66.7,0.005
"249","High Point",-6.65,105.4,112,64.5,0.06
"250","Troy",-6.8,101.3,108.1,65.1,-0.086
"251","Louisiana Monroe",-6.96,96.9,103.9,64.2,-0.012
"252","Air Force",-6.98,99,106,65.5,0.055
"253","South Alabama",-7.07,100.5,107.6,66.2,-0.047
"254","Idaho",-7.07,104.8,111.8,67.2,0.077
"255","South Dakota",-7.12,101.2,108.3,66.7,0.023
"256","Radford",-7.38,106.3,113.7,68.4,0.085
"257","Penn",-7.47,98.6,106,70,-0.013
"258","Texas Southern",-7.48,106,113.5,67.3,-0.004
"259","Norfolk St.",-7.52,102.2,109.8,64.7,0.042
"260","Idaho St.",-7.52,103.4,111,64.7,-0.092
"261","Incarnate Word",-7.53,102.2,109.7,70.1,0.015
"262","Northern Arizona",-7.67,99.8,107.5,64.2,0.003
"263","North Dakota",-7.74,103.8,111.5,69.4,0.063
"264","North Florida",-7.74,102.6,110.4,68.3,0.089
"265","Lipscomb",-8.01,102.8,110.8,70.5,0.086
"266","Hofstra",-8.16,104.4,112.6,65.6,-0.037
"267","James Madison",-8.27,97.9,106.2,65.1,0.048
"268","Tennessee Tech",-8.29,99.6,107.9,68,0.091
"269","Monmouth",-8.47,96.2,104.7,68.7,-0.033
"270","Niagara",-8.75,101.4,110.1,72.7,-0.025
"271","Fairfield",-8.85,95,103.8,66.1,-0.019
"272","UMKC",-8.93,97.8,106.8,70.4,0.017
"273","UC Riverside",-8.97,98.1,107,67.4,-0.049
"274","Illinois Chicago",-9.03,99.8,108.9,66.2,-0.113
"275","Western Illinois",-9.04,93.5,102.6,62.7,-0.068
"276","Sacramento St.",-9.27,102.9,112.1,64.6,-0.008
"277","Texas St.",-9.4,94.4,103.8,62.9,-0.114
"278","Portland St.",-9.44,101.7,111.2,66.5,0.063
"279","Chattanooga",-9.51,100,109.5,68.8,0.065
"280","UNC Wilmington",-9.66,95.4,105,64,-0.043
"281","Savannah St.",-9.93,91.2,101.1,64.7,-0.038
"282","Fairleigh Dickinson",-10.56,101.7,112.3,66.6,-0.017
"283","Chicago St.",-11.23,97.6,108.9,69.2,0.069
"284","Liberty",-11.24,100.8,112,65.1,-0.13
"285","Tulane",-11.42,99.1,110.6,63.7,0.142
"286","Central Michigan",-11.47,105.8,117.2,65.3,0.004
"287","Austin Peay",-11.62,99,110.7,70.9,0.012
"288","Tennessee St.",-11.7,101.2,112.9,65.2,-0.05
"289","San Jose St.",-11.75,93.9,105.7,65.7,-0.005
"290","SIU Edwardsville",-11.96,100,111.9,67.7,-0.005
"291","Georgia Southern",-12.1,97.8,109.9,66.1,-0.04
"292","Loyola MD",-12.17,96.5,108.7,66.2,0.063
"293","Coppin St.",-12.31,99.7,112,68.6,0.007
"294","Jackson St.",-12.64,93.1,105.7,67.2,-0.043
"295","Texas Pan American",-12.8,93.1,105.9,65.9,-0.033
"296","Ball St.",-13.11,96,109.1,67.4,-0.022
"297","Florida A&M",-13.14,94.3,107.5,71.5,0.05
"298","Alabama St.",-13.23,96.6,109.9,67.5,0.095
"299","Eastern Illinois",-13.29,98.1,111.4,66.4,0.029
"300","Rice",-13.3,94,107.3,64.1,-0.008
"301","Sacred Heart",-13.42,98.7,112.1,68.1,-0.093
"302","Montana St.",-13.48,94.5,107.9,65.8,0.056
"303","Jacksonville",-13.54,102.6,116.1,69.6,0.027
"304","Nicholls St.",-13.61,97.4,111,65.8,0.109
"305","Central Connecticut",-13.66,96.9,110.6,70.2,0.071
"306","Alabama A&M",-13.83,91.4,105.2,66.1,0.024
"307","Navy",-13.87,92.3,106.2,63.5,-0.028
"308","NJIT",-13.89,95.9,109.8,68.4,0.055
"309","Jacksonville St.",-14.03,97.6,111.6,62.8,-0.016
"310","McNeese St.",-14.04,97.3,111.3,67.5,0.041
"311","Northern Kentucky",-14.05,102,116.1,63.5,-0.044
"312","Southeastern Louisiana",-14.14,98.1,112.3,65.3,0.002
"313","UTSA",-14.7,100.4,115.1,67.9,0
"314","St. Francis PA",-14.75,95.8,110.5,63.2,0.038
"315","UNC Greensboro",-15.02,93.3,108.3,70.4,0.054
"316","UC Davis",-15.12,100.8,115.9,66.4,0.035
"317","New Orleans",-15.21,95.5,110.7,71.7,0.065
"318","Tennessee Martin",-15.41,102.5,118,69.4,-0.065
"319","LIU Brooklyn",-15.56,102.5,118,68.3,0.076
"320","Samford",-15.65,100.2,115.9,67.2,0.01
"321","Delaware St.",-15.66,96.5,112.2,60.7,-0.063
"322","UMass Lowell",-16.03,94.9,110.9,64.6,0.063
"323","UMBC",-16.05,92,108.1,68.2,-0.003
"324","Alcorn St.",-16.49,92.8,109.3,63.6,-0.014
"325","Prairie View A&M",-16.86,95.5,112.4,67.9,0.004
"326","Arkansas Pine Bluff",-16.99,91.2,108.2,67,0.089
"327","Campbell",-17.39,97.9,115.3,63.7,0.058
"328","New Hampshire",-17.62,88.1,105.7,63.2,-0.086
"329","Central Arkansas",-17.83,94.7,112.5,72.5,-0.01
"330","IUPUI",-18.19,95.6,113.8,66,-0.037
"331","Appalachian St.",-18.64,91.5,110.1,66.4,-0.034
"332","Howard",-18.89,87.2,106,67.6,-0.027
"333","Binghamton",-19.38,91.1,110.5,65.9,-0.018
"334","North Carolina A&T",-19.52,93.2,112.7,67.2,0.035
"335","Stetson",-19.96,93.9,113.9,63.6,0.032
"336","Maryland Eastern Shore",-20.26,98.5,118.8,66.7,-0.036
"337","Bethune Cookman",-20.29,96,116.3,62.6,-0.062
"338","Kennesaw St.",-20.3,91.4,111.7,67.9,0.003
"339","Maine",-20.55,94.8,115.4,74.3,0.01
"340","Cornell",-20.59,99.8,120.4,65.3,-0.048
"341","Houston Baptist",-20.63,91,111.6,69.3,-0.039
"342","Furman",-20.66,94.3,115,65.3,-0.002
"343","Lamar",-20.69,92.5,113.2,68.4,-0.034
"344","South Carolina St.",-21.15,90.9,112,66.6,0.042
"345","The Citadel",-22.19,95.7,117.9,65.5,-0.046
"346","Longwood",-22.91,95.1,118,68.6,-0.043
"347","Mississippi Valley St.",-22.93,92.5,115.4,72.5,0.011
"348","Abilene Christian",-23.32,93.4,116.7,65.5,-0.045
"349","Presbyterian",-25.86,93.6,119.5,65.7,-0.018
"350","Grambling St.",-26.6,94.9,121.5,67.9,-0.017
"351","Southern Utah",-27.09,87,114.1,65.9,-0.049
