"","team_X","team_Y","AdjEM_x-y","AdjO_x-y","AdjD_x-y","AdjT_x-y","luck_x-y","W_x-y","L_x-y","W_L_ratio_x-y","SRS_x-y","SOS_x-y","TM_pt_x-y","OPPO_pt_x-y","PT_Ratio_x-y","True_S_x-y","seed_x-y","point_diff_x-y","result"
"1","Wichita State","Cal Poly",NA,NA,NA,NA,NA,21,-19,0.56,17.99,0.05,565,-22,0.274066434707278,0.0679999999999999,-15,27,"X"
"2","Kentucky","Kansas State",NA,NA,NA,NA,NA,9,-2,0.119,5.93,1.43,712,506,0.0666572235252401,0.023,-1,7,"X"
"3","Saint Louis","North Carolina State",NA,NA,NA,NA,NA,5,-7,0.183,2.61,-3.2,-187,-399,0.10502739559697,0.004,-7,3,"X"
"4","Louisville","Manhattan",20.22,11.7,-8.5,-0.699999999999989,-0.036,6,-2,0.08,18.65,5.7,458,-49,0.22628447118518,0.015,-9,7,"X"
"5","UMass","Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-19,"Y"
"6","Duke","Mercer",15.84,13.9,-1.89999999999999,0.400000000000006,-0.057,-1,0,-0.00700000000000001,14.18,11.9,-91,-51,-0.01313482926692,-0.00800000000000001,-11,-7,"Y"
"7","Texas","Arizona State",NA,NA,NA,NA,NA,3,-1,0.05,-0.65,1.74,112,184,-0.0354187003161199,-0.044,-3,2,"X"
"8","Michigan","Wofford",25.39,23.3,-2,0.600000000000001,0.023,8,-4,0.151,22.84,15.6,531,354,0.06269753208229,0.0629999999999999,-13,17,"X"
"9","Arizona","Weber State",NA,NA,NA,NA,NA,14,-7,0.255,24.28,13.27,515,164,0.15085051981966,-0.0459999999999999,-15,9,"X"
"10","Gonzaga","Oklahoma State",NA,NA,NA,NA,NA,8,-6,0.188,-3.46,-2.98,33,7,0.0105082552256999,0.021,-1,8,"X"
"11","Oklahoma","North Dakota State",NA,NA,NA,NA,NA,-3,3,-0.0910000000000001,8.6,8.99,212,344,-0.07342124425499,-0.0329999999999999,-7,-5,"Y"
"12","San Diego State","New Mexico State",NA,NA,NA,NA,NA,5,-5,0.139,8.79,7.44,-241,-363,0.0855314615040099,-0.0569999999999999,-9,4,"X"
"13","Baylor","Nebraska",6.69,10.1,3.40000000000001,-2.3,-0.035,7,-1,0.0900000000000001,5.67,1.61,706,492,0.0782807514174901,0.028,-5,14,"X"
"14","Creighton","Louisiana-Lafayette",NA,NA,NA,NA,NA,4,-4,0.114,15.12,7.45,-79,-257,0.08321408796152,0.0619999999999999,-11,10,"X"
"15","Oregon","BYU",5.23,4.39999999999999,-0.799999999999997,-3.09999999999999,-0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,19,"X"
"16","Wisconsin","American",21.27,18.6,-2.7,2.4,0.011,10,-5,0.183,19,13.44,712,481,0.08180500384418,-0.00900000000000001,-13,40,"X"
"17","Virginia","Coastal Carolina",31.45,16.5,-14.9,-6.59999999999999,-0.027,9,-6,0.193,23.59,14.17,-9,-266,0.13208516641762,0.014,-15,11,"X"
"18","Memphis","George Washington",1.45,1.59999999999999,0,1.7,-0.009,0,1,-0.021,2.42,2.72,199,186,-0.00173611405934992,0.001,-1,5,"X"
"19","Cincinnati","Harvard",1.66,-3.2,-4.90000000000001,-2.40000000000001,0.016,0,2,-0.0499999999999999,4.47,5.75,-18,34,-0.02961251300084,-0.0449999999999999,-7,-4,"Y"
"20","Michigan State","Delaware",NA,NA,NA,NA,NA,4,-1,0.049,16.62,10.48,88,-157,0.10154350222735,0.0269999999999999,-9,15,"X"
"21","UNC","Providence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,2,"X"
"22","Iowa State","North Carolina Central",NA,NA,NA,NA,NA,0,2,-0.0459999999999999,14.55,17.91,476,655,-0.12608309149781,0.0099999999999999,-11,18,"X"
"23","UConn","St. Joseph's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,8,"X"
"24","Villanova","Milwaukee",23.52,11.6,-11.9,0.200000000000003,-0.043,8,-9,0.253,20.5,7.94,186,-208,0.174110137755941,0.0329999999999999,-13,20,"X"
"25","Florida","Albany (NY)",NA,NA,NA,NA,NA,17,-12,0.364,24,13.76,488,79,0.18048734774976,0.013,-15,12,"X"
"26","Colorado","Pitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-29,"Y"
"27","VCU","Stephen F. Austin",8.95,-3.10000000000001,-12.1,6.40000000000001,-0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-2,"Y"
"28","UCLA","Tulsa",13.6,12.6,-1,1.2,0.004,7,-4,0.139,12.17,6.45,532,305,0.07841066943552,0.0469999999999999,-9,17,"X"
"29","Ohio State","Dayton",NA,NA,NA,NA,NA,-1,-1,0.011,7.29,2.78,-239,-386,0.0846385091289001,-0.015,-5,-1,"Y"
"30","Syracuse","Western Michigan",18.24,8.3,-9.90000000000001,-5.6,-0.081,5,-4,0.127,14.32,8.7,-62,-223,0.08686338345765,-0.0459999999999999,-11,24,"X"
"31","New Mexico","Stanford",1.13,1.10000000000001,-0.0999999999999943,-1,0.017,4,-6,0.155,-0.699999999999999,-4.16,-100,-209,0.05450401713747,0.003,-3,-5,"Y"
"32","Kansas","Eastern Kentucky",20.6,7,-13.7,1.90000000000001,-0.087,1,0,0.00800000000000001,19.65,15.74,87,43,0.01599670350881,-0.031,-13,11,"X"
