"","team_X","team_Y","AdjEM_x-y","AdjO_x-y","AdjD_x-y","AdjT_x-y","luck_x-y","W_x-y","L_x-y","W_L_ratio_x-y","SRS_x-y","SOS_x-y","TM_pt_x-y","OPPO_pt_x-y","PT_Ratio_x-y","True_S_x-y","seed_x-y","point_diff_x-y","result"
"1","Syracuse","North Carolina-Asheville",NA,NA,NA,NA,NA,10,-7,0.213,18.06,10.74,-3,-169,0.08339484998764,-0.0389999999999999,-15,7,"X"
"2","Kansas State","Southern Miss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,6,"X"
"3","Vanderbilt","Harvard",6.56,6.80000000000001,0.200000000000003,4.09999999999999,-0.075,-1,6,-0.145,7.87,9.6,582,615,-0.0612351938133699,0.001,-7,9,"X"
"4","Wisconsin","Montana",17.25,10.2,-7,-6.59999999999999,-0.082,1,3,-0.0590000000000001,14.49,11.63,65,-70,0.0751734615359301,-0.021,-9,24,"X"
"5","Cincinnati","Texas",0.120000000000001,-3.3,-3.39999999999999,-2.5,0.09,6,-3,0.115,-1.07,-1.84,52,6,0.0199786316514801,-0.028,-5,6,"X"
"6","Florida State","St. Bonaventure",NA,NA,NA,NA,NA,5,-2,0.089,6.28,4.78,189,120,0.02681691363478,-0.012,-11,3,"X"
"7","Gonzaga","West Virginia",4.88,1.7,-3.2,1.5,0,7,-7,0.212,1.73,-4.28,90,-108,0.0985053807516501,0.0559999999999999,-3,23,"X"
"8","Ohio State","Loyola (MD)",NA,NA,NA,NA,NA,7,-1,0.0680000000000001,23.58,11.79,691,213,0.20049373630195,0.036,-13,19,"X"
"9","UNC","Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,19,"X"
"10","Creighton","Alabama",-0.200000000000003,13.2,13.4,3.90000000000001,0.145,8,-6,0.193,-0.84,-3.77,637,521,0.0233926791822598,0.078,-1,1,"X"
"11","Temple","South Florida",1.35,9.39999999999999,8,7.8,0.014,2,-6,0.139,1.24,-2.35,267,188,0.03148207597646,0.0419999999999999,-7,-14,"Y"
"12","Michigan","Ohio",5.63,7.59999999999999,2,-5.59999999999999,0.037,-5,2,-0.0780000000000001,6.02,8.81,-342,-221,-0.0448085813842301,0.032,-9,-5,"Y"
"13","San Diego State","North Carolina State",NA,NA,NA,NA,NA,2,-5,0.116,-3.06,-3.01,-281,-335,0.03705147673156,0.001,-5,-14,"Y"
"14","Georgetown","Belmont",4.13,-5.8,-9.90000000000001,-5.2,0.002,-3,1,-0.044,5,8.91,-553,-404,-0.0352151393019402,-0.0389999999999999,-11,15,"X"
"15","Saint Mary's (CA)","Purdue",NA,NA,NA,NA,NA,5,-7,0.189,-2.62,-7.27,-47,-242,0.10462835037303,0.0399999999999999,-3,-3,"Y"
"16","Kansas","Detroit",21.39,6,-15.3,-0.299999999999997,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13,15,"X"
"17","Kentucky","Western Kentucky",35.23,24.6,-10.6,-2.5,-0.05,22,-17,0.493,27.39,7.42,823,40,0.323922079096175,0.086,-15,15,"X"
"18","Iowa State","UConn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,13,"X"
"19","Wichita State","VCU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-3,"Y"
"20","Indiana","New Mexico State",NA,NA,NA,NA,NA,1,-1,0.028,9.9,7.72,-30,-67,0.0194891878989301,0.0439999999999999,-9,13,"X"
"21","UNLV","Colorado",6.13,4.40000000000001,-1.8,3.2,-0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-4,"Y"
"22","Baylor","South Dakota State",NA,NA,NA,NA,NA,3,0,0.018,9.2,9.9,150,154,-0.01119782835865,-0.01,-11,8,"X"
"23","Notre Dame","Xavier",1.56,2.09999999999999,0.5,-6,0.002,-1,-1,0.00800000000000001,1.59,0.25,-286,-325,0.02634076363269,-0.003,-3,-4,"Y"
"24","Duke","Lehigh",10.35,9,-1.39999999999999,-0.700000000000003,0.084,0,-1,0.023,12.78,13.54,-20,46,-0.03137864705988,0.0119999999999999,-13,-5,"Y"
"25","Michigan State","LIU-Brooklyn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,22,"X"
"26","Memphis","Saint Louis",0.640000000000001,2.10000000000001,1.59999999999999,4.5,-0.008,0,1,-0.022,1.71,1.2,278,248,-0.00795992309968008,0.0249999999999999,-1,-7,"Y"
"27","New Mexico","Long Beach State",NA,NA,NA,NA,NA,3,-2,0.0650000000000001,6.08,2.47,35,-99,0.07189223307421,0.0089999999999999,-7,7,"X"
"28","Louisville","Davidson",9.96,-5.80000000000001,-15.7,-1.19999999999999,0.023,5,2,-0.00800000000000001,8.93,10.7,156,202,-0.0311706148639801,-0.045,-9,7,"X"
"29","Murray State","Colorado State",NA,NA,NA,NA,NA,11,-10,0.314,2.16,-7.83,169,-176,0.17508035141823,0,-5,17,"X"
"30","Marquette","BYU",7.45,5.2,-2.2,-2.39999999999999,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11,20,"X"
"31","Florida","Virginia",6.61,15.4,8.8,4.3,-0.019,4,1,0.015,5.74,3.1,808,669,0.01531549243097,0.0329999999999999,-3,26,"X"
"32","Missouri","Norfolk State",NA,NA,NA,NA,NA,4,-5,0.135,23.45,11.07,332,-95,0.18509056384123,0.091,-13,-2,"Y"
