"","team_X","team_Y","AdjEM_x-y","AdjO_x-y","AdjD_x-y","AdjT_x-y","luck_x-y","W_x-y","L_x-y","W_L_ratio_x-y","SRS_x-y","SOS_x-y","TM_pt_x-y","OPPO_pt_x-y","PT_Ratio_x-y","True_S_x-y","seed_x-y","point_diff_x-y","result"
"23","Memphis","South Carolina",1.13,2.09999999999999,1,1.3,0.011,-1,-3,0.0569999999999999,0.290000000000001,0.63,-211,-171,-0.01005039938456,0.001,-3,16,"X"
"24","Oklahoma State","Eastern Washington",NA,NA,NA,NA,NA,14,-9,0.319,20.02,7.57,596,153,0.20016574660085,0.019,-13,19,"X"
"25","Stanford","UTSA",29.49,13.6,-16,-3.5,-0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,26,"X"
"26","Alabama","Southern Illinois",2.04,5.80000000000001,3.80000000000001,-1.39999999999999,-0.041,-5,8,-0.227,3.59,7.56,249,356,-0.0679764808804002,0.029,-1,1,"X"
"27","Syracuse","BYU",0.590000000000002,-0.700000000000003,-1.2,1.3,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,5,"X"
"28","Maryland","UTEP",4.94,-1.59999999999999,-6.60000000000001,3.2,-0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,3,"X"
"29","Vanderbilt","Western Michigan",2.32,-0.199999999999989,-2.59999999999999,-1.8,-0.041,-3,5,-0.142,3.39,7.69,-20,97,-0.06301303070122,-0.004,-5,13,"X"
"30","North Carolina State","Louisiana-Lafayette",NA,NA,NA,NA,NA,1,1,-0.0129999999999999,12.21,10.19,27,18,0.00341625371655008,0.0129999999999999,-11,9,"X"
"31","DePaul","Dayton",1.39,4.8,3.39999999999999,0.599999999999994,0.00699999999999999,-2,1,-0.039,1.95,2.81,13,44,-0.0153939706569302,0.00600000000000001,-3,7,"X"
"32","UConn","Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13,17,"X"
