"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"1","Air Force",10,21,0.323,-4.9,3.13,1773,1957,0.905978538579458,59.6,0.529
"2","Akron",24,11,0.686,2.82,-1.5,2472,2293,1.07806367204536,65.9,0.521
"3","Alabama A&M",11,16,0.407,-20.19,-13.71,1778,1881,0.945241892610314,73.2,0.463
"4","Alabama-Birmingham",25,9,0.735,9.46,2.9,2276,2053,1.10862152946907,64.9,0.518
"5","Alabama State",16,15,0.516,-14.41,-12.02,1998,2043,0.977973568281938,67.8,0.499
"6","Alabama",17,15,0.531,10.34,6.62,2192,2073,1.05740472744814,65.7,0.525
"7","Albany (NY)",7,25,0.219,-11.94,-5.53,2007,2212,0.907323688969259,65.7,0.503
"8","Alcorn State",2,29,0.065,-30.36,-9,1880,2542,0.739575137686861,75.3,0.456
"9","American",11,20,0.355,-11.47,-6.89,1941,2083,0.931829092654825,64.1,0.518
"10","Appalachian State",24,13,0.649,1.8,-2.76,2766,2567,1.07752239968835,67.5,0.581
"11","Arizona State",22,11,0.667,13.8,5.83,2202,1938,1.13622291021672,62.1,0.567
"12","Arizona",16,15,0.516,7.97,8.1,2229,2233,0.99820868786386,68.4,0.548
"13","Arkansas-Little Rock",8,22,0.267,-10.06,-2.23,2028,2194,0.924339106654512,67.2,0.529
"14","Arkansas-Pine Bluff",18,16,0.529,-8.29,-7.68,2166,2187,0.99039780521262,67.4,0.495
"15","Arkansas State",17,14,0.548,-4.01,-4.39,2160,2065,1.04600484261501,67.6,0.528
"16","Arkansas",14,18,0.438,5.87,5.09,2391,2366,1.0105663567202,71.3,0.536
"17","Army",14,15,0.483,-9.11,-7.96,1749,1768,0.989253393665158,64.9,0.495
"18","Auburn",15,17,0.469,5.49,4.68,2422,2373,1.02064896755162,71,0.541
"19","Austin Peay",17,15,0.531,-3.85,-1.68,2320,2317,1.00129477772982,67.6,0.552
"20","Ball State",15,15,0.5,-4.85,-1.48,1818,1871,0.971672902191342,62.6,0.502
"21","Baylor",28,8,0.778,17.97,8.03,2771,2362,1.1731583403895,67.2,0.58
"22","Belmont",19,12,0.613,1.3,-3.41,2266,2124,1.0668549905838,70.1,0.553
"23","Bethune-Cookman",17,16,0.515,-13.14,-8.4,2021,1996,1.0125250501002,62,0.499
"24","Binghamton",13,18,0.419,-10.6,-4.31,1909,2082,0.916906820365034,63.2,0.503
"25","Boise State",15,17,0.469,-1.11,0.68,2370,2331,1.01673101673102,71.3,0.535
"26","Boston College",15,16,0.484,9.58,7.21,2145,2048,1.04736328125,65.8,0.524
"27","Boston University",21,14,0.6,0.57,-3.23,2528,2395,1.05553235908142,70.1,0.526
"28","Bowling Green State",14,16,0.467,-4.7,-0.94,1889,1976,0.955971659919028,63.8,0.517
"29","Bradley",16,15,0.516,3.74,4.11,2091,2089,1.0009573958832,64.9,0.54
"30","Brigham Young",30,6,0.833,18.82,3,2992,2392,1.25083612040134,71,0.596
"31","Brown",11,20,0.355,-10.68,-3.82,2073,2231,0.929179740026894,66.5,0.547
"32","Bucknell",14,17,0.452,-7.94,-6.84,2077,2107,0.985761746559089,65.4,0.51
"33","Buffalo",18,12,0.6,-2.03,-2.27,2170,2135,1.01639344262295,69,0.531
"34","Butler",33,5,0.868,14.37,5.08,2611,2258,1.1563330380868,64.1,0.559
"35","Cal Poly",12,19,0.387,-7.99,-2.31,2176,2335,0.931905781584582,67.8,0.52
"36","Cal State Fullerton",16,15,0.516,-2.87,-1.55,2303,2263,1.01767565178966,69.3,0.549
"37","Cal State Northridge",11,21,0.344,-5.81,-1.06,2282,2412,0.946102819237148,72.6,0.511
"38","UC-Davis",14,18,0.438,-6.23,-3.01,2225,2262,0.983642793987622,69.4,0.544
