"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"291","Texas Southern",7,25,0.219,-16.56,-7.46,2063,2354,0.876380628717077,NA,0.518
"292","Texas State",14,16,0.467,-4.73,-3.93,2445,2319,1.05433376455369,NA,0.54
"293","Texas Tech",14,19,0.424,5.04,8.04,2563,2607,0.983122362869198,NA,0.55
"294","Texas",23,12,0.657,14.83,8.09,2532,2296,1.10278745644599,NA,0.519
"295","Toledo",7,25,0.219,-10.48,-0.96,1893,2173,0.871145881270133,NA,0.497
"296","Towson",12,22,0.353,-7.3,-1.27,2213,2399,0.922467694872864,NA,0.492
"297","Troy",19,13,0.594,-3.64,-4.22,2500,2470,1.01214574898785,NA,0.556
"298","Tulane",14,17,0.452,-1.3,0.9,2017,2055,0.981508515815085,NA,0.504
"299","Tulsa",25,11,0.694,8.41,4.84,2405,2210,1.08823529411765,NA,0.536
"300","UCLA",26,9,0.743,18.64,7.19,2642,2241,1.1789379741187,NA,0.583
"301","Utah State",30,5,0.857,9.33,0.07,2534,2169,1.16828031350853,NA,0.591
"302","Utah",24,10,0.706,12.59,5.72,2421,2195,1.10296127562642,NA,0.589
"303","Valparaiso",9,22,0.29,-4.43,2.22,1900,2031,0.935499753815854,NA,0.507
"304","Vanderbilt",19,12,0.613,8.18,3.81,2185,2033,1.07476635514019,NA,0.551
"305","Vermont",24,9,0.727,4.64,-4.27,2533,2222,1.13996399639964,NA,0.568
"306","Villanova",30,8,0.789,17.45,8.72,2919,2560,1.140234375,NA,0.555
"307","Virginia Commonwealth",24,10,0.706,7.7,-0.65,2440,2156,1.1317254174397,NA,0.553
"308","VMI",24,8,0.75,-3.3,-7.49,3002,2737,1.09682133723054,NA,0.57
"309","Virginia Tech",19,15,0.559,8.79,6.88,2470,2405,1.02702702702703,NA,0.535
"310","Virginia",10,18,0.357,5.87,8.34,1960,2029,0.965993100049285,NA,0.505
"311","Wagner",16,14,0.533,-10.39,-8.6,2021,2049,0.986334797462177,NA,0.536
"312","Wake Forest",24,7,0.774,15.63,7.36,2510,2193,1.14455084359325,NA,0.563
"313","Washington State",17,16,0.515,11.29,7.5,1954,1829,1.0683433570257,NA,0.525
"314","Washington",26,9,0.743,16.78,8.19,2750,2431,1.13122171945701,NA,0.534
"315","Weber State",21,10,0.677,1.11,-2.39,2175,2055,1.05839416058394,NA,0.583
"316","West Virginia",23,12,0.657,18.57,8.34,2521,2163,1.16551086453999,NA,0.521
"317","Western Carolina",16,15,0.516,-7.17,-5.13,2293,2251,1.01865837405598,NA,0.524
"318","Western Illinois",9,20,0.31,-10.86,-4.04,1701,1889,0.900476442562202,NA,0.524
"319","Western Kentucky",25,9,0.735,3.68,-1.23,2454,2278,1.07726075504829,NA,0.549
"320","Western Michigan",10,21,0.323,-5.69,-3.19,1918,2004,0.957085828343313,NA,0.5
"321","Wichita State",17,17,0.5,2.05,2.08,2138,2124,1.00659133709981,NA,0.523
"322","William & Mary",10,20,0.333,-5.97,-2.79,1844,1903,0.968996321597478,NA,0.504
"323","Winthrop",11,19,0.367,-11.46,-4.54,1833,1991,0.920642893018584,NA,0.476
"324","Wisconsin",20,13,0.606,12.43,8.43,2106,1948,1.08110882956879,NA,0.536
"325","Wofford",16,14,0.533,-7.04,-5.45,2065,2070,0.997584541062802,NA,0.545
"326","Wright State",20,13,0.606,3.2,0.23,1995,1897,1.05166051660517,NA,0.509
"327","Wyoming",19,14,0.576,0.67,3.53,2471,2450,1.00857142857143,NA,0.573
"328","Xavier",27,8,0.771,14.45,4.65,2508,2165,1.15842956120092,NA,0.557
"329","Yale",13,15,0.464,-7.29,-5.17,1772,1784,0.993273542600897,NA,0.515
"330","Youngstown State",11,19,0.367,-5.25,-0.11,1981,2067,0.958393807450411,NA,0.495
