"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"70","Delaware State",8,24,0.25,-14.53,-4.78,1847,2098,0.880362249761678,NA,0.504
"71","Delaware",13,19,0.406,-4.83,-2.64,2174,2244,0.968805704099822,NA,0.518
"72","Denver",15,16,0.484,-4.58,-4.97,1884,1872,1.00641025641026,NA,0.6
"73","DePaul",9,24,0.273,-1.21,6.88,2123,2390,0.888284518828452,NA,0.48
"74","Detroit Mercy",7,23,0.233,-8.08,0.65,1694,1937,0.874548270521425,NA,0.486
"75","Drake",17,16,0.515,1.32,1.41,2128,2063,1.0315075133301,NA,0.544
"76","Drexel",15,14,0.517,-0.8,-1.28,1788,1774,1.00789177001127,NA,0.461
"77","Duke",30,7,0.811,20.1,9.07,2867,2439,1.17548175481755,NA,0.548
"78","Duquesne",21,13,0.618,6.04,2.48,2683,2541,1.05588351042896,NA,0.573
"79","East Carolina",13,17,0.433,-3,1.26,2176,2214,0.982836495031617,NA,0.557
"80","East Tennessee State",23,11,0.676,3.21,-1.87,2657,2383,1.11498111624003,NA,0.547
"81","Eastern Illinois",12,18,0.4,-9.18,-5.47,1936,1982,0.976791120080727,NA,0.525
"82","Eastern Kentucky",18,13,0.581,-2.82,-5.45,2247,2061,1.09024745269287,NA,0.581
"83","Eastern Michigan",8,24,0.25,-11.69,-1.79,1834,2040,0.899019607843137,NA,0.475
"84","Eastern Washington",12,18,0.4,-7.13,-1.81,1905,2055,0.927007299270073,NA,0.502
"85","Elon",11,20,0.355,-11.97,-4.62,2041,2197,0.928994082840237,NA,0.516
"86","Evansville",17,14,0.548,1.87,2.29,2081,2038,1.02109911678116,NA,0.521
"87","Fairfield",17,15,0.531,-2.29,-0.44,2093,2152,0.972583643122677,NA,0.509
"88","Fairleigh Dickinson",7,23,0.233,-17.59,-5.18,1909,2282,0.836546888694128,NA,0.492
"89","Florida A&M",10,21,0.323,-17.22,-5.72,1899,2228,0.852333931777379,NA,0.477
"90","Florida Atlantic",6,26,0.188,-9.68,-2.1,2079,2319,0.896507115135834,NA,0.506
"91","Florida International",13,20,0.394,-7.71,-1.52,2071,2240,0.924553571428571,NA,0.504
"92","Florida State",25,10,0.714,11.37,7.91,2392,2271,1.05328049317481,NA,0.535
"93","Florida",25,11,0.694,12.83,3.88,2774,2427,1.14297486608982,NA,0.569
"94","Fordham",3,25,0.107,-14.14,1.08,1718,2144,0.801305970149254,NA,0.461
"95","Fresno State",13,21,0.382,-4.11,0.96,2299,2372,0.969224283305228,NA,0.535
"96","Furman",6,24,0.2,-16.07,-4.62,1830,2130,0.859154929577465,NA,0.495
"97","Gardner-Webb",13,17,0.433,-8.32,-5.04,2220,2244,0.989304812834225,NA,0.526
"98","George Mason",22,11,0.667,3.78,-1.98,2189,1999,1.09504752376188,NA,0.522
"99","George Washington",10,18,0.357,-2.08,0.31,1853,1920,0.965104166666667,NA,0.528
"100","Georgetown",16,15,0.516,14.39,8.97,2148,1980,1.08484848484848,NA,0.567
"101","Georgia Southern",8,22,0.267,-13.5,-3.7,2114,2363,0.894625476089716,NA,0.52
"102","Georgia State",12,20,0.375,-6.13,-1.83,1929,2036,0.947445972495088,NA,0.491
"103","Georgia Tech",12,19,0.387,5.56,7.32,2208,2216,0.996389891696751,NA,0.506
"104","Georgia",12,20,0.375,-1.81,5.5,2077,2237,0.928475637013858,NA,0.493
"105","Gonzaga",28,6,0.824,17.95,3.55,2684,2142,1.25303454715219,NA,0.58
"106","Grambling",6,23,0.207,-23.07,-10.1,1766,2084,0.847408829174664,NA,0.49
"107","Green Bay",22,11,0.667,5.63,0.73,2399,2196,1.09244080145719,NA,0.568
"108","Hampton",16,16,0.5,-10.79,-7.58,1851,1902,0.973186119873817,NA,0.466
"109","Hartford",7,26,0.212,-13.24,-2.93,1998,2316,0.862694300518135,NA,0.502
"110","Harvard",14,14,0.5,-7.57,-6.05,1890,1888,1.0010593220339,NA,0.567
"111","Hawaii",13,17,0.433,-2.51,-1.34,1921,1956,0.982106339468303,NA,0.51
"112","High Point",9,21,0.3,-13.1,-5.89,1931,2001,0.965017491254373,NA,0.497
"113","Hofstra",21,11,0.656,-3.42,-2.9,2128,2126,1.00094073377234,NA,0.487
"114","Holy Cross",18,14,0.563,-3.56,-5.91,2067,1992,1.03765060240964,NA,0.509
"115","Houston",21,12,0.636,8.26,1.29,2501,2259,1.10712704736609,NA,0.516
"116","Howard",8,23,0.258,-16.62,-6.58,1900,2186,0.869167429094236,NA,0.505
"117","Idaho State",13,19,0.406,-3.22,0.17,2089,2185,0.956064073226545,NA,0.535
"118","Idaho",17,16,0.515,-0.56,-0.15,2176,2167,1.00415320719889,NA,0.544
"119","Illinois-Chicago",16,15,0.516,0.98,0.02,2087,2035,1.02555282555283,NA,0.512
"120","Illinois State",24,10,0.706,7.83,1.52,2414,2155,1.12018561484919,NA,0.55
"121","Illinois",24,10,0.706,14.38,6.73,2204,1944,1.13374485596708,NA,0.534
"122","Indiana State",11,21,0.344,-3.38,2.04,2019,2181,0.925722145804677,NA,0.526
"123","Indiana",6,25,0.194,-2.03,8.98,1862,2190,0.850228310502283,NA,0.515
"124","Iona",12,19,0.387,-3.24,-2.37,1930,1957,0.986203372508942,NA,0.511
"125","Iowa State",15,17,0.469,3.48,5.68,2078,2100,0.989523809523809,NA,0.529
"126","Iowa",15,17,0.469,6.65,6.84,1927,1908,1.00995807127883,NA,0.565
"127","IPFW",13,17,0.433,-5.42,-0.64,1970,2055,0.958637469586375,NA,0.537
"128","IUPUI",16,14,0.533,-2.92,-2.51,1964,1899,1.03422854133755,NA,0.549
"129","Jackson State",18,15,0.545,-9.5,-8.22,2307,2328,0.990979381443299,NA,0.518
"130","Jacksonville State",11,17,0.393,-8.2,-4.78,1962,1981,0.990408884401817,NA,0.521
"131","Jacksonville",18,14,0.563,1.62,-0.05,2363,2210,1.06923076923077,NA,0.538
"132","James Madison",21,15,0.583,-1.14,-2.91,2540,2465,1.03042596348884,NA,0.554
"133","Kansas State",22,12,0.647,12.18,5.24,2556,2266,1.12797881729921,NA,0.518
"134","Kansas",27,8,0.771,18.02,7.9,2674,2290,1.16768558951965,NA,0.569
"135","Kent State",19,15,0.559,0.66,-0.97,2343,2199,1.06548431105048,NA,0.516
"136","Kentucky",22,14,0.611,12.69,4.82,2669,2386,1.11860854987427,NA,0.578
"137","La Salle",18,13,0.581,3.45,1.12,2207,2135,1.03372365339578,NA,0.526
"138","Lafayette",8,22,0.267,-14.08,-6.14,1959,2197,0.891670459717797,NA,0.518
"139","Lamar",15,15,0.5,-5,-1.04,2198,2156,1.01948051948052,NA,0.529
"140","Lehigh",15,14,0.517,-8.31,-8.28,1854,1827,1.01477832512315,NA,0.479
"141","Liberty",23,12,0.657,-5.39,-5.49,2644,2493,1.06056959486562,NA,0.565
"142","Lipscomb",17,14,0.548,-2.58,-3.49,2368,2161,1.09578898658029,NA,0.563
"143","Long Beach State",15,15,0.5,-1.57,-0.27,2138,2177,0.982085438677079,NA,0.543
"144","Long Island University",16,14,0.533,-6.92,-8.63,2119,2058,1.02964042759961,NA,0.513
"145","Longwood",17,14,0.548,-12.38,-6.51,2400,2349,1.02171136653895,NA,0.519
"146","Louisiana-Lafayette",10,20,0.333,-6.3,-2.23,1999,2116,0.944706994328922,NA,0.508
"147","Louisiana-Monroe",10,20,0.333,-11.75,-3.2,1961,2155,0.909976798143851,NA,0.505
"148","Louisiana State",27,8,0.771,11.87,3.27,2617,2316,1.12996545768567,NA,0.535
"149","Louisiana Tech",15,18,0.455,-2.38,-1.98,2088,2083,1.00240038406145,NA,0.525
"150","Louisville",31,6,0.838,20.87,8.41,2748,2287,1.20157411456056,NA,0.546
"151","Loyola (IL)",14,18,0.438,-5.51,-0.67,2026,2154,0.940575673166202,NA,0.487
"152","Loyola Marymount",3,28,0.097,-14.79,1.8,1726,2214,0.779584462511292,NA,0.443
"153","Loyola (MD)",12,20,0.375,-5.65,-0.65,2147,2294,0.9359197907585,NA,0.496
"154","Maine",9,21,0.3,-11.33,-4.4,1980,2085,0.949640287769784,NA,0.516
"155","Manhattan",16,14,0.533,-4.09,-3.4,1931,1927,1.00207576543851,NA,0.487
"156","Marist",10,23,0.303,-7.24,-1.85,2111,2289,0.922236784622106,NA,0.498
"157","Marquette",25,10,0.714,15.06,7.87,2739,2432,1.12623355263158,NA,0.557
"158","Marshall",15,17,0.469,0.14,2.73,2276,2255,1.00931263858093,NA,0.54
"159","Maryland-Baltimore County",15,17,0.469,-8.74,-4.16,2102,2207,0.952424105120072,NA,0.506
"160","Maryland-Eastern Shore",7,23,0.233,-22.6,-8.8,1757,2089,0.841072283389181,NA,0.46
"161","Maryland",21,14,0.6,11.1,8.99,2512,2419,1.03844563869368,NA,0.509
"162","Massachusetts",12,18,0.4,0.64,3.54,2146,2211,0.970601537765717,NA,0.534
"163","McNeese State",11,18,0.379,-5.47,-3.99,1853,1865,0.993565683646113,NA,0.501
"164","Memphis",33,4,0.892,20.92,4.63,2779,2176,1.27711397058824,NA,0.537
"165","Mercer",17,15,0.531,-7.1,0.12,2392,2429,0.984767393989296,NA,0.533
"166","Miami (FL)",19,13,0.594,11.76,9.04,2325,2123,1.09514837494112,NA,0.528
"167","Miami (OH)",17,13,0.567,3.16,0.46,1847,1766,1.04586636466591,NA,0.525
"168","Michigan State",31,7,0.816,17.71,9.37,2737,2420,1.13099173553719,NA,0.536
"169","Michigan",21,14,0.6,11.9,9.74,2341,2213,1.05784003615002,NA,0.54
"170","Middle Tennessee",18,14,0.563,-1.32,-2.78,2254,2114,1.06622516556291,NA,0.53
"171","Milwaukee",17,14,0.548,-0.54,0.8,2108,2108,1,NA,0.508
"172","Minnesota",22,11,0.667,11.32,7.19,2189,2032,1.07726377952756,NA,0.531
"173","Mississippi State",23,13,0.639,9.1,4.62,2677,2479,1.07987091569181,NA,0.544
"174","Mississippi Valley State",7,25,0.219,-18.44,-7.22,2029,2388,0.849664991624791,NA,0.474
"175","Mississippi",16,15,0.516,5.82,5.41,2254,2241,1.0058009817046,NA,0.53
"176","Missouri-Kansas City",7,24,0.226,-10.11,-1.25,2008,2263,0.887317719840919,NA,0.495
"177","Missouri State",11,20,0.355,-1.9,1.9,1887,1984,0.951108870967742,NA,0.5
"178","Missouri",31,7,0.816,19.56,6.72,3096,2571,1.20420070011669,NA,0.554
"179","Monmouth",8,23,0.258,-14.84,-5.91,1925,2188,0.879798903107861,NA,0.506
"180","Montana State",14,17,0.452,-6.38,-2.45,2053,2152,0.953996282527881,NA,0.508
"181","Montana",17,12,0.586,-2.92,-3.53,1905,1868,1.01980728051392,NA,0.554
"182","Morehead State",20,16,0.556,-3.14,-3.61,2511,2411,1.04147656574036,NA,0.53
"183","Morgan State",23,12,0.657,-2.29,-6.53,2333,2182,1.0692025664528,NA,0.493
"184","Mount St. Mary's",19,14,0.576,-1.47,-5.78,2241,2079,1.07792207792208,NA,0.524
"185","Murray State",19,12,0.613,-0.09,-3.95,2119,1959,1.08167432363451,NA,0.531
"186","Navy",19,11,0.633,-5.35,-7.68,2129,2059,1.03399708596406,NA,0.518
"187","Nebraska",18,13,0.581,8.92,4.82,1999,1872,1.06784188034188,NA,0.539
"188","Nevada-Las Vegas",21,11,0.656,8.68,4.34,2200,2061,1.06744298884037,NA,0.527
"189","Nevada",21,13,0.618,4.28,1.4,2400,2249,1.06714095153402,NA,0.521
"190","New Hampshire",14,16,0.467,-9.4,-5.57,1876,1936,0.96900826446281,NA,0.486
"191","New Mexico State",17,15,0.531,2.25,0.28,2443,2380,1.02647058823529,NA,0.557
"192","New Mexico",22,12,0.647,11.37,3.6,2510,2246,1.11754229741763,NA,0.565
"193","New Orleans",11,19,0.367,-9.79,-4.08,1863,2000,0.9315,NA,0.507
"194","Niagara",26,9,0.743,6.21,-2.25,2665,2369,1.1249472351203,NA,0.52
"195","Nicholls State",20,11,0.645,-3.08,-4.08,2029,1866,1.08735262593783,NA,0.574
"196","Norfolk State",13,18,0.419,-13.31,-9.49,2119,2219,0.954934655250113,NA,0.509
"197","North Carolina-Asheville",15,16,0.484,-11.34,-4.19,2261,2410,0.938174273858921,NA,0.536
"198","North Carolina A&T",16,16,0.5,-13,-8.37,2145,2138,1.00327408793265,NA,0.506
"199","North Carolina-Greensboro",5,25,0.167,-16.01,-4.33,1888,2216,0.851985559566787,NA,0.485
"200","North Carolina State",16,14,0.533,8.38,6.74,2189,2087,1.04887398179205,NA,0.571
"201","North Carolina-Wilmington",7,25,0.219,-13.82,-0.66,2280,2673,0.85297418630752,NA,0.512
"202","North Carolina",34,4,0.895,25.46,8.35,3413,2735,1.24789762340037,NA,0.573
"203","North Dakota State",26,7,0.788,6.18,-2.72,2659,2279,1.16673979815709,NA,0.583
"204","North Texas",20,12,0.625,-1.14,-2.77,2472,2390,1.03430962343096,NA,0.544
"205","Northeastern",19,13,0.594,1.91,-0.24,2001,1932,1.03571428571429,NA,0.535
"206","Northern Arizona",8,19,0.296,-6.14,-1.7,1795,1829,0.98141060688901,NA,0.554
"207","Northern Colorado",14,18,0.438,-4.57,-3.64,2259,2266,0.996910856134157,NA,0.569
"208","Northern Illinois",10,20,0.333,-10,-5.13,1985,2123,0.934997644842204,NA,0.501
"209","Northern Iowa",23,11,0.676,5.63,2.24,2290,2158,1.06116774791474,NA,0.563
"210","Northwestern State",11,20,0.355,-18.7,-3.34,2188,2475,0.884040404040404,NA,0.481
"211","Northwestern",17,14,0.548,8.56,6.93,1967,1876,1.04850746268657,NA,0.55
"212","Notre Dame",21,15,0.583,12.26,8.7,2727,2544,1.07193396226415,NA,0.53
"213","Oakland",23,13,0.639,1.8,-1.6,2699,2546,1.06009426551453,NA,0.573
"214","Ohio State",22,11,0.667,12.48,8.23,2206,2046,1.07820136852395,NA,0.577
"215","Ohio",15,17,0.469,-1.56,-1.4,2075,2080,0.997596153846154,NA,0.535
"216","Oklahoma State",23,12,0.657,13.78,7.44,2830,2608,1.0851226993865,NA,0.579
"217","Oklahoma",30,6,0.833,18.07,6.88,2833,2430,1.16584362139918,NA,0.581
"218","Old Dominion",25,10,0.714,2.86,-2.23,2333,2110,1.10568720379147,NA,0.511
"219","Oral Roberts",16,15,0.516,3.68,-0.05,2194,2058,1.06608357628766,NA,0.525
"220","Oregon State",18,18,0.5,4.25,7.55,2189,2279,0.960508995173322,NA,0.551
"221","Oregon",8,23,0.258,1.51,10.28,2088,2360,0.884745762711864,NA,0.505
"222","Pacific",21,13,0.618,2.22,-1.59,2254,2120,1.06320754716981,NA,0.561
"223","Penn State",27,11,0.711,9.49,5.71,2545,2378,1.07022708158116,NA,0.537
"224","Pennsylvania",10,18,0.357,-7.78,-3.33,1835,1935,0.948320413436692,NA,0.509
"225","Pepperdine",9,23,0.281,-11.23,1.88,1974,2342,0.842869342442357,NA,0.469
"226","Pittsburgh",31,5,0.861,21.21,8.61,2787,2320,1.20129310344828,NA,0.555
"227","Portland State",23,10,0.697,1.14,-3.16,2417,2262,1.0685234305924,NA,0.559
"228","Portland",19,13,0.594,2.89,-0.05,2249,2154,1.04410399257196,NA,0.562
"229","Prairie View",17,16,0.515,-12.47,-9.81,2318,2235,1.03713646532438,NA,0.509
"230","Princeton",13,14,0.481,-7.82,-7.66,1561,1545,1.01035598705502,NA,0.537
"231","Providence",19,14,0.576,7.82,7.23,2577,2531,1.01817463453181,NA,0.539
"232","Purdue",27,10,0.73,16.44,7.17,2555,2212,1.15506329113924,NA,0.533
"233","Quinnipiac",15,16,0.484,-9.16,-8.57,2058,2088,0.985632183908046,NA,0.498
"234","Radford",21,12,0.636,-4.55,-4.37,2491,2372,1.05016863406408,NA,0.539
"235","Rhode Island",23,11,0.676,7.89,1.21,2696,2469,1.09194005670312,NA,0.56
"236","Rice",10,22,0.313,-5.05,3.18,2040,2273,0.897492300923889,NA,0.521
"237","Richmond",20,16,0.556,2.61,1.08,2518,2431,1.03578774167009,NA,0.544
"238","Rider",19,13,0.594,-2.63,-2.98,2303,2271,1.01409070893879,NA,0.531
"239","Robert Morris",24,11,0.686,-0.7,-5.23,2467,2288,1.07823426573427,NA,0.565
"240","Rutgers",11,21,0.344,1.07,6.6,2021,2131,0.94838104176443,NA,0.502
"241","Sacramento State",2,27,0.069,-17.77,-2.29,1652,2100,0.786666666666667,NA,0.493
"242","Sacred Heart",17,14,0.548,-4.4,-6.85,2277,2167,1.0507614213198,NA,0.572
"243","Saint Francis (PA)",6,23,0.207,-15.7,-6.24,1771,2041,0.867711905928466,NA,0.524
"244","Saint Joseph's",17,15,0.531,4.21,2.21,2184,2120,1.03018867924528,NA,0.533
"245","Saint Louis",18,14,0.563,1.02,0.99,1977,1944,1.01697530864198,NA,0.521
"246","Saint Mary's (CA)",28,7,0.8,9.52,1.49,2569,2243,1.14534106107891,NA,0.536
"247","Saint Peter's",11,19,0.367,-8.39,-3.43,1780,1911,0.931449502878074,NA,0.483
"248","Sam Houston State",18,12,0.6,-0.39,-2.59,2279,2078,1.09672762271415,NA,0.552
"249","Samford",16,16,0.5,-8.28,-6.38,1972,1990,0.990954773869347,NA,0.58
"250","San Diego State",26,10,0.722,11.54,4.74,2416,2147,1.12529110386586,NA,0.533
"251","San Diego",16,16,0.5,-0.37,1.57,1973,1953,1.01024065540195,NA,0.519
"252","San Francisco",11,19,0.367,-5.91,0.3,2030,2113,0.960719356365357,NA,0.534
"253","San Jose State",13,17,0.433,-2.64,0.44,2024,2040,0.992156862745098,NA,0.516
"254","Santa Clara",16,17,0.485,-0.55,0.41,2164,2119,1.02123643227938,NA,0.553
"255","Savannah State",15,14,0.517,-12.95,-1.16,1733,1805,0.9601108033241,NA,0.491
"256","Seton Hall",17,15,0.531,7.53,6.47,2376,2331,1.01930501930502,NA,0.527
"257","Siena",27,8,0.771,8.05,0.99,2709,2462,1.10032493907392,NA,0.537
"258","South Alabama",20,13,0.606,-2.62,-3.75,2301,2204,1.0440108892922,NA,0.543
"259","South Carolina State",17,14,0.548,-10.31,-9.47,2166,2092,1.03537284894837,NA,0.531
"260","South Carolina",21,10,0.677,8.78,4.2,2425,2209,1.09778180172024,NA,0.526
"261","South Dakota State",13,20,0.394,-5.83,-1.45,2280,2346,0.971867007672634,NA,0.534
"262","South Florida",9,22,0.29,2.63,8.18,1830,2002,0.914085914085914,NA,0.473
"263","Southeast Missouri State",3,27,0.1,-18.72,-3.75,2035,2416,0.842301324503311,NA,0.513
"264","Southeastern Louisiana",13,17,0.433,-6.22,-2.89,2127,2007,1.05979073243647,NA,0.54
"265","Southern California",22,13,0.629,14.09,9.15,2397,2224,1.07778776978417,NA,0.542
"266","Southern Illinois",13,18,0.419,0.35,3.19,1966,2037,0.965144820814924,NA,0.522
"267","Southern Methodist",9,21,0.3,-3.27,3.62,1937,2047,0.946262823644358,NA,0.516
"268","Southern Mississippi",15,17,0.469,1.54,3.81,2136,2133,1.0014064697609,NA,0.511
"269","Southern Utah",11,20,0.355,-5.44,-2.12,2017,2114,0.954115421002838,NA,0.561
"270","Southern",8,23,0.258,-17.64,-11.5,1957,2173,0.900598251265532,NA,0.49
"271","St. Bonaventure",15,15,0.5,-2.57,-1.12,2103,2135,0.985011709601874,NA,0.523
"272","St. Francis (NY)",10,20,0.333,-12.66,-6.66,1970,2128,0.925751879699248,NA,0.521
"273","St. John's (NY)",16,18,0.471,4.28,6.83,2242,2298,0.975630983463882,NA,0.495
"274","Stanford",20,14,0.588,10.58,6.91,2488,2332,1.06689536878216,NA,0.554
"275","Stephen F. Austin",24,8,0.75,1.1,-3.21,2099,1795,1.16935933147632,NA,0.512
"276","Stetson",13,17,0.433,-6.88,1.17,1989,2058,0.966472303206997,NA,0.476
"277","Stony Brook",16,14,0.533,-4.82,-6.49,1951,1828,1.06728665207877,NA,0.502
"278","Syracuse",28,10,0.737,17.24,9.48,3046,2725,1.11779816513761,NA,0.565
"279","Temple",22,12,0.647,9.05,3.9,2333,2158,1.08109360518999,NA,0.538
"280","Tennessee-Martin",22,10,0.688,0.06,-4.9,2523,2242,1.12533452274755,NA,0.548
"281","Tennessee State",12,18,0.4,-10.79,-4.47,2185,2353,0.928601784955376,NA,0.537
"282","Tennessee Tech",12,18,0.4,-6.64,-4.68,2209,2189,1.00913659205117,NA,0.525
"283","Tennessee",21,13,0.618,13.6,7.71,2665,2465,1.08113590263692,NA,0.539
"284","Texas A&M-Corpus Christi",18,15,0.545,-3.49,-1.46,2255,2228,1.01211849192101,NA,0.512
"285","Texas A&M",24,10,0.706,10.52,6.13,2440,2281,1.06970626918018,NA,0.545
"286","Texas-Arlington",16,14,0.533,-2.37,-3.37,2341,2223,1.05308142150247,NA,0.567
"287","Texas Christian",14,17,0.452,2.23,3.96,1978,1988,0.994969818913481,NA,0.528
"288","Texas-El Paso",23,14,0.622,6.67,3.21,2788,2660,1.04812030075188,NA,0.519
"289","Texas-Rio Grande Valley",10,17,0.37,-13.68,-3.01,1763,1871,0.942276857295564,NA,0.525
"290","Texas-San Antonio",19,13,0.594,-4.67,-4.17,2404,2285,1.05207877461707,NA,0.532
