"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"286","Southern Illinois",17,15,0.531,1.62,2.82,2210,2226,0.992812219227314,66.7,0.521
"287","Southern Methodist",26,4,0.867,18.33,4.03,2209,1780,1.24101123595506,63.7,0.564
"288","Southern Mississippi",9,20,0.31,-12.75,-2.79,1812,2060,0.879611650485437,67.3,0.492
"289","Southern Utah",5,25,0.167,-15.48,-5.09,2305,2535,0.909270216962525,74.7,0.528
"290","Southern",14,16,0.467,-13.19,-11.16,2163,2175,0.99448275862069,69.9,0.527
"291","St. Bonaventure",18,11,0.621,6.37,1.64,2263,2126,1.06444026340546,70.8,0.554
"292","St. Francis (NY)",4,27,0.129,-18.71,-6.01,1921,2284,0.841068301225919,68.7,0.444
"293","St. John's (NY)",13,17,0.433,8.01,8.44,2318,2331,0.994422994422994,74.1,0.544
"294","Stanford",14,15,0.483,7.23,8.94,2015,2039,0.988229524276606,69.7,0.52
"295","Stephen F. Austin",16,13,0.552,-6.61,-5.42,2031,2006,1.01246261216351,69.8,0.544
"296","Stetson",11,21,0.344,-13.88,-5.12,2471,2654,0.931047475508666,75,0.532
"297","Stony Brook",18,12,0.6,-3.98,-4.65,2090,2070,1.00966183574879,66.9,0.515
"298","Syracuse",17,13,0.567,14.29,9.42,2277,2131,1.0685124354763,67.9,0.563
"299","Temple",15,15,0.5,5.93,6.23,2128,2137,0.99578848853533,68,0.527
"300","Tennessee-Martin",21,11,0.656,-3.91,-3.98,2493,2416,1.03187086092715,70.5,0.566
"301","Tennessee State",17,13,0.567,-1.36,-2.76,2134,2032,1.0501968503937,68.7,0.532
"302","Tennessee Tech",12,20,0.375,-7.2,-3.77,2317,2340,0.99017094017094,70.1,0.527
"303","Tennessee",15,15,0.5,11.4,10.33,2267,2222,1.02025202520252,72,0.527
"304","Texas A&M-Corpus Christi",18,10,0.643,-5.65,-6.17,2112,2051,1.02974158946855,70.9,0.554
"305","Texas A&M",16,13,0.552,11.11,7.42,2072,1965,1.05445292620865,67.2,0.543
"306","Texas-Arlington",24,6,0.8,6.2,-1.05,2335,2061,1.13294517224648,70.9,0.56
"307","Texas Christian",17,13,0.567,14.84,11.12,2214,2088,1.06034482758621,68.3,0.553
"308","Texas-El Paso",13,16,0.448,-3.1,-2.75,2001,1977,1.01213960546282,67.7,0.547
"309","Texas-Rio Grande Valley",10,20,0.333,-11.3,-4.08,2346,2476,0.947495961227787,76.4,0.53
"310","Texas-San Antonio",12,18,0.4,-8.58,-3.51,1979,2098,0.943279313632031,70,0.473
"311","Texas Southern",19,11,0.633,-5.58,-7.31,2245,2193,1.02371181030552,69.5,0.529
"312","Texas State",17,12,0.586,-3.41,-4.3,1960,1855,1.05660377358491,65.1,0.528
"313","Texas Tech",18,12,0.6,15.27,7.87,2246,2024,1.1096837944664,66.1,0.572
"314","Texas",10,20,0.333,10.78,12.31,2037,2083,0.977916466634662,69,0.521
"315","Toledo",16,15,0.516,1.31,-0.63,2463,2365,1.04143763213531,69.4,0.577
"316","Towson",19,12,0.613,1.71,-0.96,2306,2164,1.06561922365989,69.1,0.529
"317","Troy",17,14,0.548,-1.44,-3.61,2460,2276,1.08084358523726,71.2,0.567
"318","Tulane",5,24,0.172,-4.1,4.9,2038,2299,0.886472379295346,71.2,0.501
"319","Tulsa",14,15,0.483,3.51,5.79,1962,2028,0.967455621301775,67.9,0.537
"320","UCLA",27,3,0.9,22.05,5.51,2754,2258,1.21966341895483,75,0.626
"321","Utah State",14,16,0.467,2.68,2.65,2178,2101,1.03664921465969,68.8,0.561
"322","Utah Valley",13,15,0.464,-2.66,-2.46,2182,2089,1.04451890856869,76.7,0.553
"323","Utah",19,10,0.655,13.35,4.31,2301,1970,1.16802030456853,70.5,0.587
"324","Valparaiso",24,7,0.774,5.24,-1.56,2367,2149,1.10144253140996,70.5,0.555
"325","Vanderbilt",16,14,0.533,12.84,10.07,2150,2067,1.04015481373972,67.2,0.57
"326","Vermont",27,5,0.844,6.55,-3.52,2371,2000,1.1855,65.8,0.582
"327","Villanova",27,3,0.9,23.97,9.87,2323,1900,1.22263157894737,65.7,0.615
"328","Virginia Commonwealth",23,7,0.767,12.17,3.67,2246,1991,1.12807634354596,69.2,0.553
"329","VMI",6,24,0.2,-13.27,-1.17,2057,2346,0.876811594202899,70.3,0.51
"330","Virginia Tech",21,8,0.724,13.56,8.15,2285,2128,1.07377819548872,69.8,0.602
"331","Virginia",20,9,0.69,22.68,11.41,1931,1604,1.20386533665835,60.2,0.554
"332","Wagner",16,13,0.552,-6.54,-7.36,1977,1902,1.03943217665615,65.3,0.517
"333","Wake Forest",17,12,0.586,15.44,10.54,2374,2232,1.06362007168459,71.7,0.578
"334","Washington State",13,16,0.448,0.02,6.56,2048,2226,0.920035938903863,69.5,0.556
"335","Washington",9,20,0.31,2.44,6.71,2237,2361,0.947479881406184,73.2,0.528
"336","Weber State",16,12,0.571,-2.2,-4.59,2226,2045,1.08850855745721,69.3,0.603
"337","West Virginia",24,7,0.774,25.81,8.81,2599,2072,1.25434362934363,72,0.553
"338","Western Carolina",9,23,0.281,-14.61,-0.01,1965,2347,0.837239028547081,69.5,0.469
"339","Western Illinois",8,19,0.296,-10.72,-2.12,1943,2073,0.937288953207911,70.9,0.545
"340","Western Kentucky",14,16,0.467,-5.76,-2.56,2078,2174,0.955841766329347,67.7,0.535
"341","Western Michigan",15,15,0.5,-0.05,0.23,2289,2281,1.00350723366944,70.9,0.542
"342","Wichita State",28,4,0.875,21.55,2.13,2641,2009,1.3145843703335,70.1,0.585
"343","William & Mary",16,13,0.552,0.26,-0.59,2369,2240,1.05758928571429,71.8,0.593
"344","Winthrop",25,6,0.806,1.6,-6.19,2475,2187,1.13168724279835,71.7,0.57
"345","Wisconsin",22,8,0.733,18.79,8.19,2178,1860,1.17096774193548,65,0.539
"346","Wofford",15,16,0.484,-0.46,-0.57,2441,2335,1.04539614561028,68.2,0.583
"347","Wright State",20,11,0.645,-0.56,-2.18,2388,2235,1.06845637583893,71.6,0.571
"348","Wyoming",17,13,0.567,2.56,1.85,2337,2271,1.02906208718626,74.4,0.546
"349","Xavier",18,12,0.6,14.44,11.64,2249,2165,1.03879907621247,68.8,0.549
"350","Yale",16,10,0.615,0.87,-2.06,1944,1815,1.07107438016529,68.7,0.57
"351","Youngstown State",12,20,0.375,-9.86,-2.49,2461,2637,0.933257489571483,73.8,0.521
