"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"1","Air Force",22,7,0.759,9.12,0.08,1737,1475,1.17762711864407,NA,0.607
"2","Akron",13,15,0.464,-0.39,0,2009,2020,0.994554455445545,NA,0.552
"3","Alabama A&M",13,17,0.433,-15.88,-12.29,2113,2220,0.951801801801802,NA,0.504
"4","Alabama-Birmingham",22,10,0.688,11.76,5.63,2414,2218,1.08836789900812,NA,0.521
"5","Alabama State",16,15,0.516,-11.1,-10.78,1904,1913,0.995295347621537,NA,0.514
"6","Alabama",20,13,0.606,14.29,10.2,2380,2245,1.06013363028953,NA,0.553
"7","Albany (NY)",5,23,0.179,-15.33,-7.47,1621,1841,0.880499728408474,NA,0.483
"8","Alcorn State",11,18,0.379,-20.17,-11.79,1855,2098,0.88417540514776,NA,0.515
"9","American",18,13,0.581,-4.59,-7.04,2092,2016,1.03769841269841,NA,0.537
"10","Appalachian State",9,21,0.3,-5.83,-1.18,2091,2170,0.963594470046083,NA,0.489
"11","Arizona State",10,17,0.37,2.83,5.35,2000,2068,0.967117988394584,NA,0.54
"12","Arizona",20,10,0.667,15.3,6.63,2614,2354,1.11045029736619,NA,0.582
"13","Arkansas-Little Rock",17,12,0.586,-1,-3.97,2081,1895,1.09815303430079,NA,0.541
"14","Arkansas-Pine Bluff",1,26,0.037,-30.69,-8.54,1410,2008,0.702191235059761,NA,0.421
"15","Arkansas State",17,11,0.607,-1.57,-4.42,2078,1957,1.06182933060807,NA,0.551
"16","Arkansas",12,16,0.429,6.53,6.28,1928,1921,1.00364393545029,NA,0.507
"17","Army",6,21,0.222,-22.76,-7.72,1363,1708,0.798009367681499,NA,0.462
"18","Auburn",14,14,0.5,10.32,5.89,1960,1836,1.06753812636166,NA,0.525
"19","Austin Peay",22,10,0.688,1.42,-1.38,2098,1935,1.08423772609819,NA,0.532
"20","Ball State",14,15,0.483,1.03,1.78,2046,2032,1.00688976377953,NA,0.518
"21","Baylor",8,21,0.276,-2.73,5.2,1847,2041,0.904948554630083,NA,0.515
"22","Belmont",21,9,0.7,1.7,-4.68,2171,1947,1.11504879301489,NA,0.57
"23","Bethune-Cookman",8,21,0.276,-18.49,-10.63,1711,1939,0.882413615265601,NA,0.484
"24","Binghamton",14,16,0.467,-9.09,-6.33,1802,1885,0.955968169761273,NA,0.492
"25","Birmingham-Southern",20,7,0.741,-3.27,-9.79,1998,1760,1.13522727272727,NA,0.594
"26","Boise State",23,10,0.697,8.85,4.14,2431,2227,1.09160305343511,NA,0.545
"27","Boston College",24,10,0.706,11.99,7.17,2312,2148,1.07635009310987,NA,0.53
"28","Boston University",23,6,0.793,1.12,-5.91,1930,1726,1.11819235225956,NA,0.516
"29","Bowling Green State",14,17,0.452,-1.26,0.5,2194,2206,0.99456029011786,NA,0.564
"30","Bradley",15,16,0.484,-0.08,1.92,2058,2126,0.968015051740358,NA,0.515
"31","Brigham Young",21,9,0.7,12.7,6.31,2200,1966,1.11902339776195,NA,0.579
"32","Brown",14,13,0.519,-5.4,-4.17,1956,1966,0.994913530010173,NA,0.546
"33","Bucknell",14,15,0.483,-4.21,-6.65,1883,1759,1.07049459920409,NA,0.541
"34","Buffalo",17,12,0.586,2.36,-1.19,2175,2072,1.04971042471042,NA,0.548
"35","Butler",16,14,0.533,1.8,-0.03,1872,1805,1.03711911357341,NA,0.531
"36","Cal Poly",11,16,0.407,-3.39,-0.2,1901,1977,0.961557916034396,NA,0.532
"37","Cal State Fullerton",11,17,0.393,-4.03,-0.81,1983,2050,0.967317073170732,NA,0.517
"38","Cal State Northridge",14,16,0.467,-1.9,-0.46,2045,2063,0.991274842462433,NA,0.537
"39","UC-Irvine",11,17,0.393,-3.33,-0.1,1782,1852,0.962203023758099,NA,0.548
"40","UC-Riverside",11,17,0.393,-3.62,-0.21,1932,1973,0.979219462747086,NA,0.538
"41","UC-Santa Barbara",16,12,0.571,2.4,-0.63,1847,1735,1.06455331412104,NA,0.535
"42","University of California",13,15,0.464,6.29,6.65,1873,1883,0.994689325544344,NA,0.508
"43","Campbell",3,24,0.111,-21.16,-4.49,1858,2308,0.805025996533795,NA,0.472
"44","Canisius",10,20,0.333,-6.2,-2.75,2064,2169,0.951590594744122,NA,0.516
"45","Centenary (LA)",16,12,0.571,-2.43,-2.39,1966,1905,1.03202099737533,NA,0.565
"46","Central Connecticut State",14,14,0.5,-6.69,-7.98,1979,1943,1.01852804940813,NA,0.537
"47","Central Florida",25,6,0.806,1.86,-5.87,2181,1916,1.13830897703549,NA,0.552
"48","Central Michigan",6,24,0.2,-9.38,1.52,2116,2411,0.877644131065948,NA,0.533
