"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"1","Air Force",18,14,0.563,4.18,4.28,2241,2170,1.03271889400922,64.8,0.577
"2","Akron",26,7,0.788,8.11,0.18,2369,2071,1.14389183969097,66.4,0.539
"3","Alabama A&M",11,20,0.355,-18.4,-9.82,1957,2160,0.906018518518519,67.4,0.476
"4","Alabama-Birmingham",16,17,0.485,0.26,1.51,2357,2351,1.00255210548703,71.3,0.522
"5","Alabama State",10,22,0.313,-17.88,-9.01,1979,2231,0.887046167637831,67.1,0.477
"6","Alabama",23,13,0.639,9.79,5.93,2268,2102,1.07897240723121,62.3,0.517
"7","Albany (NY)",24,11,0.686,-0.87,-4.53,2251,2123,1.06029203956665,62.8,0.541
"8","Alcorn State",10,24,0.294,-14.26,-7.11,2055,2248,0.91414590747331,69,0.462
"9","American",10,20,0.333,-8.56,-2.53,1735,1916,0.90553235908142,59.4,0.507
"10","Appalachian State",15,16,0.484,-7.91,-5.77,2211,2221,0.995497523638001,68.3,0.528
"11","Arizona State",22,13,0.629,8.86,4.6,2512,2363,1.06305543800254,67.5,0.546
"12","Arizona",27,8,0.771,17.3,7.47,2570,2226,1.15453728661276,66.8,0.565
"13","Arkansas-Little Rock",17,15,0.531,-4.36,-2.23,2127,2132,0.99765478424015,69.2,0.509
"14","Arkansas-Pine Bluff",16,14,0.533,-12.13,-8.2,1880,1998,0.940940940940941,68.7,0.476
"15","Arkansas State",19,12,0.613,0.77,-4.36,2127,1944,1.09413580246914,66.3,0.507
"16","Arkansas",19,13,0.594,9.82,4.97,2358,2203,1.07035860190649,70.6,0.516
"17","Army",16,15,0.516,-1.48,-4.52,2245,2112,1.06297348484848,67.8,0.555
"18","Auburn",9,23,0.281,0.21,4.18,2074,2201,0.942298955020445,66.6,0.5
"19","Austin Peay",8,23,0.258,-12.35,-4.31,2218,2371,0.935470265710671,69.7,0.55
"20","Ball State",15,15,0.5,-6.7,-3.15,1957,2041,0.958843704066634,65.8,0.52
"21","Baylor",23,14,0.622,15.07,7.13,2811,2456,1.14454397394137,68.5,0.55
"22","Belmont",26,7,0.788,10.37,-0.96,2533,2129,1.18976045091592,68.1,0.594
"23","Bethune-Cookman",14,20,0.412,-9.54,-6.44,2283,2318,0.984900776531493,67.2,0.494
"24","Binghamton",3,27,0.1,-18.52,-3.7,1676,2081,0.805382027871216,66.2,0.457
"25","Boise State",21,11,0.656,9.44,5.27,2343,2095,1.11837708830549,66.3,0.565
"26","Boston College",16,17,0.485,6.09,7.03,2215,2246,0.98619768477293,64,0.548
"27","Boston University",17,13,0.567,-0.6,-3.93,2035,1935,1.05167958656331,65.4,0.549
"28","Bowling Green State",13,19,0.406,-3.32,-1.75,2010,2033,0.988686669945893,63.9,0.496
"29","Bradley",18,17,0.514,1.25,1.97,2371,2396,0.989565943238731,66.1,0.517
"30","Brigham Young",24,12,0.667,10.66,3.75,2777,2502,1.10991207034373,71.1,0.543
"31","Brown",13,15,0.464,-6.33,-3.03,1748,1800,0.971111111111111,63.7,0.504
"32","Bryant",19,12,0.613,-2.08,-4.72,2294,2212,1.0370705244123,67,0.576
"33","Bucknell",28,6,0.824,6.95,-1.96,2277,1966,1.15818921668362,62.6,0.538
"34","Buffalo",14,20,0.412,-1.94,-0.35,2275,2287,0.994752951464801,64.9,0.545
"35","Butler",27,9,0.75,10.99,6.08,2495,2299,1.0852544584602,64.9,0.546
"36","Cal Poly",18,14,0.563,-0.46,-0.62,2074,2020,1.02673267326733,60,0.528
"37","Cal State Bakersfield",14,16,0.467,-6.44,-2.17,2041,2070,0.985990338164251,67.7,0.515
"38","Cal State Fullerton",14,18,0.438,-2.97,-3.03,2451,2381,1.02939941201176,70.2,0.579
"39","Cal State Northridge",14,17,0.452,-3.89,-1.93,2333,2309,1.01039411000433,71.6,0.525
"40","UC-Davis",14,17,0.452,-3.5,-2.57,2210,2239,0.987047789191603,67.3,0.579
"41","UC-Irvine",21,16,0.568,0.17,-0.66,2558,2418,1.05789909015715,67,0.518
"42","UC-Riverside",6,25,0.194,-11.49,-1.71,1829,2062,0.887002909796314,64.5,0.481
"43","UC-Santa Barbara",11,20,0.355,-4.22,0.4,2003,2090,0.958373205741627,64.2,0.523
"44","University of California",21,12,0.636,10.65,7.77,2218,2123,1.04474799811587,66.5,0.515
"45","Campbell",13,20,0.394,-10.25,-5.55,2284,2395,0.953653444676409,67.7,0.516
"46","Canisius",20,14,0.588,2.37,-0.99,2499,2385,1.04779874213836,66.8,0.559
"47","Central Arkansas",13,17,0.433,-10.87,-6.12,2294,2359,0.972445951674438,73.2,0.511
"48","Central Connecticut State",13,17,0.433,-8.24,-4.04,2186,2312,0.945501730103806,70.7,0.522
"49","Central Florida",20,11,0.645,3.44,0.96,2194,2079,1.05531505531506,66.5,0.544
"50","Central Michigan",11,20,0.355,-6.14,-1.21,2092,2226,0.939802336028751,65.5,0.529
"51","Charleston Southern",19,13,0.594,-2.07,-5.62,2361,2144,1.10121268656716,68.1,0.531
"52","Charlotte",21,12,0.636,2.69,2.75,2229,2231,0.999103541012999,68.2,0.509
"53","Chattanooga",13,19,0.406,-10.47,-4.97,2218,2318,0.95685936151855,68.8,0.504
"54","Chicago State",11,22,0.333,-11.77,-4.91,2151,2276,0.945079086115993,68.2,0.492
"55","Cincinnati",22,12,0.647,14.46,6.93,2262,2006,1.12761714855434,64.9,0.493
"56","Citadel",8,22,0.267,-16.99,-5.45,1931,2195,0.879726651480638,65,0.546
"57","Clemson",13,18,0.419,5.82,4.44,1907,1864,1.0230686695279,62.2,0.501
"58","Cleveland State",14,18,0.438,-7.34,-0.16,2051,2226,0.921383647798742,65.4,0.516
"59","Coastal Carolina",14,15,0.483,-5.61,-5.22,1943,1840,1.05597826086957,65.6,0.51
"60","Colgate",11,21,0.344,-8.73,-2.58,2033,2230,0.911659192825112,66.4,0.511
"61","College of Charleston",24,11,0.686,0.17,-3.86,2297,2176,1.05560661764706,63.8,0.533
"62","Colorado State",26,9,0.743,13.65,5.89,2553,2229,1.14535666218035,64.6,0.539
"63","Colorado",21,12,0.636,11.95,7.95,2230,2098,1.06291706387035,65.6,0.522
"64","Columbia",12,16,0.429,-3.25,-3.48,1746,1694,1.03069657615112,61.3,0.525
"65","Connecticut",20,10,0.667,11.88,7.42,2096,1962,1.06829765545362,64.9,0.542
"66","Coppin State",8,24,0.25,-12.65,-4.2,2035,2277,0.893719806763285,69.3,0.47
"67","Cornell",13,18,0.419,-7.27,-2.37,2040,2168,0.940959409594096,67.2,0.516
"68","Creighton",28,8,0.778,16.44,5.16,2680,2274,1.17854001759015,65,0.612
"69","Dartmouth",9,19,0.321,-9.21,-3.17,1719,1844,0.932212581344902,64.1,0.504
"70","Davidson",26,8,0.765,7.27,-3.45,2490,2110,1.18009478672986,64.8,0.58
"71","Dayton",17,14,0.548,9.36,4.27,2225,2067,1.07643928398645,66.4,0.565
"72","Delaware State",15,18,0.455,-11.19,-5.9,1997,2094,0.953677172874881,62.2,0.498
"73","Delaware",19,14,0.576,-0.78,-0.81,2276,2275,1.00043956043956,66.6,0.518
"74","Denver",22,10,0.688,9.2,0.26,2076,1790,1.15977653631285,59.7,0.587
"75","DePaul",11,21,0.344,1.71,5.61,2284,2409,0.948111249481112,71.4,0.509
"76","Detroit Mercy",20,13,0.606,6.71,1.62,2568,2340,1.0974358974359,70.1,0.551
"77","Drake",15,17,0.469,3.43,5.14,2296,2319,0.990081931867184,68.5,0.562
"78","Drexel",13,18,0.419,-1.08,-0.98,1953,1956,0.998466257668712,61.4,0.51
"79","Duke",30,6,0.833,21.43,9.54,2778,2350,1.18212765957447,68.2,0.576
"80","Duquesne",8,22,0.267,-4.54,3.5,2028,2269,0.893785808726311,69.4,0.505
"81","East Carolina",23,12,0.657,2.56,0.81,2679,2484,1.07850241545894,70,0.555
"82","East Tennessee State",10,22,0.313,-13.15,-2.25,1994,2284,0.873029772329247,66.1,0.495
"83","Eastern Illinois",11,21,0.344,-8.93,-5.09,1933,2055,0.940632603406326,60.7,0.526
"84","Eastern Kentucky",25,10,0.714,1.66,-3.92,2586,2303,1.12288319583152,65.6,0.585
"85","Eastern Michigan",16,18,0.471,-6.25,-1.25,1926,2011,0.95773247140726,61,0.48
"86","Eastern Washington",10,21,0.323,-10.77,-5.48,2146,2310,0.929004329004329,68.4,0.514
"87","Elon",21,12,0.636,-3.58,-5.19,2273,2144,1.06016791044776,66.7,0.531
