"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"59","Colorado State",17,13,0.567,4.09,3.71,2178,2130,1.02253521126761,NA,0.575
"60","Colorado",7,20,0.259,-4.14,7.33,1867,2163,0.863153028201572,NA,0.502
"61","Columbia",16,12,0.571,-6.36,-5.27,1842,1789,1.02962548910006,NA,0.564
"62","Connecticut",17,14,0.548,13.22,6.09,2181,1938,1.12538699690402,NA,0.499
"63","Coppin State",12,20,0.375,-15.2,-5.17,1972,2256,0.874113475177305,NA,0.479
"64","Cornell",16,12,0.571,-4.63,-5.4,1856,1792,1.03571428571429,NA,0.577
"65","Creighton",22,11,0.667,12.57,6.24,2220,2011,1.10392839383391,NA,0.555
"66","Dartmouth",9,18,0.333,-13.09,-4.75,1591,1816,0.876101321585903,NA,0.491
"67","Davidson",29,5,0.853,8.31,-2.26,2765,2336,1.18364726027397,NA,0.559
"68","Dayton",19,12,0.613,2.75,1.97,2075,2051,1.01170160897123,NA,0.537
"69","Delaware State",21,13,0.618,-6.7,-6.58,2031,1998,1.01651651651652,NA,0.542
"70","Delaware",5,26,0.161,-11.41,-2.06,1874,2164,0.865988909426987,NA,0.508
"71","Denver",4,25,0.138,-18.16,-5.89,1855,2194,0.845487693710119,NA,0.507
"72","DePaul",20,14,0.588,12.44,8.53,2300,2152,1.06877323420074,NA,0.537
"73","Detroit Mercy",11,19,0.367,-1.96,1.01,1913,2002,0.955544455544456,NA,0.521
"74","Drake",17,15,0.531,3.64,4.58,2398,2374,1.01010951979781,NA,0.545
"75","Drexel",23,9,0.719,5.43,0.52,2127,1939,1.09695719443012,NA,0.535
"76","Duke",22,11,0.667,18.85,10.49,2323,2047,1.13483146067416,NA,0.557
"77","Duquesne",10,19,0.345,-5.67,0.5,2271,2450,0.926938775510204,NA,0.54
"78","East Carolina",6,24,0.2,-10.37,1.15,1779,2025,0.878518518518518,NA,0.478
"79","East Tennessee State",24,10,0.706,-2.37,-5.44,2486,2287,1.08701355487538,NA,0.542
"80","Eastern Illinois",10,20,0.333,-13.01,-7.12,1832,1988,0.921529175050302,NA,0.496
"81","Eastern Kentucky",21,12,0.636,-4.19,-5.28,2151,2089,1.02967927237913,NA,0.561
"82","Eastern Michigan",13,19,0.406,-6.83,-0.63,2039,2207,0.923878568192116,NA,0.525
"83","Eastern Washington",15,14,0.517,-4.15,-2.94,2443,2394,1.02046783625731,NA,0.59
"84","Elon",7,23,0.233,-11.23,-1.48,1874,2112,0.887310606060606,NA,0.501
"85","Evansville",14,17,0.452,5.13,4.55,2131,2113,1.00851869380028,NA,0.573
"86","Fairfield",13,19,0.406,-4.49,-2,1996,2070,0.964251207729469,NA,0.509
"87","Fairleigh Dickinson",14,16,0.467,-9.71,-6.67,2193,2254,0.972937000887311,NA,0.517
"88","Florida A&M",21,14,0.6,-9.73,-7.49,2467,2467,1,NA,0.539
"89","Florida Atlantic",16,15,0.516,-10.24,-4.34,2321,2419,0.959487391484084,NA,0.574
"90","Florida International",12,17,0.414,-13,-5.77,1920,2077,0.924410207029369,NA,0.507
"91","Florida State",22,13,0.629,14.14,8.63,2607,2414,1.07995028997514,NA,0.577
"92","Florida",35,5,0.875,23.82,7.34,3193,2504,1.27515974440895,NA,0.618
"93","Fordham",18,12,0.6,1.21,-0.1,1964,1925,1.02025974025974,NA,0.53
"94","Fresno State",22,10,0.688,4.47,-0.14,2283,2118,1.07790368271955,NA,0.527
"95","Furman",15,16,0.484,-4.82,-2.68,2102,2127,0.988246356370475,NA,0.547
"96","Gardner-Webb",9,21,0.3,-13.11,-0.95,1902,2163,0.879334257975035,NA,0.508
"97","George Mason",18,15,0.545,4.16,-0.05,2090,1951,1.07124551512045,NA,0.538
"98","George Washington",23,9,0.719,5.61,0.64,2247,2067,1.08708272859216,NA,0.538
"99","Georgetown",30,7,0.811,19.62,9.48,2555,2146,1.190587138863,NA,0.596
"100","Georgia Southern",15,16,0.484,-6.9,-2.71,2144,2116,1.01323251417769,NA,0.514
"101","Georgia State",11,20,0.355,-8.14,-0.14,1993,2226,0.895327942497754,NA,0.52
"102","Georgia Tech",20,12,0.625,17.17,9.36,2515,2222,1.13186318631863,NA,0.567
"103","Georgia",19,14,0.576,13.47,8.38,2477,2279,1.08688021061869,NA,0.548
"104","Gonzaga",23,11,0.676,12.15,3.77,2668,2383,1.11959714645405,NA,0.582
"105","Grambling",12,14,0.462,-19.99,-13.28,1669,1824,0.915021929824561,NA,0.48
"106","Green Bay",18,15,0.545,-0.52,-0.86,2232,2173,1.02715140358951,NA,0.541
"107","Hampton",15,16,0.484,-10.1,-8.9,2113,2128,0.992951127819549,NA,0.52
"108","Hartford",13,18,0.419,-8.79,-5.44,1925,2029,0.948743223262691,NA,0.508
"109","Harvard",12,16,0.429,-9.67,-4.56,2025,2168,0.934040590405904,NA,0.538
"110","Hawaii",18,13,0.581,6.99,1.09,2245,2062,1.08874878758487,NA,0.543
"111","High Point",22,10,0.688,-1.37,-4.99,2406,2201,1.09313948205361,NA,0.546
"112","Hofstra",22,10,0.688,2.53,-0.6,2339,2232,1.04793906810036,NA,0.56
"113","Holy Cross",25,9,0.735,3.32,-3.06,2171,1954,1.11105424769703,NA,0.537
"114","Houston",18,15,0.545,5.75,3.12,2415,2328,1.03737113402062,NA,0.509
"115","Howard",9,22,0.29,-17.8,-10.61,2009,2232,0.900089605734767,NA,0.529
"116","Idaho State",13,17,0.433,-4.21,-1.17,2012,2025,0.99358024691358,NA,0.549
"117","Idaho",4,27,0.129,-12.56,1.44,1907,2307,0.826614651061985,NA,0.487
"118","Illinois-Chicago",14,18,0.438,-0.46,1.09,2224,2257,0.985378821444395,NA,0.513
"119","Illinois State",15,16,0.484,5.73,4.63,2068,2016,1.02579365079365,NA,0.548
"120","Illinois",23,12,0.657,14.18,7.09,2245,1997,1.12418627941913,NA,0.521
"121","Indiana State",13,18,0.419,2.18,6.84,1908,2034,0.938053097345133,NA,0.509
"122","Indiana",21,11,0.656,16.78,8.35,2246,1976,1.13663967611336,NA,0.55
"123","Iona",2,28,0.067,-15.24,-3.97,1758,2096,0.838740458015267,NA,0.469
"124","Iowa State",15,16,0.484,1.85,5.19,1972,2027,0.972866304884065,NA,0.503
"125","Iowa",17,14,0.548,9.12,6.35,2121,2035,1.04226044226044,NA,0.538
"126","IPFW",12,17,0.414,-10.54,-0.71,1982,2029,0.976835879743716,NA,0.547
"127","IUPUI",15,15,0.5,-3.71,-3.39,2039,2026,1.00641658440276,NA,0.534
"128","Jackson State",21,14,0.6,-12.28,-9.94,2490,2572,0.968118195956454,NA,0.505
"129","Jacksonville State",9,21,0.3,-12.73,-7.3,1999,2146,0.931500465983225,NA,0.512
"130","Jacksonville",15,14,0.517,-8.88,-4.01,2125,2189,0.970762905436272,NA,0.525
"131","James Madison",7,23,0.233,-10.18,-1.11,1919,2178,0.881083562901745,NA,0.523
"132","Kansas State",23,12,0.657,10.35,5.53,2467,2278,1.08296751536435,NA,0.526
"133","Kansas",33,5,0.868,22.62,6.86,2978,2344,1.27047781569966,NA,0.567
"134","Kent State",21,11,0.656,5.25,1.28,2195,1998,1.0985985985986,NA,0.532
"135","Kentucky",22,12,0.647,17.12,11.41,2496,2302,1.08427454387489,NA,0.568
"136","La Salle",10,20,0.333,-5.66,-1.87,2150,2241,0.959393128067827,NA,0.54
"137","Lafayette",9,21,0.3,-14.16,-2.38,1938,2210,0.876923076923077,NA,0.551
"138","Lamar",15,17,0.469,-7.89,-3.54,2367,2438,0.970877768662838,NA,0.537
"139","Lehigh",12,19,0.387,-7.79,-3.99,1981,1984,0.998487903225806,NA,0.523
"140","Liberty",14,17,0.452,-6.25,-3.25,2369,2298,1.03089643167972,NA,0.552
"141","Lipscomb",18,13,0.581,-2.62,-4.62,2101,2017,1.04164600892414,NA,0.52
"142","Long Beach State",24,8,0.75,2.24,-2.07,2575,2408,1.06935215946844,NA,0.554
"143","Long Island University",10,19,0.345,-13.84,-7.88,2006,2118,0.947119924457035,NA,0.51
"144","Louisiana-Lafayette",9,21,0.3,-10.88,-4.85,2013,2180,0.923394495412844,NA,0.498
"145","Louisiana-Monroe",18,14,0.563,-9.56,-6.01,2305,2317,0.994820889080708,NA,0.532
"146","Louisiana State",17,15,0.531,12.75,7.44,2177,2007,1.08470353761834,NA,0.532
"147","Louisiana Tech",10,20,0.333,-4.66,0.64,1922,2081,0.923594425756848,NA,0.474
"148","Louisville",24,10,0.706,16.08,7.69,2433,2144,1.1347947761194,NA,0.531
"149","Loyola (IL)",21,11,0.656,4.31,0.78,2237,2075,1.07807228915663,NA,0.546
"150","Loyola Marymount",13,18,0.419,-5.68,1.8,2030,2228,0.91113105924596,NA,0.483
"151","Loyola (MD)",18,13,0.581,-3.77,-5.44,2213,2148,1.03026070763501,NA,0.566
"152","Maine",12,18,0.4,-10.54,-5.25,1961,2025,0.968395061728395,NA,0.509
"153","Manhattan",13,17,0.433,-8.12,-4.78,1978,2076,0.952793834296724,NA,0.503
"154","Marist",25,9,0.735,1.65,-4.29,2548,2337,1.09028669234061,NA,0.556
"155","Marquette",24,10,0.706,14.14,6.95,2443,2207,1.10693248753965,NA,0.526
"156","Marshall",13,19,0.406,-1.89,2.33,2112,2247,0.939919893190921,NA,0.49
"157","Maryland-Baltimore County",12,19,0.387,-9.47,-4.92,1875,2016,0.930059523809524,NA,0.507
"158","Maryland-Eastern Shore",4,27,0.129,-22.97,-9.04,1880,2278,0.825285338015803,NA,0.468
"159","Maryland",25,9,0.735,19.06,7.59,2685,2295,1.16993464052288,NA,0.558
"160","Massachusetts",24,9,0.727,9.49,0.97,2551,2270,1.12378854625551,NA,0.549
"161","McNeese State",15,17,0.469,-11.34,-4.66,2028,2154,0.94150417827298,NA,0.475
"162","Memphis",33,4,0.892,19.72,3.91,2918,2333,1.25075010715817,NA,0.54
"163","Mercer",13,17,0.433,-13.11,-5.82,2177,2329,0.934735938170889,NA,0.528
"164","Miami (FL)",12,20,0.375,5.49,7.15,2279,2332,0.977272727272727,NA,0.52
"165","Miami (OH)",18,15,0.545,4.81,2.78,1962,1895,1.0353562005277,NA,0.545
"166","Michigan State",23,12,0.657,16.3,8.45,2276,2001,1.13743128435782,NA,0.559
"167","Michigan",22,13,0.629,10.59,6.79,2249,2116,1.06285444234405,NA,0.535
"168","Middle Tennessee",15,17,0.469,-5.93,-3.96,1995,2040,0.977941176470588,NA,0.534
"169","Milwaukee",9,22,0.29,-5.26,2.34,2007,2218,0.904869251577998,NA,0.483
"170","Minnesota",9,22,0.29,0.78,8.05,1880,2053,0.915733073550901,NA,0.515
"171","Mississippi State",21,14,0.6,15.31,6.91,2692,2398,1.12260216847373,NA,0.552
"172","Mississippi Valley State",18,16,0.529,-13.12,-10.87,2076,2131,0.974190520882215,NA,0.49
"173","Mississippi",21,13,0.618,9.9,6.38,2486,2356,1.05517826825127,NA,0.525
"174","Missouri-Kansas City",12,20,0.375,-6.26,-1.8,2290,2397,0.955360867751356,NA,0.53
"175","Missouri State",22,11,0.667,13.96,5.93,2439,2150,1.13441860465116,NA,0.57
"176","Missouri",18,12,0.6,10.77,5.03,2328,2156,1.07977736549165,NA,0.554
"177","Monmouth",12,18,0.4,-8.96,-5.96,1938,2028,0.955621301775148,NA,0.551
"178","Montana State",11,19,0.367,-11.75,-4.23,2040,2161,0.944007403979639,NA,0.518
"179","Montana",17,15,0.531,-5.34,-3.53,2310,2226,1.0377358490566,NA,0.559
"180","Morehead State",12,18,0.4,-10.12,-7.51,1936,1962,0.986748216106014,NA,0.514
"181","Morgan State",13,18,0.419,-12.14,-9.65,2108,2179,0.967416245984396,NA,0.526
"182","Mount St. Mary's",11,20,0.355,-8.81,-5.65,2022,2120,0.95377358490566,NA,0.506
"183","Murray State",16,14,0.533,-6.59,-5.92,1993,1973,1.01013684744045,NA,0.53
"184","Navy",14,16,0.467,-7.69,-3.77,1854,1881,0.985645933014354,NA,0.536
"185","Nebraska",17,14,0.548,6.94,5.35,2072,1989,1.04172951231775,NA,0.569
"186","Nevada-Las Vegas",30,7,0.811,12.98,5.37,2772,2470,1.12226720647773,NA,0.543
"187","Nevada",29,5,0.853,10.58,1.09,2632,2296,1.14634146341463,NA,0.582
"188","New Hampshire",10,20,0.333,-12.28,-6.1,1762,1942,0.907312049433574,NA,0.513
"189","New Mexico State",25,9,0.735,5.04,0.01,2652,2462,1.07717303005686,NA,0.564
"190","New Mexico",15,17,0.469,3.19,2.89,2410,2345,1.02771855010661,NA,0.56
"191","New Orleans",14,17,0.452,-7.86,-5.62,2270,2313,0.981409424989191,NA,0.553
"192","Niagara",23,12,0.657,-3.41,-4.7,2654,2609,1.01724798773476,NA,0.527
"193","Nicholls State",8,22,0.267,-12.3,-1.89,2144,2427,0.88339513803049,NA,0.542
"194","Norfolk State",11,19,0.367,-16.92,-8.21,1970,2235,0.881431767337808,NA,0.527
"195","North Carolina-Asheville",12,19,0.387,-8.9,-2.23,2148,2277,0.9433465085639,NA,0.516
"196","North Carolina A&T",15,17,0.469,-11.68,-10.09,2349,2317,1.01381096245145,NA,0.54
"197","North Carolina-Greensboro",16,14,0.533,-2.76,-3.69,2083,2055,1.01362530413625,NA,0.526
"198","North Carolina State",20,16,0.556,8.53,8.36,2580,2574,1.002331002331,NA,0.584
"199","North Carolina-Wilmington",7,22,0.241,-6.41,0.01,1871,2057,0.909577053962081,NA,0.507
"200","North Carolina",31,7,0.816,26.41,9.3,3258,2608,1.24923312883436,NA,0.577
"201","North Texas",23,11,0.676,-3.11,-6.59,2617,2420,1.08140495867769,NA,0.541
"202","Northeastern",13,19,0.406,-3.98,0.3,1990,2127,0.935590032910202,NA,0.514
"203","Northern Arizona",18,12,0.6,-3.28,-3.28,2490,2423,1.02765167148163,NA,0.594
"204","Northern Illinois",7,23,0.233,-6.67,-0.85,2008,2162,0.928769657724329,NA,0.556
"205","Northern Iowa",18,13,0.581,8.05,6.05,2040,1947,1.04776579352851,NA,0.552
"206","Northwestern State",17,15,0.531,-3.6,-4.05,2523,2484,1.01570048309179,NA,0.542
"207","Northwestern",13,18,0.419,4.92,7.82,1750,1821,0.961010433827567,NA,0.527
"208","Notre Dame",24,8,0.75,16.94,4.97,2592,2176,1.19117647058824,NA,0.575
"209","Oakland",19,14,0.576,0.25,-0.41,2299,2239,1.02679767753461,NA,0.548
"210","Ohio State",35,4,0.897,21.54,9.03,2905,2417,1.20190318576748,NA,0.568
"211","Ohio",19,13,0.594,2.29,0.22,2331,2250,1.036,NA,0.556
"212","Oklahoma State",22,13,0.629,9.63,6.34,2626,2462,1.06661251015435,NA,0.564
"213","Oklahoma",16,15,0.516,13.02,7.23,2072,1848,1.12121212121212,NA,0.525
"214","Old Dominion",24,9,0.727,7.83,0.44,2290,2046,1.11925708699902,NA,0.534
"215","Oral Roberts",23,11,0.676,4.54,-1.04,2440,2206,1.10607434270172,NA,0.565
"216","Oregon State",11,21,0.344,-0.74,6.23,2028,2222,0.912691269126913,NA,0.486
"217","Oregon",29,8,0.784,15.95,6.3,2807,2450,1.14571428571429,NA,0.57
"218","Pacific",12,19,0.387,-5.19,-0.87,2126,2224,0.955935251798561,NA,0.553
"219","Penn State",11,19,0.367,3.25,5.79,1962,2038,0.962708537782139,NA,0.535
"220","Pennsylvania",22,9,0.71,4.16,-1.64,2297,2100,1.09380952380952,NA,0.567
"221","Pepperdine",8,23,0.258,-5.9,0.23,2389,2579,0.926328034121753,NA,0.538
"222","Pittsburgh",29,8,0.784,16.99,8.53,2637,2324,1.13468158347676,NA,0.553
"223","Portland State",19,13,0.594,-5.95,-4.57,2503,2408,1.03945182724252,NA,0.541
"224","Portland",9,23,0.281,-8.69,0.81,1958,2229,0.878420816509646,NA,0.495
"225","Prairie View",8,22,0.267,-23.73,-10.4,1799,2149,0.837133550488599,NA,0.44
"226","Princeton",11,17,0.393,-8.52,-5.7,1410,1493,0.944407233757535,NA,0.522
"227","Providence",18,13,0.581,9.85,6.69,2357,2224,1.05980215827338,NA,0.565
"228","Purdue",22,12,0.647,14.65,8.89,2376,2154,1.10306406685237,NA,0.549
"229","Quinnipiac",14,15,0.483,-9.22,-7.62,2087,2117,0.985829003306566,NA,0.538
"230","Radford",8,22,0.267,-11.57,-4.25,2108,2257,0.93398316349136,NA,0.521
"231","Rhode Island",19,14,0.576,1.54,2.32,2511,2507,1.00159553250897,NA,0.561
"232","Rice",16,16,0.5,-1.67,1.43,2222,2229,0.996859578286227,NA,0.549
"233","Richmond",8,22,0.267,-7.56,0.72,1817,2046,0.888074291300098,NA,0.546
"234","Rider",16,15,0.516,-8.31,-4.88,2169,2283,0.950065703022339,NA,0.534
"235","Robert Morris",17,11,0.607,-5.62,-8.07,2105,1994,1.05566700100301,NA,0.571
"236","Rutgers",10,19,0.345,-2.25,5.86,1734,1920,0.903125,NA,0.48
"237","Sacramento State",10,19,0.345,-14.43,-2.68,2192,2381,0.920621587568249,NA,0.493
"238","Sacred Heart",18,14,0.563,-4.41,-6.04,2513,2461,1.02112962210484,NA,0.569
"239","Saint Francis (PA)",8,21,0.276,-13.39,-6.74,1944,2096,0.927480916030534,NA,0.542
"240","Saint Joseph's",18,14,0.563,5.11,2.23,2162,2061,1.04900533721494,NA,0.558
"241","Saint Louis",20,13,0.606,3.13,2.91,2178,2147,1.01443875174662,NA,0.548
"242","Saint Mary's (CA)",17,15,0.531,4.17,1.03,2247,2089,1.07563427477262,NA,0.517
"243","Saint Peter's",5,25,0.167,-13.72,-5.82,1788,1998,0.894894894894895,NA,0.49
"244","Sam Houston State",21,10,0.677,-1.13,-5.35,2397,2126,1.1274694261524,NA,0.551
"245","Samford",16,16,0.5,-6.72,-4.78,1898,1934,0.981385729058945,NA,0.568
"246","San Diego State",22,11,0.667,7.16,3.9,2389,2249,1.06224988883948,NA,0.547
"247","San Diego",18,14,0.563,-1.6,-1.15,2403,2368,1.01478040540541,NA,0.544
"248","San Francisco",13,18,0.419,-1.35,0.95,2300,2355,0.976645435244161,NA,0.55
"249","San Jose State",5,25,0.167,-7.26,2.21,1858,2142,0.867413632119514,NA,0.465
"250","Santa Clara",21,10,0.677,6.34,1.58,2131,1956,1.08946830265849,NA,0.545
"251","Savannah State",12,18,0.4,-15.95,-2.51,1713,1937,0.88435725348477,NA,0.496
"252","Seton Hall",13,16,0.448,5.94,5.37,2165,2110,1.0260663507109,NA,0.516
"253","Siena",20,12,0.625,-1.16,-4.72,2437,2282,1.06792287467134,NA,0.556
"254","South Alabama",20,12,0.625,-2.01,-4.18,2280,2155,1.05800464037123,NA,0.537
"255","South Carolina State",13,17,0.433,-12.57,-9.91,1989,2059,0.96600291403594,NA,0.525
"256","South Carolina",14,16,0.467,3.79,7.86,1941,2063,0.94086282113427,NA,0.515
"257","South Florida",12,18,0.4,2.34,4.37,1970,2009,0.980587356893977,NA,0.531
"258","Southeast Missouri State",11,20,0.355,-13.55,-5.78,2153,2383,0.90348300461603,NA,0.519
"259","Southeastern Louisiana",16,14,0.533,-8.87,-5.98,2050,2068,0.991295938104449,NA,0.532
"260","Southern California",25,12,0.676,13.78,7.87,2656,2413,1.10070451719851,NA,0.563
"261","Southern Illinois",29,7,0.806,13.59,7.53,2266,2023,1.12011863568957,NA,0.551
"262","Southern Methodist",14,17,0.452,-0.45,0.73,1945,1941,1.00206079340546,NA,0.528
"263","Southern Mississippi",20,11,0.645,3.36,0.17,2149,1933,1.11174340403518,NA,0.519
"264","Southern Utah",16,14,0.533,-4.29,-4.41,2014,1975,1.01974683544304,NA,0.556
"265","Southern",10,21,0.323,-17.72,-10.04,1839,2077,0.885411651420318,NA,0.476
"266","St. Bonaventure",7,22,0.241,-12.5,-1.47,1957,2261,0.865546218487395,NA,0.508
"267","St. Francis (NY)",9,22,0.29,-11.51,-5.54,1955,2140,0.913551401869159,NA,0.479
"268","St. John's (NY)",16,15,0.516,4.51,6.85,1979,2008,0.985557768924303,NA,0.515
"269","Stanford",18,13,0.581,11.16,9.06,2156,2081,1.03604036520903,NA,0.53
"270","Stephen F. Austin",15,14,0.517,-5.54,-6.38,1936,1805,1.07257617728532,NA,0.546
"271","Stetson",11,20,0.355,-13.86,-3.86,2056,2245,0.915812917594655,NA,0.52
"272","Stony Brook",9,20,0.31,-10.3,-5.55,1737,1866,0.930868167202572,NA,0.474
"273","Syracuse",24,11,0.686,14.04,6.47,2645,2380,1.11134453781513,NA,0.544
"274","Temple",12,18,0.4,2.88,1.91,2251,2222,1.01305130513051,NA,0.562
"275","Tennessee-Martin",8,23,0.258,-13.91,-6.55,1957,2166,0.903508771929825,NA,0.503
"276","Tennessee State",12,20,0.375,-11.82,-5.69,2065,2222,0.929342934293429,NA,0.49
"277","Tennessee Tech",19,13,0.594,-2.65,-4.85,2404,2295,1.04749455337691,NA,0.546
"278","Tennessee",24,11,0.686,14.97,9.15,2831,2627,1.07765511990864,NA,0.548
"279","Texas A&M-Corpus Christi",26,7,0.788,3.07,-4.8,2615,2302,1.1359687228497,NA,0.608
"280","Texas A&M",27,7,0.794,21.27,5.13,2570,2021,1.27164769915883,NA,0.589
"281","Texas-Arlington",13,17,0.433,-11.84,-6.42,2225,2292,0.970767888307155,NA,0.549
"282","Texas Christian",13,17,0.433,-1.59,2.11,1892,2003,0.944583125312032,NA,0.498
"283","Texas-El Paso",14,17,0.452,4.27,0.24,2344,2219,1.05633168093736,NA,0.518
"284","Texas-Rio Grande Valley",14,15,0.483,-9.18,-5.53,1984,1937,1.02426432627775,NA,0.572
"285","Texas-San Antonio",7,22,0.241,-15.47,-4.07,1656,1924,0.860706860706861,NA,0.471
"286","Texas Southern",14,17,0.452,-19.59,-11.7,2017,2207,0.913910285455369,NA,0.482
"287","Texas State",9,20,0.31,-17.47,-6.11,2249,2478,0.907586763518967,NA,0.516
"288","Texas Tech",21,13,0.618,9.71,7.16,2437,2349,1.03746275010643,NA,0.552
"289","Texas",25,10,0.714,15.6,6.12,2860,2528,1.13132911392405,NA,0.557
"290","Toledo",19,13,0.594,2.71,1.83,2207,2179,1.01284993116108,NA,0.535
"291","Towson",15,17,0.469,-1.17,-0.56,2175,2173,1.00092038656236,NA,0.542
