"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"287","Southern Methodist",27,7,0.794,12.94,3.57,2350,2032,1.15649606299213,63.3,0.555
"288","Southern Mississippi",9,20,0.31,-10.03,-0.06,1742,1978,0.880687563195147,63,0.518
"289","Southern Utah",10,19,0.345,-11.98,-5.48,2011,2146,0.937092264678472,68,0.552
"290","Southern",18,17,0.514,-9.95,-8.23,2259,2226,1.01482479784367,66.3,0.499
"291","St. Bonaventure",18,13,0.581,3.93,1.34,2085,2005,1.03990024937656,65.1,0.513
"292","St. Francis (NY)",23,12,0.657,-2.14,-6.2,2418,2262,1.06896551724138,65.7,0.506
"293","St. John's (NY)",21,12,0.636,11.85,9.04,2343,2240,1.04598214285714,67.6,0.529
"294","Stanford",24,13,0.649,12.33,7.33,2676,2491,1.07426736250502,65.5,0.537
"295","Stephen F. Austin",29,5,0.853,8.61,-4.2,2672,2188,1.22120658135283,68,0.594
"296","Stetson",9,22,0.29,-16.22,-6.68,2064,2290,0.901310043668122,67.2,0.518
"297","Stony Brook",23,12,0.657,-0.03,-4.03,2290,2102,1.08943862987631,63.6,0.496
"298","Syracuse",18,13,0.581,11.91,7.68,2096,1965,1.06666666666667,66.1,0.505
"299","Temple",26,11,0.703,8.2,3.52,2436,2263,1.07644719399028,65.1,0.485
"300","Tennessee-Martin",21,13,0.618,-2.12,-3.9,2390,2224,1.07464028776978,63.3,0.565
"301","Tennessee State",5,26,0.161,-14.93,-2.38,1793,2111,0.849360492657508,64.7,0.483
"302","Tennessee Tech",12,18,0.4,-6.49,-3.99,2118,2095,1.0109785202864,67.7,0.522
"303","Tennessee",16,16,0.5,7.23,8.16,2025,2055,0.985401459854015,61.2,0.515
"304","Texas A&M-Corpus Christi",20,14,0.588,-5.58,-6.43,2266,2192,1.03375912408759,64.2,0.54
"305","Texas A&M",21,12,0.636,10.73,5.91,2236,2077,1.07655272026962,64.3,0.533
"306","Texas-Arlington",16,15,0.516,-3.59,-2.76,2220,2206,1.00634632819583,70.2,0.53
"307","Texas Christian",18,15,0.545,11.1,5.32,2249,2058,1.09280855199223,64.7,0.509
"308","Texas-El Paso",22,11,0.667,4.89,-0.51,2282,2104,1.08460076045627,65.4,0.55
"309","Texas-Rio Grande Valley",10,21,0.323,-14.46,-4.68,1927,2179,0.884350619550252,65,0.502
"310","Texas-San Antonio",14,16,0.467,-3.33,-2.61,2120,2111,1.00426338228328,66.9,0.52
"311","Texas Southern",22,13,0.629,-5.98,-6.09,2390,2386,1.00167644593462,64.5,0.531
"312","Texas State",14,17,0.452,-5.25,-3.36,1905,1854,1.02750809061489,63.4,0.493
"313","Texas Tech",13,19,0.406,3.77,7.2,1949,2059,0.946576007770762,63,0.497
"314","Texas",20,14,0.588,16.16,9.07,2290,2049,1.11761835041484,62.9,0.531
"315","Toledo",20,13,0.606,4.86,0.62,2483,2343,1.05975245411865,67.2,0.565
"316","Towson",12,20,0.375,-7.02,-3.8,2034,2080,0.977884615384615,61.6,0.496
"317","Troy",10,19,0.345,-8.72,-5.09,1946,2013,0.966716343765524,66.6,0.524
"318","Tulane",15,16,0.484,-1.51,0.32,1973,1984,0.99445564516129,63.6,0.499
"319","Tulsa",23,11,0.676,6.66,2.81,2188,2064,1.06007751937985,64.1,0.503
"320","UCLA",22,14,0.611,12.07,8.27,2590,2453,1.0558499796168,67.3,0.527
"321","Utah State",18,13,0.581,2.92,0.28,2064,1973,1.04612265585403,63,0.552
"322","Utah Valley",11,19,0.367,-12.72,-4.87,1758,1923,0.914196567862715,62.5,0.493
"323","Utah",26,9,0.743,20.98,7.42,2496,1999,1.24862431215608,62.6,0.588
"324","Valparaiso",28,6,0.824,6.29,-2,2366,2021,1.17070757050965,63.8,0.548
"325","Vanderbilt",21,14,0.6,11.89,6.22,2472,2252,1.09769094138544,63.5,0.578
"326","Vermont",20,14,0.588,1.21,-5.52,2279,2012,1.13270377733598,64.3,0.558
"327","Villanova",33,3,0.917,23.13,7.55,2754,2193,1.25581395348837,65,0.589
"328","Virginia Commonwealth",26,10,0.722,12.79,6.1,2609,2368,1.10177364864865,66.4,0.518
"329","VMI",11,19,0.367,-9.85,-3.92,2415,2428,0.994645799011532,77.5,0.511
"330","Virginia Tech",11,22,0.333,1.29,5.32,2156,2289,0.941896024464832,64.1,0.536
"331","Virginia",30,4,0.882,21.73,7.81,2224,1751,1.27013135351228,58.6,0.543
"332","Wagner",10,20,0.333,-11.47,-4.99,2052,2206,0.930190389845875,67.9,0.489
"333","Wake Forest",13,19,0.406,4.62,7.68,2209,2307,0.957520589510186,68.6,0.51
"334","Washington State",13,18,0.419,0.14,6.08,2189,2373,0.922461019806153,67.6,0.538
"335","Washington",16,15,0.516,5.57,4.83,2128,2105,1.01092636579572,66.2,0.524
"336","Weber State",13,17,0.433,-7.29,-3.5,2010,2041,0.984811366976972,64.8,0.545
"337","West Virginia",25,10,0.714,15.12,9.29,2542,2338,1.08725406330197,68.7,0.499
"338","Western Carolina",15,17,0.469,-5.83,-3.56,2251,2284,0.985551663747811,66.8,0.524
"339","Western Illinois",8,20,0.286,-13.81,-2.93,1747,1983,0.880988401412002,67.8,0.495
"340","Western Kentucky",20,12,0.625,1.12,-0.44,2285,2149,1.063285248953,67.9,0.531
"341","Western Michigan",20,14,0.588,0.25,0.19,2401,2354,1.01996601529312,64.8,0.556
"342","Wichita State",30,5,0.857,15.56,3.68,2460,2008,1.22509960159363,61.9,0.541
"343","William & Mary",20,13,0.606,2.82,-1.15,2414,2208,1.09329710144928,64.6,0.598
"344","Winthrop",19,13,0.594,-3.9,-7.38,2356,2159,1.09124594719778,67.4,0.555
"345","Wisconsin",36,4,0.9,24.61,10.29,2900,2327,1.24623979372583,59.5,0.585
"346","Wofford",28,7,0.8,2.56,-2.98,2331,2089,1.11584490186692,62.7,0.547
"347","Wright State",11,20,0.355,-6.41,-1.14,1989,2107,0.943996203132416,64.4,0.532
"348","Wyoming",25,10,0.714,3.81,-0.04,2151,1974,1.08966565349544,58.3,0.56
"349","Xavier",23,14,0.622,15.42,9.48,2712,2492,1.08828250401284,65.6,0.57
"350","Yale",22,10,0.688,3.53,-0.87,2164,1931,1.1206628689798,62.3,0.547
"351","Youngstown State",11,21,0.344,-7.63,-1.73,2287,2394,0.95530492898914,68.2,0.533
