"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"287","Stanford",26,11,0.703,12.64,3.99,2657,2337,1.13692768506632,67.6,0.535
"288","Stephen F. Austin",20,12,0.625,-1.46,-5.67,1970,1741,1.13153360137852,61.8,0.511
"289","Stetson",9,20,0.31,-7.48,-0.66,2089,2275,0.918241758241758,72,0.541
"290","Stony Brook",22,10,0.688,-0.45,-6.22,2125,1892,1.12315010570825,62.5,0.514
"291","Syracuse",34,3,0.919,21.12,8.02,2742,2257,1.21488701816571,65.2,0.55
"292","Temple",24,8,0.75,10.44,4.94,2401,2225,1.07910112359551,67.6,0.563
"293","Tennessee-Martin",4,27,0.129,-17.09,-3.15,1943,2327,0.834980661796304,66.2,0.491
"294","Tennessee State",20,13,0.606,-3.06,-2.73,2250,2199,1.02319236016371,66.5,0.532
"295","Tennessee Tech",19,14,0.576,-3.81,-3.06,2365,2357,1.0033941450997,68.6,0.555
"296","Tennessee",19,15,0.559,9.49,6.58,2338,2216,1.05505415162455,65.3,0.536
"297","Texas A&M-Corpus Christi",6,24,0.2,-12.21,-3.04,1755,2030,0.864532019704433,66,0.47
"298","Texas A&M",14,18,0.438,5.57,6.54,1956,1968,0.99390243902439,63.3,0.506
"299","Texas-Arlington",24,9,0.727,3.35,-5.09,2537,2232,1.13664874551971,72.2,0.55
"300","Texas Christian",18,15,0.545,1.72,3.44,2382,2379,1.00126103404792,68.9,0.534
"301","Texas-El Paso",15,17,0.469,2.92,2.85,2021,2019,1.00099058940069,62.2,0.537
"302","Texas-Rio Grande Valley",11,21,0.344,-13.66,-4.44,1993,2194,0.908386508659982,66.5,0.523
"303","Texas-San Antonio",18,14,0.563,-1.83,-4.4,2339,2168,1.07887453874539,68.3,0.562
"304","Texas Southern",15,18,0.455,-10.26,-8.68,2021,2073,0.974915581283164,66.2,0.503
"305","Texas State",13,17,0.433,-8.66,-5.31,2292,2243,1.02184574230941,74.8,0.534
"306","Texas Tech",8,23,0.258,-2.61,6.1,1844,2114,0.872280037842952,65.4,0.527
"307","Texas",20,14,0.588,14,8.12,2470,2270,1.08810572687225,66.7,0.533
"308","Toledo",19,17,0.528,-3.35,-3.64,2500,2385,1.0482180293501,66.2,0.55
"309","Towson",1,31,0.031,-16.71,1.54,1647,2231,0.738233975795607,63.3,0.436
"310","Troy",10,18,0.357,-7.48,-0.85,1996,2122,0.94062205466541,68.5,0.506
"311","Tulane",15,16,0.484,-0.12,-1.61,2002,1910,1.04816753926702,64.3,0.513
"312","Tulsa",17,14,0.548,5.82,2.85,2093,2001,1.04597701149425,64.3,0.544
"313","UCLA",19,14,0.576,10.53,5.28,2263,2063,1.09694619486185,65.2,0.533
"314","Utah State",21,16,0.568,3.49,-0.37,2551,2400,1.06291666666667,63.5,0.567
"315","Utah Valley",20,13,0.606,-6.53,-7.11,2305,2190,1.05251141552511,67.3,0.511
"316","Utah",6,25,0.194,-9.31,5.49,1720,2161,0.795927811198519,62.6,0.494
"317","Valparaiso",22,12,0.647,0.61,0.02,2323,2223,1.04498425551057,64.9,0.573
"318","Vanderbilt",25,11,0.694,15.71,8.04,2615,2339,1.11799914493373,65.5,0.572
"319","Vermont",24,12,0.667,0.98,-5.19,2415,2193,1.10123119015048,63.2,0.536
"320","Villanova",13,19,0.406,7.89,7.64,2266,2258,1.00354295837024,67.5,0.517
"321","Virginia Commonwealth",29,7,0.806,8.79,0.63,2448,2154,1.13649025069638,65.1,0.512
"322","VMI",17,16,0.515,-9.43,-5.16,2631,2660,0.989097744360902,75,0.553
"323","Virginia Tech",16,17,0.485,8.93,6.21,2147,2057,1.04375303840544,63.1,0.516
"324","Virginia",22,10,0.688,12.51,4.23,2000,1735,1.15273775216138,61.1,0.543
"325","Wagner",25,6,0.806,3.6,-5.5,2275,1993,1.14149523331661,68.6,0.543
"326","Wake Forest",13,18,0.419,-0.75,4.19,2029,2182,0.929880843263061,66.4,0.527
"327","Washington State",19,18,0.514,6.17,4.06,2521,2421,1.04130524576621,63.7,0.568
"328","Washington",24,11,0.686,10.79,5.27,2646,2453,1.07867916836527,70.7,0.522
"329","Weber State",25,7,0.781,1.51,-3.65,2473,2210,1.11900452488688,67.2,0.586
"330","West Virginia",19,14,0.576,12.13,7.53,2346,2194,1.06927985414768,64.8,0.518
"331","Western Carolina",17,18,0.486,-6.57,-3.42,2503,2459,1.01789345262302,67.9,0.519
"332","Western Illinois",18,15,0.545,-2.84,-1.39,2031,1985,1.02317380352645,60,0.54
"333","Western Kentucky",16,19,0.457,-2.66,0.51,2272,2383,0.953420058749475,68.4,0.489
"334","Western Michigan",14,20,0.412,-1.8,0.17,2332,2375,0.981894736842105,66,0.532
"335","Wichita State",27,6,0.818,17.42,3.8,2545,2060,1.23543689320388,67.1,0.577
"336","William & Mary",6,26,0.188,-10.79,-0.72,1931,2220,0.86981981981982,63.4,0.51
"337","Winthrop",12,20,0.375,-7.64,-3.47,2035,2112,0.963541666666667,64.1,0.494
"338","Wisconsin",26,10,0.722,19.04,8.24,2304,1915,1.20313315926893,58.6,0.536
"339","Wofford",19,14,0.576,-3.62,-3.79,2110,2087,1.01102060373742,62.5,0.519
"340","Wright State",13,19,0.406,-4.07,0.25,1857,1967,0.944077275038129,62.8,0.502
"341","Wyoming",21,12,0.636,6.79,1.43,2068,1855,1.11482479784367,61.5,0.552
"342","Xavier",23,13,0.639,9.59,6.22,2543,2422,1.04995871180842,67.4,0.535
"343","Yale",19,10,0.655,-1.37,-2.63,1991,1878,1.06017039403621,67.1,0.53
"344","Youngstown State",16,15,0.516,-1.78,-1.65,2095,2047,1.02344894968246,64.7,0.531
