"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"79","Duke",27,7,0.794,17.05,8.4,2628,2334,1.12596401028278,68.3,0.565
"80","Duquesne",16,15,0.516,4.09,3.96,2252,2232,1.0089605734767,69.2,0.536
"81","East Carolina",15,16,0.484,2.42,2.53,2136,2019,1.05794947994056,66.7,0.535
"82","East Tennessee State",17,14,0.548,-0.41,-1.78,2098,2017,1.04015865146257,66.7,0.507
"83","Eastern Illinois",12,17,0.414,-11.48,-6.48,1896,1984,0.955645161290323,64.2,0.523
"84","Eastern Kentucky",16,16,0.5,-8.47,-5.93,2123,2117,1.00283419933869,62.8,0.537
"85","Eastern Michigan",14,18,0.438,-7.9,-1.68,1704,1878,0.907348242811502,59.5,0.468
"86","Eastern Washington",15,17,0.469,-3.87,-3.23,2326,2284,1.0183887915937,69.1,0.522
"87","Elon",15,16,0.484,-7.41,-3.03,2175,2226,0.977088948787062,70.5,0.515
"88","Evansville",16,16,0.5,3.46,3.56,2351,2327,1.01031370863773,67.4,0.561
"89","Fairfield",22,15,0.595,2.94,-1.34,2417,2259,1.06994245241257,65.2,0.53
"90","Fairleigh Dickinson",3,26,0.103,-16.99,-5.06,1762,2108,0.835863377609108,68.2,0.48
"91","Florida A&M",10,23,0.303,-15.58,-6.29,2175,2416,0.900248344370861,70,0.475
"92","Florida Atlantic",11,19,0.367,-2.58,0.77,1977,2046,0.966275659824047,64.8,0.5
"93","Florida Gulf Coast",15,17,0.469,-2.41,-1.96,2306,2306,1,68.5,0.55
"94","Florida International",8,21,0.276,-5.07,-1.1,1836,1951,0.941055868785238,64.4,0.512
"95","Florida State",25,10,0.714,14.53,7.62,2443,2201,1.10995002271695,67.4,0.545
"96","Florida",26,11,0.703,18.25,7.33,2808,2404,1.16805324459235,65.1,0.576
"97","Fordham",10,19,0.345,-7.63,1.92,1797,2074,0.866441658630665,67.5,0.452
"98","Fresno State",13,20,0.394,-0.91,0.77,2170,2181,0.994956441999083,63.1,0.507
"99","Furman",15,16,0.484,-6.04,-3.9,2006,2022,0.992087042532146,64.6,0.518
"100","Gardner-Webb",12,20,0.375,-7.99,-4.82,2103,2138,0.983629560336763,66.1,0.501
"101","George Mason",24,9,0.727,3.81,-1.67,2323,2142,1.08450046685341,67.6,0.544
"102","George Washington",10,21,0.323,-0.63,4.15,1921,2069,0.928467858869019,64,0.49
"103","Georgetown",24,9,0.727,16.81,7.69,2278,1959,1.1628381827463,63.3,0.552
"104","Georgia Southern",15,15,0.5,-6.7,-3.78,2002,2033,0.984751598622725,66.7,0.541
"105","Georgia State",22,12,0.647,5.69,-2.99,2298,2003,1.14727908137793,65.2,0.51
"106","Georgia Tech",11,20,0.355,1.74,4.13,1866,1940,0.961855670103093,63.2,0.501
"107","Georgia",15,17,0.469,5.92,7.95,1950,2015,0.967741935483871,61.4,0.487
"108","Gonzaga",26,7,0.788,13.86,3.25,2436,2086,1.16778523489933,66.4,0.574
"109","Grambling",4,24,0.143,-26.82,-9.39,1513,2001,0.756121939030485,66.4,0.445
"110","Green Bay",15,15,0.5,-2.32,1.04,1935,1982,0.976286579212916,65.6,0.51
"111","Hampton",12,21,0.364,-10.08,-7.93,2134,2205,0.967800453514739,67.9,0.486
"112","Hartford",9,22,0.29,-13.41,-6.19,1860,2084,0.892514395393474,65.6,0.514
"113","Harvard",26,5,0.839,7.84,-1.56,2033,1724,1.1792343387471,60.9,0.571
"114","Hawaii",16,16,0.5,-2.79,-0.52,2356,2387,0.987012987012987,70.7,0.539
"115","High Point",13,18,0.419,-5.92,-4.13,2203,2176,1.01240808823529,65.1,0.548
"116","Hofstra",10,22,0.313,-2.98,-1.1,2091,2151,0.9721059972106,66.9,0.501
"117","Holy Cross",15,14,0.517,-6.02,-4.23,1886,1938,0.973168214654283,66.1,0.521
"118","Houston Baptist",10,20,0.333,-16.07,-6.1,2208,2344,0.9419795221843,74.4,0.503
"119","Houston",15,15,0.5,0.04,0.21,2152,2147,1.00232883092687,67.7,0.543
"120","Howard",10,21,0.323,-14.59,-4.16,1881,2174,0.865225390984361,67.8,0.478
"121","Idaho State",9,21,0.3,-11.05,-2.77,1979,2192,0.902828467153285,65.9,0.513
"122","Idaho",19,14,0.576,0.77,-0.43,2298,2240,1.02589285714286,64.3,0.568
"123","Illinois-Chicago",8,22,0.267,-9.16,-1.3,1826,2033,0.898180029513035,64.1,0.489
"124","Illinois State",21,14,0.6,6.33,2.64,2439,2310,1.05584415584416,64.4,0.562
"125","Illinois",17,15,0.531,9.33,7.99,2098,2055,1.02092457420925,64.5,0.527
"126","Indiana State",18,15,0.545,2.08,3.08,2120,2141,0.990191499299393,64.4,0.522
"127","Indiana",27,9,0.75,18.63,7.8,2782,2392,1.16304347826087,66.9,0.596
"128","Iona",25,8,0.758,8.36,-1.82,2736,2400,1.14,71.4,0.588
"129","Iowa State",23,11,0.676,13.32,7.32,2490,2286,1.08923884514436,67.5,0.557
"130","Iowa",18,17,0.514,7.04,6.53,2555,2537,1.0070949940875,68.2,0.544
"131","IPFW",11,19,0.367,-8.79,-2.05,2100,2242,0.936663693131133,69.7,0.533
"132","IUPUI",14,18,0.438,-3.85,-1.75,2319,2329,0.995706311721769,66.4,0.539
"133","Jackson State",7,24,0.226,-17.5,-7,1737,2042,0.850636630754163,63.2,0.462
"134","Jacksonville State",15,18,0.455,-4.86,-5.23,2143,2106,1.01756885090218,65.1,0.507
"135","Jacksonville",8,22,0.267,-7.3,0.1,1951,2173,0.897837091578463,66.8,0.495
"136","James Madison",12,20,0.375,-5.86,-2.11,2115,2235,0.946308724832215,66.2,0.519
"137","Kansas State",22,11,0.667,14.47,7.53,2343,2114,1.10832544938505,67,0.526
"138","Kansas",32,7,0.821,21.72,9.93,2867,2407,1.19110926464479,67.3,0.556
"139","Kennesaw State",3,28,0.097,-15.02,-0.49,1920,2330,0.824034334763948,64.4,0.501
"140","Kent State",21,12,0.636,2.77,-0.95,2322,2178,1.06611570247934,67.6,0.539
"141","Kentucky",38,2,0.95,24.73,7.93,3095,2423,1.27734213784565,66.3,0.575
"142","La Salle",21,13,0.618,8.56,1.83,2478,2249,1.10182303245887,68.6,0.56
"143","Lafayette",13,18,0.419,-7.2,-4.01,2161,2260,0.956194690265487,66.5,0.563
"144","Lamar",23,12,0.657,2.41,-3.77,2573,2296,1.12064459930314,68.7,0.516
"145","Lehigh",27,8,0.771,4.27,-5.14,2648,2288,1.15734265734266,68.1,0.553
"146","Liberty",14,18,0.438,-9.67,-4.81,2201,2283,0.964082347787998,66.4,0.526
"147","Lipscomb",13,18,0.419,-4.7,-1.23,2242,2303,0.973512809379071,71.1,0.521
"148","Long Beach State",25,9,0.735,9.52,0.87,2510,2175,1.15402298850575,67.1,0.556
"149","Long Island University",25,9,0.735,-1.34,-5.1,2769,2641,1.04846648996592,74.8,0.577
"150","Longwood",10,21,0.323,-20.47,-5.99,2276,2617,0.869698127627054,73.1,0.528
"151","Louisiana-Lafayette",16,16,0.5,-3.25,-2.28,2189,2155,1.01577726218097,69.9,0.508
"152","Louisiana-Monroe",3,26,0.103,-12.56,-0.95,1750,2078,0.842155919153032,64.5,0.496
"153","Louisiana State",18,15,0.545,6.66,5.51,2157,2119,1.01793298725814,66.2,0.485
"154","Louisiana Tech",18,16,0.529,-2.65,-1.19,2358,2355,1.00127388535032,68.2,0.511
"155","Louisville",30,10,0.75,16.19,9.02,2727,2440,1.11762295081967,67,0.51
"156","Loyola (IL)",7,23,0.233,-8.43,-1.77,1717,1887,0.90990990990991,60.5,0.502
"157","Loyola Marymount",21,13,0.618,2.2,1.17,2402,2301,1.0438939591482,67.9,0.527
"158","Loyola (MD)",24,9,0.727,0.37,-2.72,2222,2120,1.04811320754717,65.3,0.52
"159","Maine",12,17,0.414,-8.57,-6.54,1989,1982,1.00353178607467,66.8,0.522
"160","Manhattan",21,13,0.618,1.46,-4.13,2420,2230,1.08520179372197,68.2,0.545
"161","Marist",14,18,0.438,-8.2,-3.29,2176,2333,0.932704672096014,68.8,0.523
"162","Marquette",27,8,0.771,16.92,7.5,2638,2308,1.14298093587522,70.7,0.543
"163","Marshall",21,14,0.6,7,4.94,2472,2383,1.03734788082249,65.7,0.51
"164","Maryland-Baltimore County",4,26,0.133,-19.85,-6.02,1897,2312,0.820501730103806,68.9,0.469
"165","Maryland-Eastern Shore",7,23,0.233,-16.79,-4.72,1785,2109,0.846372688477952,68,0.458
"166","Maryland",17,15,0.531,3.95,5.98,2198,2263,0.971277065841803,66.9,0.515
"167","Massachusetts",25,12,0.676,7.49,2.97,2847,2680,1.06231343283582,73.9,0.525
"168","McNeese State",17,16,0.515,-6.26,-3.76,2207,2185,1.01006864988558,66.5,0.501
"169","Memphis",26,9,0.743,16.86,5.26,2614,2208,1.1838768115942,67.1,0.575
"170","Mercer",27,11,0.711,3.75,-1.44,2589,2388,1.08417085427136,65.4,0.559
"171","Miami (FL)",20,13,0.606,10.75,6.17,2332,2181,1.06923429619441,65,0.533
"172","Miami (OH)",9,21,0.3,-2.07,1.93,1821,1927,0.944992215879606,60.9,0.538
"173","Michigan State",29,8,0.784,21.32,9.82,2651,2195,1.20774487471526,65.1,0.559
"174","Michigan",24,10,0.706,13.19,8.98,2255,2090,1.07894736842105,61.2,0.559
"175","Middle Tennessee",27,7,0.794,8.69,-0.13,2459,2128,1.15554511278195,66.5,0.564
"176","Milwaukee",20,14,0.588,0.53,0.06,2183,2126,1.02681091251176,65.1,0.515
"177","Minnesota",23,15,0.605,10.7,7.89,2569,2462,1.04346060113729,63.3,0.548
"178","Mississippi State",21,12,0.636,9.13,4.86,2377,2236,1.06305903398927,65.4,0.547
"179","Mississippi Valley State",21,13,0.618,-8.03,-7.65,2332,2345,0.994456289978678,69.9,0.494
"180","Mississippi",20,14,0.588,6.53,5.8,2275,2250,1.01111111111111,66.3,0.499
"181","Missouri-Kansas City",10,21,0.323,-8.82,-1.75,1998,2204,0.906533575317604,64.5,0.538
"182","Missouri State",16,16,0.5,6.15,3.92,2110,2015,1.04714640198511,63.2,0.521
"183","Missouri",30,5,0.857,19.77,5.68,2814,2321,1.21240844463593,66.4,0.614
"184","Monmouth",12,20,0.375,-11.93,-3.18,2140,2420,0.884297520661157,69.6,0.5
"185","Montana State",12,17,0.414,-10.29,-4.62,2030,2088,0.972222222222222,68.2,0.52
"186","Montana",25,7,0.781,4.55,-3.39,2239,1985,1.127959697733,66.2,0.557
"187","Morehead State",18,15,0.545,-4.99,-3.83,2070,2018,1.02576808721506,62,0.542
"188","Morgan State",9,20,0.31,-8.41,-5.54,1934,2017,0.958849776896381,67.5,0.514
"189","Mount St. Mary's",8,21,0.276,-11.72,-4.9,1748,1946,0.89825282631038,64.4,0.502
"190","Murray State",31,2,0.939,8.74,-2.6,2412,2001,1.20539730134933,66.1,0.576
"191","Navy",3,26,0.103,-14.6,-4.74,1678,1920,0.873958333333333,61.9,0.495
"192","Nebraska",12,18,0.4,3.52,8.25,1827,1969,0.92788217369223,62.1,0.528
"193","Nevada-Las Vegas",26,9,0.743,13.55,4.37,2671,2307,1.15778066753359,69.3,0.554
"194","Nevada",28,7,0.8,4.54,-0.37,2461,2277,1.08080808080808,65.7,0.543
"195","New Hampshire",13,16,0.448,-10.09,-7.66,1774,1821,0.974190005491488,65,0.493
"196","New Mexico State",26,10,0.722,8.73,0.08,2812,2459,1.14355429036194,70.7,0.552
"197","New Mexico",28,7,0.8,15.6,3.34,2545,2076,1.22591522157996,66.3,0.565
"198","Niagara",14,19,0.424,-6.67,-2.86,2322,2448,0.948529411764706,68.4,0.509
"199","Nicholls State",10,20,0.333,-18.55,-3.94,1989,2338,0.850727117194183,68.7,0.523
"200","NJIT",15,17,0.469,-12.09,-8.27,2236,2175,1.02804597701149,67.8,0.524
"201","Norfolk State",26,10,0.722,-3.68,-5.39,2482,2416,1.0273178807947,68.4,0.523
"202","North Carolina-Asheville",24,10,0.706,3.06,-2.72,2745,2426,1.13149216817807,70.5,0.589
"203","North Carolina A&T",12,20,0.375,-12.34,-5.89,2236,2326,0.961306964746346,71.3,0.512
"204","North Carolina Central",17,15,0.531,-6.12,-6.98,2263,2020,1.12029702970297,67.8,0.566
"205","North Carolina-Greensboro",13,19,0.406,-9.67,-1.96,2231,2457,0.908017908017908,71.6,0.494
"206","North Carolina State",24,13,0.649,12.1,6.8,2697,2501,1.07836865253898,67.7,0.539
"207","North Carolina-Wilmington",10,21,0.323,-5.5,0.18,2013,2189,0.919597989949749,66.8,0.499
"208","North Carolina",32,6,0.842,21.34,7.07,3091,2549,1.21263240486465,72.6,0.531
"209","North Dakota State",17,14,0.548,0.01,-2.5,2267,2119,1.06984426616328,66.5,0.581
"210","North Dakota",17,15,0.531,-8.76,-6.33,2153,2141,1.0056048575432,68.2,0.527
"211","North Florida",16,16,0.5,-3.44,-0.05,2168,2266,0.956751985878199,67.1,0.535
"212","North Texas",18,14,0.563,-0.39,-2.56,2250,2080,1.08173076923077,68.7,0.514
"213","Northeastern",14,17,0.452,-3.27,-0.4,1941,2030,0.95615763546798,64.3,0.521
"214","Northern Arizona",5,24,0.172,-16.72,-3.53,1804,2068,0.872340425531915,66.1,0.489
"215","Northern Colorado",9,19,0.321,-6.23,-2.19,2026,2112,0.959280303030303,67,0.58
"216","Northern Illinois",5,26,0.161,-15.62,-1.79,1716,2096,0.818702290076336,63.1,0.465
"217","Northern Iowa",20,14,0.588,6.99,4.74,2216,2106,1.05223171889839,62.9,0.543
"218","Northwestern State",16,16,0.5,-6.29,-4.15,2259,2239,1.0089325591782,71,0.506
"219","Northwestern",19,14,0.576,8.87,7.84,2286,2252,1.01509769094139,62.8,0.562
"220","Notre Dame",22,12,0.647,11.18,6.47,2257,2097,1.07629947544111,61.6,0.532
"221","Oakland",20,16,0.556,0.29,-0.54,2875,2831,1.01554221123278,70.1,0.57
"222","Ohio State",31,8,0.795,23.95,9.07,2913,2333,1.24860694384912,66.8,0.556
"223","Ohio",29,8,0.784,7.17,0.17,2597,2311,1.12375594980528,66.8,0.527
"224","Oklahoma State",15,18,0.455,7.02,8.95,2209,2249,0.982214317474433,66.3,0.531
"225","Oklahoma",15,16,0.484,7.28,6.67,2142,2123,1.00894959962317,67.2,0.511
"226","Old Dominion",22,14,0.611,4.08,0.36,2368,2234,1.05998209489705,65.1,0.484
"227","Oral Roberts",27,7,0.794,5.24,-1.5,2467,2238,1.10232350312779,64.1,0.576
"228","Oregon State",21,15,0.583,8.84,3.38,2841,2617,1.0855941918227,70.9,0.56
"229","Oregon",24,10,0.706,10.19,4.72,2527,2341,1.07945322511747,67.9,0.567
"230","Pacific",11,19,0.367,-8.04,-2.61,1888,2022,0.933728981206726,63.2,0.506
"231","Penn State",12,20,0.375,3.72,7.75,1977,2106,0.938746438746439,63.6,0.485
"232","Pennsylvania",20,13,0.606,1.12,-0.1,2146,2106,1.01899335232669,63.2,0.543
"233","Pepperdine",10,19,0.345,-7.4,-0.23,1719,1911,0.899529042386185,62.9,0.48
"234","Pittsburgh",22,17,0.564,9.43,5.89,2692,2554,1.05403288958496,62.6,0.54
"235","Portland State",17,15,0.531,-4.04,-4.07,2438,2345,1.03965884861407,68.6,0.577
"236","Portland",7,24,0.226,-7.88,3.82,2018,2357,0.856173101400085,68.2,0.514
"237","Prairie View",14,18,0.438,-16.87,-10.29,2016,2101,0.959543074726321,71.1,0.454
"238","Presbyterian",14,15,0.483,-6.76,-4.65,1889,1918,0.984880083420229,62,0.558
"239","Princeton",20,12,0.625,2.57,-1,2141,1999,1.07103551775888,63.4,0.555
"240","Providence",15,17,0.469,4.16,4.56,2203,2216,0.99413357400722,65.8,0.514
"241","Purdue",22,13,0.629,13.88,8.05,2514,2310,1.08831168831169,64.6,0.536
"242","Quinnipiac",18,14,0.563,-2.01,-5.8,2271,2150,1.05627906976744,67.5,0.495
"243","Radford",6,26,0.188,-13.14,-3.34,1959,2195,0.89248291571754,66.8,0.469
"244","Rhode Island",7,24,0.226,-3.78,3.1,2126,2339,0.908935442496793,67.9,0.484
"245","Rice",19,16,0.543,1.42,1.1,2438,2322,1.04995693367786,69,0.533
"246","Richmond",16,16,0.5,4.71,2.9,2207,2149,1.0269892973476,64.7,0.549
"247","Rider",13,19,0.406,-5.4,-2.4,2291,2387,0.95978215333054,68.8,0.56
"248","Robert Morris",26,11,0.703,0.67,-4.3,2532,2348,1.07836456558773,64.9,0.521
"249","Rutgers",14,18,0.438,5.42,5.76,2095,2106,0.994776828110161,65.8,0.505
"250","Sacramento State",10,18,0.357,-9.67,-5.71,1875,1936,0.96849173553719,65.8,0.539
"251","Sacred Heart",14,18,0.438,-6.87,-5.56,2277,2319,0.981888745148771,68.3,0.556
"252","Saint Francis (PA)",6,23,0.207,-13.18,-4.42,1763,2017,0.874070401586515,64.3,0.532
"253","Saint Joseph's",20,14,0.588,8.25,4.25,2446,2310,1.05887445887446,66.2,0.56
"254","Saint Louis",26,8,0.765,15.15,4.06,2336,1960,1.19183673469388,63.2,0.55
"255","Saint Mary's (CA)",27,6,0.818,11.26,0.78,2467,2068,1.19294003868472,64.8,0.576
"256","Saint Peter's",5,26,0.161,-13.37,-2.44,1799,2138,0.841440598690365,65.7,0.48
"257","Sam Houston State",13,19,0.406,-9.09,-3.2,1875,1941,0.965996908809892,64.5,0.492
"258","Samford",11,19,0.367,-8.68,-2.96,1984,2092,0.948374760994264,63.9,0.542
"259","San Diego State",26,8,0.765,9.04,3.79,2416,2166,1.11542012927054,66.6,0.54
"260","San Diego",13,18,0.419,-3.76,0.87,2079,2179,0.954107388710418,67.3,0.538
"261","San Francisco",20,14,0.588,1.9,-0.17,2563,2413,1.0621632822213,69.5,0.558
"262","San Jose State",9,22,0.29,-7.86,-1.19,2099,2261,0.928350287483414,65.7,0.503
"263","Santa Clara",8,22,0.267,-6.79,0.96,2085,2245,0.928730512249443,67.2,0.514
"264","Savannah State",21,12,0.636,-3.59,-5.92,2089,1949,1.0718317085685,65,0.493
"265","Seattle",12,15,0.444,-4.18,-2.76,2065,2025,1.01975308641975,75.4,0.514
"266","Seton Hall",21,13,0.618,10.23,5.7,2324,2170,1.07096774193548,66,0.526
"267","Siena",14,17,0.452,-5.71,-2.94,1975,2061,0.958272683163513,65.9,0.502
"268","South Alabama",17,12,0.586,-2.81,-1.98,1935,1947,0.993836671802773,65.7,0.509
"269","South Carolina State",5,26,0.161,-20.8,-6.11,2001,2391,0.836888331242158,69.6,0.469
"270","South Carolina Upstate",21,13,0.618,-0.16,-1.6,2426,2321,1.04523912106851,69.1,0.515
"271","South Carolina",10,21,0.323,2.65,6.27,1903,2015,0.944416873449131,62.2,0.493
"272","South Dakota State",27,8,0.771,7.34,-1.87,2689,2329,1.15457277801632,66.1,0.576
"273","South Dakota",10,18,0.357,-9.56,-2.88,1982,2101,0.943360304616849,69.2,0.542
"274","South Florida",22,14,0.611,9.2,7.29,2134,2037,1.04761904761905,59.7,0.521
"275","Southeast Missouri State",15,16,0.484,-6.12,-5.33,2192,2170,1.01013824884793,65.8,0.547
"276","Southeastern Louisiana",12,17,0.414,-11.94,-6.44,1738,1795,0.968245125348189,65.4,0.479
"277","Southern California",6,26,0.188,-0.51,6.58,1683,1910,0.881151832460733,60.9,0.45
"278","SIU Edwardsville",10,17,0.37,-13.3,-5.5,1775,1924,0.922557172557173,67.9,0.533
"279","Southern Illinois",8,23,0.258,-3.51,3.12,1944,2144,0.906716417910448,66,0.486
"280","Southern Methodist",13,19,0.406,-1.26,1.34,1909,1922,0.993236212278876,60.3,0.53
"281","Southern Mississippi",25,9,0.735,7.79,3.61,2426,2212,1.09674502712477,64.5,0.517
"282","Southern Utah",14,17,0.452,-6.22,-3.18,2038,2106,0.967711301044634,64.6,0.54
"283","Southern",17,14,0.548,-16.17,-11.35,1879,1981,0.948510853104493,66,0.496
"284","St. Bonaventure",20,12,0.625,8.25,2.84,2254,2081,1.08313310908217,65,0.557
"285","St. Francis (NY)",15,15,0.5,-6.02,-6.75,2084,2062,1.01066925315228,70.1,0.53
"286","St. John's (NY)",13,19,0.406,2.63,6.98,2129,2268,0.938712522045855,67.2,0.497
