"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"287","Southern Methodist",27,10,0.73,13.73,4.97,2627,2303,1.14068606165871,66,0.561
"288","Southern Mississippi",29,7,0.806,6.84,-0.08,2596,2280,1.13859649122807,65.3,0.555
"289","Southern Utah",2,27,0.069,-19.9,-3.19,1710,2171,0.787655458314141,65.1,0.493
"290","Southern",19,13,0.594,-4.22,-7.95,2278,2006,1.13559322033898,68.1,0.527
"291","St. Bonaventure",18,15,0.545,5.92,2.64,2421,2313,1.04669260700389,68.2,0.538
"292","St. Francis (NY)",18,14,0.563,-4.64,-5.9,2207,2139,1.03179055633474,67,0.519
"293","St. John's (NY)",20,13,0.606,11.68,6.56,2403,2234,1.07564905998209,67.3,0.524
"294","Stanford",23,13,0.639,13.42,9,2616,2457,1.06471306471306,67.1,0.553
"295","Stephen F. Austin",32,3,0.914,4.82,-6.76,2661,2219,1.1991888237945,65.5,0.561
"296","Stetson",7,24,0.226,-15.81,-4.97,1916,2252,0.850799289520426,64.1,0.502
"297","Stony Brook",23,11,0.676,-1.71,-6.47,2426,2253,1.07678650687972,66.4,0.54
"298","Syracuse",28,6,0.824,16.05,7.25,2311,2012,1.1486083499006,60.5,0.522
"299","Temple",9,22,0.29,2.69,6.88,2291,2421,0.946303180503924,68.4,0.515
"300","Tennessee-Martin",8,23,0.258,-13.45,-4.82,2304,2526,0.912114014251782,71.2,0.524
"301","Tennessee State",5,25,0.167,-9.82,-1.99,2061,2265,0.909933774834437,66.8,0.519
"302","Tennessee Tech",17,16,0.515,-8.09,-4.57,2376,2376,1,69,0.542
"303","Tennessee",24,13,0.649,17.34,7.84,2672,2283,1.17038983793254,62.8,0.545
"304","Texas A&M-Corpus Christi",18,16,0.529,-6.41,-6.69,2350,2312,1.01643598615917,63.9,0.549
"305","Texas A&M",18,16,0.529,5.5,3.62,2199,2135,1.02997658079625,64,0.51
"306","Texas-Arlington",15,17,0.469,-4.92,-0.92,2443,2488,0.981913183279743,70.4,0.546
"307","Texas Christian",9,22,0.29,-1.33,7.9,1973,2247,0.878059635068981,66.6,0.503
"308","Texas-El Paso",23,11,0.676,4.39,0.05,2347,2152,1.09061338289963,65.1,0.55
"309","Texas-Rio Grande Valley",9,23,0.281,-10.65,-4.42,2101,2262,0.928824049513705,66.9,0.491
"310","Texas-San Antonio",8,22,0.267,-11.1,-1.03,2066,2304,0.896701388888889,68.2,0.532
"311","Texas Southern",19,15,0.559,-8.41,-10.07,2584,2512,1.02866242038217,68.2,0.565
"312","Texas State",8,23,0.258,-7.74,-1.4,1903,2047,0.929653150952614,63.3,0.51
"313","Texas Tech",14,18,0.438,8.61,8.61,2190,2190,1,63.5,0.538
"314","Texas",24,11,0.686,12.67,9.15,2598,2475,1.04969696969697,69.1,0.514
"315","Toledo",27,7,0.794,3.3,-1.46,2694,2490,1.08192771084337,68.6,0.557
"316","Towson",25,11,0.694,0.55,-3.06,2633,2477,1.06297941057731,65.5,0.552
"317","Troy",11,20,0.355,-6.17,-2.9,2121,2171,0.976969138645785,65.7,0.519
"318","Tulane",17,17,0.5,-7.89,-1.73,2164,2357,0.918116249469665,63.5,0.522
"319","Tulsa",21,13,0.618,6.23,1.17,2471,2299,1.07481513701609,68.7,0.532
"320","UCLA",28,9,0.757,18.4,7.62,3003,2604,1.15322580645161,70,0.579
"321","Utah State",18,14,0.563,4.77,3.09,2215,2132,1.03893058161351,62.8,0.551
"322","Utah Valley",20,12,0.625,-4.42,-3.65,2161,2093,1.03248924988055,63.8,0.544
"323","Utah",21,12,0.636,12.66,6.21,2479,2122,1.16823751178134,66.7,0.583
"324","Valparaiso",18,16,0.529,0.21,-0.24,2439,2283,1.06833114323259,66.3,0.577
"325","Vanderbilt",15,16,0.484,5.52,6.49,2002,2032,0.985236220472441,64.3,0.524
"326","Vermont",22,11,0.667,4.52,-4.57,2334,2000,1.167,64.1,0.57
"327","Villanova",29,5,0.853,18.97,7.5,2651,2261,1.17249004865104,67.6,0.574
"328","Virginia Commonwealth",26,9,0.743,14.55,4.78,2624,2282,1.1498685363716,70.3,0.512
"329","VMI",22,13,0.629,-5.53,-6.33,3089,2891,1.06848841231408,75.8,0.544
"330","Virginia Tech",9,22,0.29,1.9,5.99,1950,2077,0.938854116514203,63.6,0.504
"331","Virginia",30,7,0.811,18.38,7.86,2449,2060,1.18883495145631,60.5,0.542
"332","Wagner",19,12,0.613,-3.83,-6.73,2217,2122,1.04476908576814,69.5,0.51
"333","Wake Forest",17,16,0.515,5.49,6.73,2300,2341,0.982486117043998,67.5,0.534
"334","Washington State",10,21,0.323,1.34,7.24,1934,2081,0.929360884190293,63,0.505
"335","Washington",17,15,0.531,6.26,6.45,2384,2390,0.997489539748954,68.6,0.542
"336","Weber State",19,12,0.613,-0.92,-4.23,2254,2061,1.09364386220281,64.3,0.592
"337","West Virginia",17,16,0.515,11.78,8.02,2546,2422,1.05119735755574,68.5,0.544
"338","Western Carolina",19,15,0.559,-6.75,-6.43,2524,2469,1.02227622519239,68.1,0.526
"339","Western Illinois",10,20,0.333,-7.55,-2.74,1838,1880,0.977659574468085,62.5,0.532
"340","Western Kentucky",20,12,0.625,-1.47,-1.34,2196,2162,1.01572617946346,66.6,0.517
"341","Western Michigan",23,10,0.697,1.73,-1.45,2373,2235,1.06174496644295,66.5,0.568
"342","Wichita State",35,1,0.972,16.65,1.74,2706,2141,1.26389537599253,64.5,0.569
"343","William & Mary",20,12,0.625,-1.48,-2.29,2340,2281,1.02586584831214,64.7,0.587
"344","Winthrop",20,13,0.606,-6.43,-6.56,2442,2355,1.03694267515924,67.4,0.556
"345","Wisconsin",30,8,0.789,19.69,10.19,2793,2432,1.1484375,63.3,0.575
"346","Wofford",20,13,0.606,-4.32,-5.95,2205,2054,1.07351509250243,63,0.529
"347","Wright State",21,15,0.583,0.21,-2.8,2419,2234,1.08281110116383,65.9,0.561
"348","Wyoming",18,15,0.545,4.4,2.34,2130,2035,1.04668304668305,60.7,0.572
"349","Xavier",21,13,0.618,11.84,8.14,2442,2316,1.05440414507772,65.7,0.551
"350","Yale",19,14,0.576,-1.66,-1.28,2209,2182,1.01237396883593,64.9,0.519
"351","Youngstown State",15,17,0.469,-2.3,-1.26,2461,2370,1.03839662447257,68.8,0.567
