"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"120","Northern Colorado",3.93,102.2,98.2,68.9,0.024
"121","Texas Tech",3.8,103.3,99.5,71.9,-0.041
"122","Oral Roberts",3.65,105.9,102.3,68.9,-0.027
"123","IUPUI",3.64,107.5,103.8,64.7,0.015
"124","Northern Arizona",3.52,102.1,98.5,67.4,-0.067
"125","Rider",3.41,102.9,99.5,70.7,0.073
"126","Air Force",3.37,103.9,100.5,63.9,0.019
"127","South Florida",3.35,99.6,96.3,64.5,-0.02
"128","Vermont",3.26,98.3,95,67.3,0.063
"129","Saint Louis",3.24,95.2,92,66.6,-0.124
"130","South Carolina",3.13,97.1,94,69.7,0.01
"131","UC Santa Barbara",3.13,100.1,96.9,66.6,0.002
"132","Detroit",3.08,103.1,100,72.6,-0.022
"133","Murray St.",3.02,101,98,65.5,0.039
"134","Mississippi St.",3.01,103.3,100.3,69.1,0.06
"135","Hofstra",2.8,104.8,102,67.5,0.125
"136","Loyola Chicago",2.75,102,99.3,67.6,-0.063
"137","Arizona St.",2.72,100.2,97.5,65.7,-0.009
"138","Milwaukee",2.66,101.2,98.5,68.1,0.118
"139","Austin Peay",2.64,99.7,97.1,69.8,-0.045
"140","Saint Peter's",2.63,90.9,88.3,67.9,0.074
"141","Utah",2.53,99.7,97.2,69.9,0.033
"142","Furman",2.33,101.2,98.9,65.7,0.061
"143","New Mexico St.",2.22,101.9,99.7,69.3,-0.025
"144","Oklahoma",2.16,101.2,99.1,66.7,0.025
"145","Idaho",2.15,100.9,98.8,66.9,0.017
"146","Davidson",2.07,101.1,99,70.1,-0.035
"147","Pacific",2.05,101.7,99.7,62.5,-0.061
"148","San Francisco",2.02,99.3,97.2,70,0.082
"149","UNC Asheville",1.8,97.7,95.9,70.6,-0.011
"150","Ohio",1.79,102.7,100.9,70.2,-0.002
"151","St. Bonaventure",1.75,102.3,100.5,66.5,0.029
"152","Robert Morris",1.7,98.4,96.7,67.4,0.014
"153","Lipscomb",1.59,103.3,101.8,72.3,0
"154","East Carolina",1.37,101.1,99.7,67.8,0.028
"155","Rice",0.84,101.5,100.7,66.2,-0.063
"156","Jacksonville",0.8,95.2,94.4,69.3,0.033
"157","Central Connecticut",0.63,96.7,96,69.7,-0.009
"158","Green Bay",0.6,100.5,99.9,67.7,0.01
"159","Oregon St.",0.45,99.3,98.8,71.6,-0.044
"160","Nevada",0.43,100,99.5,70,-0.05
"161","Hawaii",0.39,96.9,96.5,70,0.044
"162","North Dakota St.",0.34,101.1,100.8,69.6,-0.132
"163","SMU",0.33,99.9,99.5,62.4,-0.018
"164","Quinnipiac",0.02,100.1,100.1,70.4,0.004
"165","Ball St.",-0.01,100,100,66.4,0.028
"166","Cal Poly",-0.07,93.8,93.9,62.9,-0.001
"167","Weber St.",-0.14,100.8,101,66.9,0.009
"168","Western Michigan",-0.15,99.8,100,69.9,0.043
"169","Evansville",-0.21,98.9,99.1,68.4,0.044
"170","TCU",-0.49,98.9,99.4,68.6,-0.076
"171","Boston University",-0.54,98.5,99.1,65.8,0.046
"172","George Washington",-0.59,97,97.5,67,0.072
"173","La Salle",-0.63,102.3,102.9,74.1,0.01
"174","American",-0.66,100.2,100.9,63.3,0.129
"175","North Texas",-0.81,104.7,105.5,70.2,0.044
"176","IPFW",-0.85,101.7,102.5,68.4,0.025
"177","Fresno St.",-0.99,98,99,68.7,-0.033
"178","San Jose St.",-1.15,100.8,101.9,69.5,0.054
"179","Sam Houston St.",-1.2,99.9,101.1,67.7,-0.031
"180","Massachusetts",-1.25,93.9,95.1,70.3,0.043
"181","Loyola MD",-1.53,99.3,100.8,68,-0.024
"182","Yale",-1.56,96.3,97.9,68.3,0.032
"183","Canisius",-1.6,98.9,100.5,68.4,-0.032
"184","Western Carolina",-1.67,94.7,96.3,71.1,0.042
"185","Penn",-1.83,98.2,100,66.2,0.006
"186","Saint Joseph's",-1.94,101.9,103.8,65.9,0.019
"187","Miami OH",-2,101.1,103.1,65.8,0.118
"188","Florida Atlantic",-2.01,98.4,100.4,65.8,0.134
"189","Lehigh",-2.13,98.3,100.5,73.1,-0.03
"190","Middle Tennessee",-2.14,94.3,96.5,69,-0.071
"191","Tulane",-2.29,98.4,100.7,67.5,-0.126
"192","Cornell",-2.32,100.8,103.1,68.2,-0.071
"193","Bradley",-2.38,97.8,100.2,68.2,-0.034
"194","Northeastern",-2.51,105.1,107.6,65.4,0.023
"195","Arkansas St.",-2.73,96.8,99.5,67,0.002
"196","Delaware",-2.99,96.7,99.7,65.8,0.058
"197","Loyola Marymount",-3.17,97.8,101,69.7,-0.1
"198","DePaul",-3.2,99.5,102.7,70.7,-0.045
"199","VMI",-3.22,106.7,110,77.3,-0.017
"200","Maine",-3.47,100.5,104,67.3,-0.054
"201","Drake",-3.48,97.7,101.2,67.4,-0.01
"202","Mercer",-3.62,96.7,100.4,68.9,-0.001
"203","UNC Wilmington",-3.72,98.8,102.5,64.1,0.002
"204","Siena",-3.75,95.3,99,70.6,-0.005
"205","St. Francis NY",-3.82,94.7,98.5,69.1,-0.016
"206","McNeese St.",-3.84,101.2,105,68.3,0.084
"207","Charlotte",-3.9,97.7,101.6,66.6,-0.011
"208","Hampton",-4.09,90.5,94.6,69.4,0.108
"209","Appalachian St.",-4.2,100.8,105,69.2,0.044
"210","Stephen F. Austin",-4.22,92.4,96.6,62.5,-0.039
"211","Tennessee Tech",-4.26,96.8,101.1,72.7,0.058
"212","Charleston Southern",-4.27,98.8,103.1,68.9,-0.061
"213","Southern Illinois",-4.32,93.1,97.4,66,0.034
"214","Columbia",-4.36,97.1,101.4,70.1,0.038
"215","Western Kentucky",-4.43,96.9,101.3,69.9,0.018
"216","Georgia St.",-4.5,91.5,96,66.2,-0.031
"217","UC Irvine",-4.54,99.2,103.7,72.6,-0.049
"218","Arkansas Little Rock",-4.54,97.1,101.7,66.9,0.032
"219","Denver",-4.63,96.2,100.8,59.5,-0.057
"220","North Florida",-4.72,96,100.7,68.4,0.087
"221","Winthrop",-4.73,92.5,97.2,68.6,-0.04
"222","Cal St. Northridge",-4.92,96.7,101.6,70.7,0.001
"223","Pepperdine",-4.94,100,105,68.8,0.006
"224","Houston",-4.98,97.6,102.6,68.2,0.006
"225","Lafayette",-5.07,99.1,104.2,67.5,-0.031
"226","Holy Cross",-5.2,97.4,102.6,67.9,-0.15
"227","William & Mary",-5.21,99.3,104.5,65.6,-0.056
"228","Wagner",-5.23,96.6,101.8,69.2,0.027
"229","UTSA",-5.32,97.9,103.2,69.7,0.086
"230","Wyoming",-5.33,94.9,100.3,69.1,-0.056
"231","Liberty",-5.4,93.8,99.1,68,0.086
"232","Stony Brook",-5.53,89.6,95.2,65.1,-0.039
"233","LSU",-5.54,91.1,96.6,68.1,-0.055
"234","Auburn",-5.61,92.9,98.5,67.2,0.001
"235","Nicholls St.",-5.77,94.1,99.8,62.9,-0.051
"236","Illinois St.",-5.91,92.7,98.6,65,-0.008
"237","Louisiana Lafayette",-5.92,94.9,100.8,70.5,0.03
"238","Brown",-6.33,99,105.3,70.9,-0.029
"239","Eastern Kentucky",-6.33,98.6,104.9,63.7,-0.027
"240","Elon",-6.48,100.5,106.9,70.5,-0.014
"241","Tennessee St.",-6.58,97.9,104.5,67.1,0.022
"242","Bowling Green",-6.65,94.1,100.7,67.3,0.017
"243","Albany",-6.73,96.8,103.6,63.3,0.025
"244","Lamar",-6.79,96.6,103.4,76,-0.126
"245","Louisiana Tech",-6.85,91.1,98,69.3,-0.006
"246","UC Davis",-6.97,99.3,106.3,69.4,-0.095
"247","Morgan St.",-7.13,90.6,97.7,69.4,0.042
"248","Mount St. Mary's",-7.5,91.1,98.6,66.9,-0.02
"249","Campbell",-7.5,94.2,101.8,66.9,-0.06
"250","Montana St.",-7.64,96.2,103.8,67.2,0.006
"251","Illinois Chicago",-7.74,92.4,100.1,67.5,-0.041
"252","Texas St.",-7.79,96.7,104.5,75.7,0.036
"253","Presbyterian",-7.81,97.6,105.5,62.4,0.046
"254","Youngstown St.",-7.83,96.7,104.5,70.8,-0.024
"255","Utah Valley",-7.85,97.3,105.2,69,0.011
"256","UT Arlington",-8.04,92.5,100.5,70.7,-0.072
"257","Cal St. Fullerton",-8.38,100.8,109.2,70.1,0.018
"258","Southeastern Louisiana",-8.38,95.2,103.6,68,0.067
"259","Wake Forest",-8.44,96.8,105.2,71.6,0.009
"260","Southern Utah",-8.76,96.6,105.3,69.5,-0.014
"261","Eastern Washington",-8.77,95.2,104,67,-0.032
"262","Northwestern St.",-8.78,97.2,106,74.4,0.1
"263","Savannah St.",-8.99,87.1,96,65,0.031
"264","Sacred Heart",-9.04,95.2,104.2,68.5,-0.013
"265","Chattanooga",-9.1,95.2,104.3,71,0.134
"266","UC Riverside",-9.16,94.3,103.4,67.6,0.062
"267","Coppin St.",-9.34,94.5,103.9,71.5,0.022
"268","Portland St.",-9.39,100.1,109.5,70,0.065
"269","Seattle",-9.48,89.2,98.7,75.1,0.046
"270","Gardner Webb",-9.55,91.1,100.6,66.7,-0.016
"271","Navy",-9.57,89,98.5,73.4,-0.038
"272","UMKC",-9.61,97.9,107.5,67,0.114
"273","Central Michigan",-9.85,88.4,98.2,66.2,-0.005
"274","Northern Illinois",-9.9,95.3,105.2,70.7,-0.029
"275","Troy",-10.03,94.4,104.4,72.8,-0.037
"276","Texas Southern",-10.17,89.4,99.6,68.5,0.136
"277","St. Francis PA",-10.27,96,106.3,67.9,-0.016
"278","Monmouth",-10.31,90.4,100.7,65.8,-0.029
"279","Army",-10.32,95.4,105.7,70.1,-0.03
"280","Towson",-10.33,102.1,112.4,67.8,-0.07
"281","Jackson St.",-10.34,91.9,102.2,66.8,-0.001
"282","The Citadel",-10.38,97.1,107.5,65,-0.055
"283","Eastern Michigan",-10.49,86.2,96.7,68.6,-0.109
"284","UNC Greensboro",-10.58,96.1,106.7,72.6,-0.031
"285","Florida Gulf Coast",-10.92,90.7,101.7,70.4,-0.001
"286","New Hampshire",-11.06,87.1,98.2,64.8,0.029
"287","FIU",-11.06,96.9,107.9,71,-0.013
"288","South Dakota",-11.25,96.3,107.6,73.6,-0.031
"289","Fordham",-11.46,94.1,105.5,69.4,0.012
"290","Hartford",-11.47,89.2,100.7,65.6,-0.011
"291","Bethune Cookman",-11.7,96.1,107.8,64.1,0.147
"292","Jacksonville St.",-11.92,91.7,103.6,64.6,-0.078
"293","North Carolina A&T",-12.02,95.3,107.3,70.9,0.049
"294","San Diego",-12.06,89.8,101.9,66.6,-0.03
"295","South Alabama",-12.19,95.7,107.9,70.3,0.041
"296","Southeast Missouri St.",-12.23,93.8,106,68.8,-0.019
"297","Tennessee Martin",-12.34,94,106.4,71.1,-0.002
"298","Norfolk St.",-12.37,93.9,106.2,71.7,-0.009
"299","North Dakota",-12.56,89,101.6,69.4,0.094
"300","Stetson",-12.67,92.6,105.3,68.2,0.007
"301","Niagara",-12.73,88.2,101,70.3,0.02
"302","Idaho St.",-12.73,94.5,107.2,67,-0.003
"303","Alabama St.",-12.94,88.3,101.2,67.5,0.031
"304","Eastern Illinois",-13.03,89.5,102.6,65.2,-0.016
"305","Bryant",-13.53,96.5,110.1,68.2,0.033
"306","Delaware St.",-13.59,95.5,109.1,62.8,-0.065
"307","Cal St. Bakersfield",-14.06,94,108,70.1,0.037
"308","Mississippi Valley St.",-14.08,90.1,104.1,74.4,0.035
"309","Samford",-14.1,92.6,106.7,63.2,0.074
"310","High Point",-14.14,91.3,105.5,69.5,0.083
"311","NJIT",-14.17,89.1,103.3,69.6,0.017
"312","Manhattan",-14.36,92.2,106.5,65.6,0.026
"313","North Carolina Central",-14.71,92,106.7,68.7,0.088
"314","Colgate",-14.94,93,107.9,69.2,-0.031
"315","Binghamton",-15.31,93.4,108.7,64.7,-0.041
"316","Texas A&M Corpus Chris",-15.76,89.3,105,67.4,0.042
"317","Kennesaw St.",-16.01,94.5,110.5,67.2,0
"318","USC Upstate",-16.1,88.4,104.5,66.3,0.017
"319","Longwood",-16.15,99.4,115.6,72.5,0.025
"320","Sacramento St.",-16.17,90,106.2,65.8,-0.027
"321","Fairleigh Dickinson",-16.24,89.4,105.7,69,-0.026
"322","Alabama A&M",-16.3,83.9,100.2,72.6,-0.002
"323","Marist",-16.3,91.2,107.5,68,0.008
"324","Dartmouth",-16.32,87.6,103.9,68.1,-0.014
"325","Florida A&M",-18.14,84.4,102.6,69.6,0.006
"326","Louisiana Monroe",-18.68,91,109.7,64.5,-0.022
"327","South Carolina St.",-18.69,87.9,106.6,69.1,-0.049
"328","Georgia Southern",-18.92,86.4,105.3,68.7,-0.064
"329","Grambling St.",-19.26,83.6,102.8,69.6,0.044
"330","Western Illinois",-19.57,83.8,103.4,64.3,0.003
"331","Radford",-19.87,83.1,102.9,69.2,0.007
"332","Toledo",-20.29,88.6,108.9,65.5,-0.038
"333","Texas Pan American",-20.58,90.1,110.7,69.1,-0.074
"334","Prairie View A&M",-21.27,82.5,103.8,69.3,-0.025
"335","Maryland Eastern Shore",-21.43,87.8,109.2,72.2,0.027
"336","Houston Baptist",-21.65,87.4,109.1,74.1,0.019
"337","Central Arkansas",-21.72,86.7,108.5,72.6,-0.071
"338","Arkansas Pine Bluff",-21.79,85.4,107.2,68.7,0.004
"339","UMBC",-21.96,92.6,114.6,69.1,0.025
"340","Howard",-23.66,83.9,107.6,68,0.023
"341","Alcorn St.",-24.8,82.9,107.7,78.2,-0.02
"342","SIU Edwardsville",-25.73,83.1,108.8,71.4,0.053
"343","Chicago St.",-28,86.4,114.4,73.4,-0.005
"344","Centenary",-28.79,80.7,109.5,71.4,-0.022
"345","Southern",-29.87,78.8,108.7,68.1,-0.036
