"","team","W_L","AdjEM","AdjO","AdjD","AdjT","luck"
"183","East Carolina","10-18","-1.75","100.1","101.9","66.2","+.037"
"184","Buffalo","12-18","-1.81","97.4","99.2","68.9","-.035"
"185","Northern Illinois","12-16","-1.97","103.5","105.5","73.8","-.007"
"186","Jacksonville","16-12","-1.98","96.6","98.6","68.4","-.021"
"187","Louisiana Monroe","19-12","-2.02","97.9","99.9","71.2","+.137"
"188","Boise St.","12-17","-2.22","96.0","98.2","66.5","+.016"
"189","UTEP","9-22","-2.37","99.2","101.5","69.6","-.087"
"190","Vermont","21-8","-2.47","103.6","106.1","69.4","+.026"
"191","Florida Atlantic","18-12","-2.48","97.5","100.0","71.6","+.061"
"192","Cleveland St.","12-16","-2.63","95.4","98.0","69.9","-.035"
"193","West Virginia","7-20","-2.64","101.3","103.9","73.4","-.030"
"194","Boston University","22-10","-2.79","99.1","101.9","65.9","+.102"
"195","Gardner Webb","13-8","-2.85","99.2","102.1","75.8","+.078"
"196","Radford","14-16","-2.86","95.7","98.6","71.1","-.103"
"197","Austin Peay","11-18","-2.98","97.3","100.2","69.2","-.038"
"198","George Washington","12-16","-3.16","100.4","103.6","71.8","+.089"
"199","Penn St.","7-21","-3.17","97.0","100.2","69.1","-.032"
"200","Sam Houston St.","14-14","-3.21","98.0","101.2","74.1","-.041"
"201","Wagner","19-10","-3.21","100.9","104.1","75.4","+.017"
"202","Middle Tennessee","13-15","-3.36","94.7","98.0","67.8","+.040"
"203","Rice","10-19","-3.47","95.9","99.3","69.0","-.052"
"204","Central Michigan","8-19","-3.48","99.5","103.0","69.5","-.062"
"205","Brown","16-10","-3.73","103.7","107.4","73.5","+.059"
"206","American","18-12","-4.00","98.9","102.9","65.0","+.057"
"207","Green Bay","9-21","-4.20","103.3","107.5","63.6","-.118"
"208","Fairfield","12-17","-4.31","97.1","101.4","73.2","-.055"
"209","Centenary","10-13","-4.38","99.3","103.7","67.9","-.031"
"210","Montana","14-15","-4.49","100.3","104.8","70.4","+.053"
"211","Santa Clara","12-15","-4.56","99.0","103.5","67.9","+.068"
"212","Bradley","9-20","-4.60","93.1","97.7","65.3","-.047"
"213","Fordham","8-20","-4.77","97.2","102.0","75.5","+.021"
"214","Texas A&M","8-22","-4.77","95.2","100.0","69.7","+.011"
"215","Southern Utah","9-16","-4.80","98.3","103.1","65.0","-.038"
"216","Washington St.","6-21","-4.93","102.1","107.1","71.4","-.088"
"217","Belmont","11-17","-4.98","106.7","111.7","67.1","-.025"
"218","Iona","13-17","-5.08","96.3","101.4","72.5","-.019"
"219","Northern Arizona","12-14","-5.31","94.2","99.5","69.0","+.025"
"220","Winthrop","17-12","-5.33","95.2","100.5","68.0","+.039"
"221","Hofstra","12-20","-5.43","92.7","98.1","72.3","+.026"
"222","William & Mary","9-19","-5.61","94.5","100.1","66.9","-.030"
"223","Colgate","15-11","-5.62","99.7","105.3","68.9","+.043"
"224","Howard","18-13","-5.66","99.7","105.3","71.7","+.030"
"225","Duquesne","9-19","-5.82","97.1","102.9","68.2","+.000"
"226","Saint Mary's","8-20","-5.89","89.1","95.0","67.1","-.044"
"227","Akron","9-21","-5.93","103.1","109.0","67.5","-.027"
"228","Indiana St.","6-22","-6.13","96.2","102.4","65.5","-.042"
"229","Southwest Texas St.","11-16","-6.25","98.1","104.3","72.7","-.038"
"230","Appalachian St.","8-18","-6.27","100.0","106.2","74.4","-.007"
"231","Western Carolina","8-16","-6.34","98.0","104.3","73.6","-.005"
"232","Eastern Illinois","12-16","-6.36","100.0","106.4","72.4","+.056"
"233","Monmouth","18-12","-6.38","94.5","100.8","67.8","+.097"
"234","FIU","9-20","-6.57","94.2","100.8","66.7","-.012"
"235","Rhode Island","8-20","-6.74","95.5","102.2","67.1","+.061"
"236","Tennessee St.","9-17","-6.75","101.1","107.8","74.3","-.034"
"237","Harvard","14-12","-6.77","92.1","98.8","68.8","+.056"
"238","Lafayette","14-14","-6.87","100.6","107.5","71.1","+.008"
"239","Columbia","10-16","-6.96","89.1","96.0","61.3","-.035"
"240","Northwestern St.","12-18","-7.10","98.4","105.5","72.0","-.006"
"241","VMI","7-18","-7.23","97.2","104.4","78.6","+.015"
"242","Delaware St.","15-13","-7.32","97.5","104.8","64.8","+.010"
"243","UMBC","20-9","-7.37","94.0","101.3","72.1","+.063"
"244","Wofford","7-18","-7.70","91.9","99.6","69.0","+.014"
"245","Jacksonville St.","13-16","-7.91","99.4","107.4","67.6","-.028"
"246","Tennessee Martin","11-14","-7.92","97.3","105.2","72.8","+.077"
"247","Lamar","15-14","-8.00","96.2","104.3","70.9","+.062"
"248","Portland St.","11-16","-8.08","102.5","110.6","71.2","+.083"
"249","Texas A&M Corpus Chris","10-15","-8.09","99.2","107.3","75.0","-.009"
"250","UT Arlington","11-15","-8.39","100.1","108.5","73.5","+.007"
"251","San Jose St.","9-20","-8.44","96.5","104.9","64.8","+.049"
"252","Alcorn St.","20-10","-8.69","98.1","106.8","74.2","+.097"
"253","UC Riverside","7-18","-8.80","96.9","105.7","68.8","-.020"
"254","St. Francis NY","18-11","-9.01","98.3","107.3","75.3","+.031"
"255","South Alabama","5-21","-9.02","93.9","102.9","68.5","-.117"
"256","Denver","7-20","-9.07","96.9","106.0","67.1","-.085"
"257","Canisius","10-20","-9.09","94.4","103.5","68.2","-.058"
"258","Portland","6-24","-9.20","95.1","104.3","74.3","-.028"
"259","Quinnipiac","14-16","-9.28","98.8","108.0","75.6","-.044"
"260","Western Illinois","10-16","-9.29","100.3","109.6","70.1","+.015"
"261","Stephen F. Austin","12-15","-9.39","91.8","101.1","65.2","+.015"
"262","Alabama A&M","17-10","-9.53","90.2","99.7","79.9","+.002"
"263","UNC Asheville","12-14","-9.71","96.6","106.3","70.8","+.051"
"264","Loyola Marymount","8-20","-9.85","96.9","106.7","70.6","+.014"
"265","Evansville","7-21","-9.89","95.9","105.8","70.1","+.003"
"266","South Carolina St.","14-15","-10.48","94.1","104.6","69.8","+.109"
"267","Idaho St.","8-17","-10.72","94.5","105.2","70.8","+.014"
"268","Stetson","9-16","-11.01","95.9","106.9","73.3","+.054"
"269","Bucknell","13-16","-11.27","92.3","103.6","66.8","+.059"
"270","Navy","9-20","-11.49","91.9","103.4","71.6","-.089"
"271","North Carolina A&T","10-17","-11.82","90.8","102.6","71.8","+.024"
"272","Alabama St.","18-12","-12.61","88.0","100.6","65.8","+.082"
"273","Southeast Missouri St.","4-22","-12.64","99.2","111.9","69.1","-.117"
"274","Towson","11-18","-12.88","88.3","101.2","68.2","+.112"
"275","Hartford","14-18","-12.88","89.8","102.6","66.3","+.049"
"276","Sacramento St.","7-19","-13.00","94.4","107.4","74.5","-.076"
"277","Idaho","8-19","-13.36","90.2","103.5","61.2","+.062"
"278","Charleston Southern","10-17","-13.41","88.6","102.1","69.2","+.016"
"279","Florida A&M","9-19","-13.51","91.7","105.2","70.5","-.019"
"280","Northeastern","7-21","-13.55","95.8","109.4","73.4","-.129"
"281","Elon","11-16","-13.56","89.0","102.5","73.4","+.048"
"282","Mississippi Valley St.","11-16","-13.65","99.0","112.7","71.3","-.041"
"283","Maine","12-18","-13.93","92.0","106.0","65.4","+.007"
"284","Cal St. Fullerton","4-22","-14.27","92.7","107.0","67.3","-.056"
"285","Bethune Cookman","12-17","-14.59","92.8","107.3","70.5","+.038"
"286","Youngstown St.","4-23","-14.66","93.6","108.2","68.7","-.003"
"287","New Hampshire","10-17","-14.91","94.8","109.7","71.6","+.017"
"288","Norfolk St.","10-19","-14.96","91.6","106.6","71.8","+.062"
"289","Army","10-16","-15.07","93.3","108.4","69.6","+.047"
"290","Robert Morris","12-18","-15.17","97.2","112.4","67.7","+.026"
"291","IPFW","3-21","-15.27","94.7","110.0","75.2","-.033"
"292","Binghamton","9-19","-15.39","90.5","105.9","69.1","-.060"
"293","Jackson St.","9-19","-15.43","94.8","110.2","71.2","-.051"
"294","Mercer","5-23","-15.58","94.0","109.6","70.1","-.028"
"295","Eastern Kentucky","4-20","-15.69","91.3","107.0","72.3","+.011"
"296","Maryland Eastern Shore","11-18","-16.04","96.7","112.7","66.0","+.043"
"297","Birmingham Southern","11-14","-16.19","92.2","108.4","64.0","+.029"
"298","Lehigh","4-23","-16.21","90.9","107.1","71.5","-.113"
"299","Sacred Heart","8-20","-16.59","94.2","110.8","73.7","-.074"
"300","Southeastern Louisiana","6-20","-16.66","87.1","103.8","62.5","-.005"
"301","Campbell","7-19","-16.69","98.8","115.5","69.8","+.052"
"302","High Point","9-19","-17.02","94.6","111.7","68.8","+.017"
"303","Cornell","4-22","-17.47","87.1","104.5","66.2","-.031"
"304","Dartmouth","8-18","-17.68","97.9","115.6","63.6","+.037"
"305","St. Francis PA","6-21","-17.98","87.3","105.2","67.1","-.073"
"306","Coastal Carolina","8-20","-18.19","93.8","112.0","73.8","+.028"
"307","Eastern Michigan","5-24","-18.21","94.8","113.0","68.9","+.016"
"308","Saint Peter's","4-24","-18.60","90.8","109.4","72.5","+.007"
"309","Grambling St.","8-19","-18.90","95.2","114.1","76.2","+.005"
"310","Lipscomb","4-21","-19.31","91.5","110.8","71.8","+.010"
"311","Texas Southern","11-17","-19.54","92.6","112.1","70.0","+.078"
"312","Stony Brook","6-22","-20.06","89.3","109.4","67.8","+.001"
"313","Loyola MD","5-23","-20.28","84.5","104.8","67.5","+.015"
"314","Albany","8-20","-20.31","84.9","105.3","64.2","+.039"
"315","Coppin St.","5-24","-21.02","85.9","106.9","66.1","-.063"
"316","Morgan St.","3-25","-21.25","87.9","109.2","71.4","-.019"
"317","Southern","7-19","-21.55","91.9","113.4","74.5","-.003"
"318","Fairleigh Dickinson","4-25","-22.73","91.3","114.0","71.9","-.103"
"319","Prairie View A&M","9-19","-23.34","87.6","110.9","76.1","+.076"
"320","Chicago St.","1-26","-24.51","87.4","111.9","71.6","-.027"
"321","LIU Brooklyn","5-22","-24.91","95.4","120.3","76.0","+.004"
"322","Liberty","3-24","-25.11","83.6","108.7","73.5","+.010"
"323","Nicholls St.","1-25","-26.25","85.0","111.2","70.4","-.070"
"324","Arkansas Pine Bluff","2-26","-28.81","80.2","109.0","77.2","-.014"
"325","Mount St. Mary's","3-24","-29.37","83.1","112.4","68.7","+.019"
"326","Morris Brown","4-23","-29.94","82.8","112.7","69.1","+.044"
"327","Savannah St.","2-24","-31.19","76.1","107.3","68.5","-.021"
