"","team","W_L","AdjEM","AdjO","AdjD","AdjT","luck"
"59","Florida St.","19-15","+11.97","104.6","92.6","68.6","-.034"
"60","UAB","23-11","+11.77","106.4","94.6","69.9","+.017"
"61","Utah","18-15","+11.74","107.0","95.3","65.4","-.111"
"62","Dayton","23-11","+11.72","108.0","96.3","64.0","+.056"
"63","Maryland","19-15","+11.72","103.6","91.9","73.2","-.042"
"64","Southern Illinois","18-15","+11.72","101.9","90.1","64.1","-.032"
"65","South Alabama","26-7","+11.50","108.4","96.9","68.3","-.000"
"66","IUPUI","26-7","+11.43","112.5","101.0","64.7","-.020"
"67","California","17-16","+11.25","112.0","100.8","70.8","-.013"
"68","VCU","24-8","+11.22","100.5","89.3","67.0","-.040"
"69","Washington","16-17","+11.10","105.3","94.2","71.9","-.070"
"70","Houston","24-10","+11.05","110.0","99.0","72.5","-.044"
"71","Minnesota","20-14","+10.99","104.3","93.4","67.9","-.024"
"72","Rhode Island","21-12","+10.96","111.0","100.0","73.3","-.059"
"73","Oklahoma St.","17-16","+10.65","105.2","94.5","67.7","-.031"
"74","Creighton","22-11","+10.60","104.6","94.0","68.5","+.049"
"75","Wake Forest","17-13","+10.58","103.7","93.2","71.9","-.015"
"76","Akron","24-11","+10.15","106.3","96.2","66.6","-.008"
"77","Oral Roberts","24-9","+10.10","100.5","90.4","66.8","+.032"
"78","Duquesne","17-13","+9.77","105.1","95.4","76.9","-.086"
"79","Kentucky","18-13","+9.74","104.6","94.9","65.6","+.011"
"80","George Mason","23-11","+9.49","106.8","97.3","64.8","-.009"
"81","Tulsa","25-14","+9.48","102.8","93.3","67.7","+.019"
"82","Miami OH","17-16","+9.42","104.5","95.1","61.3","-.038"
"83","Charlotte","20-14","+9.40","100.7","91.3","70.2","-.006"
"84","Texas Tech","16-15","+9.36","103.4","94.0","71.0","+.014"
"85","Providence","15-16","+9.29","106.4","97.1","69.4","-.025"
"86","Alabama","17-16","+8.92","106.8","97.9","70.1","-.054"
"87","Bradley","21-17","+8.81","108.6","99.8","70.7","-.021"
"88","Missouri St.","17-16","+8.26","103.9","95.6","68.0","-.064"
"89","Cal St. Fullerton","24-9","+8.25","108.1","99.8","74.5","-.009"
"90","Virginia","17-16","+7.90","106.6","98.7","72.1","-.023"
"91","Georgia","17-17","+7.89","100.2","92.3","68.0","-.032"
"92","Siena","23-11","+7.86","104.8","96.9","71.3","+.036"
"93","San Diego St.","20-13","+7.84","100.7","92.9","67.3","-.006"
"94","Western Michigan","20-12","+7.76","103.6","95.8","67.2","-.022"
"95","Ohio","20-13","+7.37","105.1","97.7","66.4","+.019"
"96","Stephen F. Austin","26-6","+7.37","103.5","96.2","61.9","+.029"
"97","Southern Miss","19-14","+6.84","104.0","97.2","67.2","-.030"
"98","UCF","16-15","+6.83","104.3","97.5","68.3","-.105"
"99","New Mexico St.","21-14","+6.80","104.7","98.0","73.4","-.060"
"100","UNC Greensboro","19-12","+6.75","104.4","97.7","67.7","+.015"
"101","Cleveland St.","21-13","+6.49","99.1","92.6","68.2","+.034"
"102","Nevada","21-12","+6.45","104.2","97.8","70.8","+.014"
"103","Cincinnati","13-19","+6.45","101.2","94.8","66.2","-.007"
"104","Winthrop","22-12","+6.30","95.5","89.2","65.0","-.001"
"105","Boston College","14-17","+6.25","104.8","98.6","68.8","-.015"
"106","South Carolina","14-18","+5.93","104.4","98.5","68.6","-.086"
"107","Seton Hall","17-15","+5.87","106.1","100.2","72.7","+.040"
"108","Utah St.","24-11","+5.68","111.1","105.4","66.0","+.038"
"109","UTEP","19-14","+5.62","102.8","97.2","74.2","-.012"
"110","North Carolina St.","15-16","+5.42","103.8","98.4","66.6","+.043"
"111","South Florida","12-19","+5.33","103.6","98.3","67.1","-.098"
"112","Portland St.","23-10","+5.25","104.7","99.5","69.3","+.062"
"113","DePaul","11-19","+5.18","107.8","102.6","69.4","-.031"
"114","Illinois Chicago","18-15","+5.13","100.8","95.7","68.5","-.015"
"115","LSU","13-18","+5.09","100.9","95.8","69.0","-.081"
"116","Wright St.","21-10","+4.97","100.5","95.6","62.7","+.064"
"117","UC Santa Barbara","23-9","+4.84","99.1","94.2","68.3","+.061"
"118","Old Dominion","18-16","+4.84","102.8","98.0","65.8","-.035"
"119","Valparaiso","22-14","+4.62","103.3","98.7","69.1","+.048"
"120","Rider","23-11","+4.54","104.6","100.1","71.7","+.011"
"121","San Diego","22-14","+4.51","97.5","93.0","66.6","+.046"
"122","Northern Iowa","18-14","+4.47","102.3","97.8","62.4","+.042"
"123","Iowa St.","14-18","+4.42","97.9","93.5","67.1","-.017"
"124","Cornell","22-6","+4.40","106.4","102.0","70.8","+.087"
"125","Colorado","12-20","+4.10","101.7","97.6","63.5","-.066"
"126","Boise St.","25-9","+3.78","105.0","101.2","73.7","+.086"
"127","UMBC","24-9","+3.78","108.5","104.8","67.0","+.055"
"128","Georgia Southern","20-12","+3.67","101.9","98.2","72.4","+.018"
"129","Belmont","25-9","+3.41","105.5","102.1","72.2","+.075"
"130","Penn St.","15-16","+3.38","103.6","100.2","66.1","+.030"
"131","Cal St. Northridge","20-10","+3.36","98.7","95.3","75.8","+.023"
"132","Brown","19-10","+3.11","105.3","102.2","64.1","+.042"
"133","Indiana St.","15-16","+3.07","101.9","98.8","67.1","+.042"
"134","North Texas","20-11","+3.05","102.1","99.0","71.4","-.023"
"135","North Dakota St.","16-13","+2.93","103.3","100.4","70.2","-.064"
"136","Niagara","19-10","+2.90","102.5","99.6","73.4","+.025"
"137","Sam Houston St.","23-8","+2.69","93.4","90.7","70.7","+.023"
"138","Michigan","10-22","+2.66","99.9","97.2","67.1","-.036"
"139","Marshall","16-14","+2.54","102.2","99.6","65.9","-.007"
"140","St. John's","11-19","+2.46","94.5","92.0","67.7","-.012"
"141","Oakland","17-14","+2.38","107.7","105.3","70.3","-.015"
"142","Appalachian St.","18-13","+2.32","102.2","99.8","68.6","+.004"
"143","Robert Morris","26-8","+2.30","99.5","97.2","72.5","+.076"
"144","Pacific","21-10","+2.24","103.7","101.5","66.7","+.047"
"145","Iowa","13-19","+2.05","95.0","93.0","61.8","-.024"
"146","Auburn","14-16","+1.98","105.9","103.9","68.3","+.007"
"147","Green Bay","15-15","+1.95","103.5","101.5","68.4","+.020"
"148","Marist","18-14","+1.90","101.9","100.0","67.3","+.017"
"149","La Salle","15-17","+1.90","103.7","101.8","72.3","-.004"
"150","American","21-12","+1.70","103.4","101.7","63.5","+.045"
"151","Richmond","16-15","+1.44","98.4","97.0","64.6","+.103"
"152","Northeastern","14-17","+1.43","98.8","97.4","64.8","-.043"
"153","Santa Clara","15-16","+1.38","97.6","96.2","62.9","-.064"
"154","Northern Arizona","21-11","+1.35","101.9","100.5","69.5","+.050"
"155","Wichita St.","11-20","+1.32","99.5","98.2","64.4","-.069"
"156","Air Force","16-14","+1.09","97.4","96.3","59.5","-.006"
"157","Saint Louis","16-15","+0.93","96.3","95.4","61.9","+.067"
"158","Chattanooga","18-13","+0.73","98.4","97.7","74.8","+.049"
"159","Fordham","12-17","+0.71","99.1","98.4","65.7","-.030"
"160","Lamar","19-11","+0.61","104.6","104.0","73.4","-.002"
"161","UC Irvine","18-16","+0.39","100.8","100.4","65.9","-.028"
"162","UNC Wilmington","20-13","+0.31","104.4","104.1","69.4","+.062"
"163","Loyola MD","19-14","+0.13","103.5","103.3","68.5","+.052"
"164","Tulane","17-15","-0.02","98.3","98.3","67.1","+.073"
"165","Middle Tennessee","17-15","-0.18","101.2","101.4","66.0","+.063"
"166","Milwaukee","14-16","-0.28","96.7","97.0","70.2","+.035"
"167","Austin Peay","24-11","-0.28","101.0","101.3","68.8","+.084"
"168","College of Charleston","16-17","-0.33","102.7","103.1","69.2","-.024"
"169","Holy Cross","15-14","-0.96","97.2","98.2","63.0","-.014"
"170","George Washington","9-17","-1.03","96.8","97.9","66.7","-.057"
"171","Morgan St.","22-11","-1.07","95.9","97.0","67.2","+.016"
"172","UNC Asheville","23-10","-1.24","103.3","104.5","68.3","+.102"
"173","Mount St. Mary's","19-15","-1.29","95.7","97.0","69.6","+.016"
"174","East Tennessee St.","19-13","-1.40","99.9","101.3","75.1","+.067"
"175","Vermont","16-15","-1.66","97.6","99.3","71.6","-.055"
"176","Albany","15-15","-1.79","99.3","101.0","66.6","-.063"
"177","TCU","14-16","-1.82","97.1","98.9","69.7","-.018"
"178","Central Michigan","14-17","-2.02","99.4","101.4","71.7","+.082"
"179","New Orleans","19-13","-2.07","100.9","102.9","70.6","+.049"
"180","UT Arlington","21-12","-2.19","97.7","99.9","71.9","+.046"
"181","Buffalo","10-20","-2.34","96.7","99.0","74.2","-.105"
"182","Rutgers","11-20","-2.42","92.2","94.7","68.5","+.020"
"183","Eastern Michigan","14-17","-2.45","100.6","103.1","66.2","-.001"
"184","High Point","17-14","-2.62","99.8","102.5","65.3","-.076"
"185","Lafayette","15-15","-2.63","102.9","105.6","71.3","-.035"
"186","Elon","14-19","-2.64","94.3","96.9","65.5","+.001"
"187","Weber St.","16-14","-2.71","96.7","99.4","66.9","+.013"
"188","Gardner Webb","16-16","-2.87","99.8","102.7","73.8","-.037"
"189","William & Mary","17-16","-2.90","96.5","99.4","64.2","+.052"
"190","Fresno St.","13-19","-2.93","95.2","98.1","69.9","-.097"
"191","Northwestern","8-22","-3.11","101.1","104.2","64.0","-.058"
"192","Colgate","18-14","-3.14","93.9","97.1","67.8","+.038"
"193","Arkansas Little Rock","20-11","-3.20","91.5","94.7","68.3","+.092"
"194","Wyoming","12-18","-3.27","97.0","100.2","71.5","-.019"
"195","Louisiana Lafayette","15-15","-3.35","93.9","97.2","66.7","+.034"
"196","Lipscomb","15-16","-3.48","97.3","100.7","70.0","-.077"
"197","Montana","14-16","-3.51","103.3","106.9","65.0","-.079"
"198","IPFW","13-18","-3.68","96.5","100.2","68.9","-.008"
"199","Central Connecticut","14-16","-3.81","100.2","104.0","66.6","-.070"
"200","Navy","16-14","-3.83","97.3","101.1","76.6","-.068"
"201","Loyola Chicago","12-19","-3.83","95.8","99.6","63.9","+.037"
"202","Murray St.","18-13","-3.92","100.4","104.3","67.8","-.023"
"203","Wofford","16-16","-4.11","101.9","106.0","64.9","+.035"
"204","Bowling Green","13-17","-4.28","96.5","100.7","67.0","+.050"
"205","Delaware","14-17","-4.41","94.4","98.8","67.7","+.055"
"206","Southeastern Louisiana","17-13","-4.42","92.7","97.1","67.6","+.002"
"207","Alabama St.","20-11","-4.47","98.6","103.0","67.8","-.033"
"208","Liberty","16-16","-4.47","99.8","104.3","66.0","-.062"
"209","Sacred Heart","18-14","-4.57","97.8","102.4","71.0","+.044"
"210","Fairfield","14-16","-4.77","101.5","106.2","63.6","+.071"
"211","Jacksonville","18-13","-4.86","98.7","103.5","69.8","+.088"
"212","Hampton","18-12","-5.01","90.2","95.2","70.1","+.012"
"213","LIU Brooklyn","15-15","-5.01","96.5","101.5","72.8","-.023"
"214","Hofstra","12-18","-5.03","94.2","99.2","70.2","-.001"
"215","Utah Valley St.","15-14","-5.08","101.1","106.2","65.3","-.045"
"216","James Madison","13-17","-5.16","100.2","105.4","71.9","-.029"
"217","Evansville","9-21","-5.48","95.4","100.9","65.4","-.044"
"218","St. Bonaventure","8-22","-5.49","101.0","106.5","67.6","-.057"
"219","Iona","12-20","-5.54","91.8","97.3","69.6","-.026"
"220","Southern Utah","11-19","-5.70","98.1","103.8","68.5","+.027"
"221","Toledo","11-19","-5.74","90.7","96.4","67.8","+.083"
"222","Binghamton","14-16","-5.75","95.9","101.6","66.1","-.018"
"223","Youngstown St.","9-21","-5.76","93.9","99.6","70.5","+.014"
"224","Florida Atlantic","15-18","-5.77","98.5","104.3","72.1","+.029"
"225","Boston University","14-17","-5.95","93.8","99.7","66.1","+.010"
"226","East Carolina","11-19","-5.96","99.8","105.7","67.9","-.036"
"227","Pepperdine","11-21","-6.23","95.8","102.0","75.8","-.008"
"228","Wagner","23-8","-6.24","94.1","100.3","70.4","+.226"
"229","Tennessee St.","15-17","-6.57","99.9","106.4","71.8","-.020"
"230","Hawaii","11-19","-6.88","98.5","105.3","70.0","-.054"
"231","Yale","13-15","-6.95","96.9","103.8","68.1","+.018"
"232","Montana St.","15-15","-6.95","100.5","107.5","70.3","+.016"
"233","Ball St.","6-24","-7.02","92.2","99.2","64.1","-.049"
"234","Denver","11-19","-7.02","95.2","102.3","58.3","-.042"
"235","Manhattan","12-19","-7.12","98.4","105.5","69.1","-.062"
"236","McNeese St.","13-16","-7.12","92.4","99.5","69.0","+.005"
"237","Quinnipiac","15-15","-7.17","100.8","108.0","69.9","+.025"
"238","Northern Colorado","13-16","-7.20","96.3","103.5","70.3","-.010"
"239","Bucknell","12-19","-7.24","92.1","99.3","65.7","+.048"
"240","Towson","13-18","-7.28","95.9","103.2","68.4","+.039"
"241","Troy","12-19","-7.31","100.7","108.0","72.9","-.031"
"242","Nicholls St.","10-21","-7.33","90.7","98.0","68.8","-.046"
"243","Western Carolina","10-21","-7.49","94.5","102.0","66.5","-.040"
"244","Hartford","18-16","-7.54","98.6","106.1","69.9","+.116"
"245","Texas Pan American","18-13","-7.58","101.8","109.3","67.5","-.004"
"246","Oregon St.","6-25","-7.74","91.1","98.8","68.6","-.052"
"247","Tennessee Martin","17-16","-7.96","102.0","110.0","71.1","+.027"
"248","Eastern Washington","11-19","-7.98","92.8","100.8","67.1","-.032"
"249","Tennessee Tech","13-19","-8.00","96.0","104.0","73.3","-.087"
"250","Detroit","7-23","-8.11","96.8","104.9","63.5","-.062"
"251","Lehigh","14-15","-8.15","92.1","100.2","67.5","+.026"
"252","Georgia St.","9-21","-8.28","94.9","103.1","64.8","-.017"
"253","Northwestern St.","15-18","-8.35","95.0","103.3","75.5","+.089"
"254","VMI","14-15","-8.39","102.0","110.4","80.3","-.041"
"255","Drexel","12-20","-8.41","87.3","95.8","67.5","+.014"
"256","San Francisco","10-21","-8.44","95.2","103.6","68.9","-.043"
"257","Western Illinois","12-18","-8.47","94.6","103.0","69.4","+.008"
"258","UMKC","11-21","-8.48","95.8","104.3","69.1","+.011"
"259","San Jose St.","13-19","-8.67","94.3","102.9","69.5","+.065"
"260","FIU","9-20","-8.76","88.9","97.6","70.4","-.041"
"261","Texas St.","13-16","-8.89","97.3","106.2","80.6","+.015"
"262","Columbia","14-15","-8.99","93.7","102.7","65.0","+.028"
"263","Chicago St.","11-17","-9.16","98.5","107.7","73.3","+.028"
"264","Army","14-16","-9.26","86.2","95.4","66.1","+.073"
"265","Colorado St.","7-25","-9.51","97.7","107.2","66.9","-.043"
"266","Northern Illinois","6-22","-9.56","92.8","102.4","72.6","-.015"
"267","Portland","9-22","-9.69","95.2","104.9","66.3","-.046"
"268","Cal Poly","12-18","-9.69","91.7","101.4","68.1","+.058"
"269","Louisiana Monroe","10-21","-9.86","98.4","108.2","67.6","-.031"
"270","Stetson","16-16","-10.09","89.8","99.9","68.4","+.070"
"271","Arkansas St.","10-20","-10.12","100.6","110.7","67.5","-.022"
"272","Texas A&M Corpus Chris","9-20","-10.23","92.2","102.4","68.0","+.021"
"273","South Dakota St.","8-21","-10.29","95.3","105.6","67.5","-.067"
"274","Centenary","10-21","-10.31","96.2","106.5","70.8","+.014"
"275","Delaware St.","14-16","-10.92","97.6","108.5","58.9","+.038"
"276","New Hampshire","9-20","-11.07","92.9","104.0","68.6","-.049"
"277","Saint Peter's","6-24","-11.11","90.9","102.1","70.8","-.050"
"278","Eastern Kentucky","14-16","-11.21","94.5","105.7","63.3","+.025"
"279","Central Arkansas","14-16","-11.44","90.3","101.8","68.8","+.027"
"280","Harvard","8-22","-11.59","95.4","107.0","70.5","-.095"
"281","Mercer","11-19","-11.64","94.1","105.7","74.8","-.046"
"282","UTSA","13-17","-11.65","91.6","103.2","66.2","+.062"
"283","SMU","10-20","-11.84","91.6","103.5","67.7","+.053"
"284","USC Upstate","7-23","-11.87","89.8","101.6","67.7","-.062"
"285","Coastal Carolina","13-15","-12.03","95.5","107.6","66.8","+.096"
"286","Savannah St.","13-18","-12.06","84.5","96.6","68.5","+.049"
"287","Morehead St.","15-15","-12.33","91.8","104.1","66.0","+.092"
"288","Campbell","10-20","-12.39","92.4","104.8","72.2","-.051"
"289","Penn","13-18","-12.41","92.3","104.7","71.7","+.078"
"290","Norfolk St.","16-15","-12.82","92.8","105.7","72.0","+.057"
"291","Idaho","8-21","-13.08","92.7","105.8","67.4","-.005"
"292","Furman","7-23","-13.11","91.5","104.6","67.0","+.006"
"293","UC Riverside","9-21","-13.33","89.8","103.1","65.6","+.023"
"294","Presbyterian","5-25","-13.43","94.0","107.4","61.2","-.055"
"295","Idaho St.","12-19","-13.81","91.8","105.6","63.6","+.092"
"296","St. Francis NY","7-22","-13.88","89.1","103.0","70.8","-.017"
"297","Radford","10-20","-13.95","91.8","105.7","71.5","+.026"
"298","Samford","14-16","-14.02","93.3","107.3","58.1","+.082"
"299","Coppin St.","16-21","-14.09","88.7","102.8","66.5","+.064"
"300","Rice","3-27","-14.28","82.7","97.0","69.1","-.002"
"301","Stony Brook","7-23","-14.29","88.1","102.4","66.3","-.075"
"302","Florida A&M","15-17","-14.35","90.3","104.7","68.9","+.073"
"303","Fairleigh Dickinson","8-20","-14.38","96.2","110.6","70.9","-.001"
"304","Canisius","6-25","-14.61","90.8","105.4","68.2","-.065"
"305","Long Beach St.","6-25","-14.71","92.9","107.6","65.9","-.082"
"306","Mississippi Valley St.","17-16","-14.87","87.8","102.7","66.8","+.116"
"307","Florida Gulf Coast","10-21","-14.98","90.6","105.6","70.9","+.034"
"308","Monmouth","7-24","-15.02","88.7","103.8","64.5","-.022"
"309","North Carolina A&T","15-16","-15.06","92.2","107.3","70.1","+.090"
"310","Kennesaw St.","10-20","-15.20","90.7","105.9","72.2","-.001"
"311","Southeast Missouri St.","12-19","-15.25","92.1","107.4","77.2","+.040"
"312","Princeton","6-23","-15.36","89.6","104.9","62.1","-.041"
"313","Dartmouth","10-18","-15.60","89.2","104.8","67.7","-.000"
"314","Southern","11-19","-15.73","86.5","102.2","66.9","-.026"
"315","Jackson St.","14-20","-15.73","89.5","105.3","72.7","+.040"
"316","Charleston Southern","10-20","-16.23","95.1","111.3","71.7","+.004"
"317","South Carolina St.","13-20","-16.29","91.9","108.2","73.5","+.056"
"318","Alabama A&M","14-15","-16.41","85.9","102.3","71.6","+.012"
"319","St. Francis PA","6-23","-16.77","93.2","110.0","64.4","-.037"
"320","Cal St. Bakersfield","8-21","-16.93","93.0","109.9","68.4","-.004"
"321","Maine","7-23","-17.39","88.7","106.1","69.5","-.034"
"322","UC Davis","9-22","-17.41","94.3","111.7","65.9","+.011"
"323","Winston Salem St.","12-18","-17.80","86.3","104.2","69.0","+.010"
"324","Eastern Illinois","7-22","-17.97","92.3","110.2","64.5","-.023"
"325","Bethune Cookman","11-21","-18.07","88.8","106.9","60.7","-.012"
"326","Jacksonville St.","7-22","-18.10","93.6","111.7","70.7","-.081"
"327","Longwood","9-22","-18.14","93.8","112.0","71.0","-.009"
"328","Louisiana Tech","6-24","-18.66","89.6","108.3","66.9","-.003"
"329","Arkansas Pine Bluff","13-18","-19.18","84.0","103.2","66.4","+.024"
"330","The Citadel","6-24","-20.60","91.0","111.6","65.6","-.024"
"331","Prairie View A&M","8-22","-21.32","86.1","107.4","73.3","-.014"
"332","Loyola Marymount","5-26","-21.79","87.4","109.2","71.6","+.066"
"333","Sacramento St.","4-24","-22.05","86.3","108.3","71.8","+.001"
"334","Texas Southern","7-25","-22.57","84.4","107.0","71.2","-.001"
"335","North Carolina Central","4-26","-22.64","81.5","104.1","71.6","+.033"
"336","Howard","6-26","-22.85","81.8","104.6","67.2","-.026"
"337","North Florida","3-26","-22.95","82.5","105.5","68.6","-.063"
"338","Grambling St.","7-19","-23.69","87.1","110.8","71.9","+.018"
"339","Alcorn St.","7-24","-24.29","90.4","114.7","70.7","+.018"
"340","Maryland Eastern Shore","4-28","-27.67","82.4","110.1","70.3","-.005"
"341","NJIT","0-29","-31.91","73.7","105.6","73.1","-.025"
